episode	scene	segment	onset	offset	duration	descriptor	caption	ONbond_location	ONbond_charact_entry	ONbond_charact_leave	ONbond_time_jump	ONbond_goal_change	ONbond_music_transit	ONbond_theme_song	ONbond_end	OFFbond_location	OFFbond_charact_entry	OFFbond_charact_leave	OFFbond_time_jump	OFFbond_goal_change	OFFbond_music_transit	OFFbond_theme_song	OFFbond_end	loc_apt1_Mon_Rach	loc_apt2_Chan_Joey	loc_apt3_Ross	loc_apt4_Pheob_Rach	loc_coffeeshop	loc_outside	loc_other
s5e12b	1	1	0.0	24.0	24.0	end of previous	fin de scène	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	True	False	False	False	False	False
s5e12b	1	2	24.0	86.0	62.0			False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False	True	False	False	False	False	False
s5e12b	2	3	86.0	89.0	3.0	transition	transition	False	False	False	False	False	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	True	False
s5e12b	3	4	89.0	175.0	86.0			True	False	False	True	False	False	False	False	True	False	False	True	False	False	False	False	True	False	False	False	False	False	False
s5e12b	4	5	175.0	194.0	19.0			True	False	False	True	False	False	False	False	False	True	False	False	True	False	False	False	False	True	False	False	False	False	False
s5e12b	4	6	194.0	220.0	26.0			False	True	False	False	True	False	False	False	False	False	False	False	True	False	False	False	False	True	False	False	False	False	False
s5e12b	4	7	220.0	233.0	13.0			False	False	False	False	True	False	False	False	True	False	False	True	False	False	False	False	False	True	False	False	False	False	False
s5e12b	5	8	233.0	257.0	24.0			True	False	False	True	False	False	False	False	False	False	True	False	True	False	False	False	False	False	False	False	False	False	True
s5e12b	5	9	257.0	277.0	20.0			False	False	True	False	True	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	True
s5e12b	5	10	277.0	340.0	63.0			False	True	False	False	False	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True
s5e12b	6	11	340.0	365.0	25.0			True	False	False	True	False	False	False	False	False	False	True	False	False	False	False	False	True	False	False	False	False	False	False
s5e12b	6	12	365.0	371.0	6.0			False	False	True	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False	False	False	False
s5e12b	6	13	371.0	380.0	9.0			True	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False	False	False
s5e12b	6	14	380.0	410.0	30.0			False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	True	False	False	False	False	False
s5e12b	6	15	410.0	480.0	70.0			False	False	False	False	True	False	False	False	False	False	True	False	False	False	False	False	False	True	False	False	False	False	False
s5e12b	6	16	480.0	487.0	7.0			False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False	True	False	False	False	False	False
s5e12b	7	17	487.0	490.0	3.0	transition	transition	False	False	False	False	False	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	True	False
s5e12b	8	18	490.0	602.0	112.0			True	False	False	True	False	False	False	False	False	True	False	False	True	False	False	False	False	False	False	False	True	False	False
s5e12b	8	19	602.0	625.0	23.0			False	True	False	False	True	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	True	False	False
s5e12b	9	20	625.0	706.0	81.0			True	False	False	True	False	False	False	False	False	False	False	False	False	False	False	True	False	True	False	False	False	False	False
