episode_id	onset	duration	talking	speech	man_speaking	woman_speaking	baby	shout	laughter	cry	singing	kids	groan	whistling	breathing	walking	mouth_sounds	fart	hands	heartbeat	cheering	crowd	mammal	dog_bark	cat	rooster	duck	bird	music	musical_instrument	guitar	piano	organ	electronic_instrument	percussion	bell	ambient_music	weather	wind	rain	river	wave	thunder	river_sea	fire	boat	car	traffic	car_honk	emergency_vehicle	train	cycling	engine	door	doorbell	knock	dishes	radio_tv	dryer_vacuum	zipper	keys	alarm	telephone	whistle	mechanisms	tools	boom	bang	glass	water	beep	silence	sudden_noise	db
s05e19b	0.0	5.0	0.8344685	0.8344685	0.010981059	0.08399101	0.0011856322	0.020810772	0.008757441	0.0013802995	0.005646485	0.030906308	0.00022208344	0.00042353314	0.0010124119	0.0032481581	0.0009120101	0.0004455139	0.0053168107	0.0006763338	0.0024619764	0.009768016	0.0077652307	0.0077652307	0.0009156644	0.0020117708	0.001574227	0.0023841225	0.025874998	0.0025290714	0.0011693509	0.00061479915	0.00033924615	0.00044363414	0.0012296718	0.0005340348	0.00020197283	0.011133026	0.00297458	0.011133026	0.008392437	0.0022859287	0.0014334264	0.008392437	0.0018020888	0.0037188171	0.0055839536	0.00055051246	0.00027034897	0.00074579724	0.0010282971	0.0026100357	0.0007951951	0.004672912	0.00037120082	0.003315938	0.0027385668	0.0021777723	0.00044510342	0.0032696163	0.00024293248	0.0008326013	0.0010348062	0.00023294632	0.0019815501	0.00029643747	0.00035833553	0.0035311296	0.00076418754	0.012910182	0.0033369926	0.00047078854	0.013599141	-19.84807777404785
s05e19b	5.0	5.0	0.8438235	0.8438235	0.029061867	0.006636292	0.0005708073	0.0026114737	0.046627928	0.0031695792	0.0018418394	0.0008192195	0.0042293235	0.00026688827	0.009552995	0.009540168	0.003356454	0.00025244654	0.0020441243	0.0018242951	0.004359813	0.013927712	0.032835808	0.0050727515	0.0009185567	0.001563866	0.000644094	0.0016575466	0.08398289	0.0068335435	0.001818022	0.0010945518	0.00034601154	0.0012234242	0.0034061247	0.00022866318	0.00040035718	0.0031834473	0.0015823119	0.0031834473	0.003586195	0.0018634372	0.0010093864	0.003586195	0.0027424726	0.0036822925	0.0040898775	0.00043502593	0.00027721995	0.000465051	0.00083496457	0.001553881	0.0012125578	0.021519404	0.00029448397	0.0015862249	0.0006657258	0.00309743	0.0008122041	0.0050094477	0.0006282407	0.00092982023	0.00025105895	0.00036267785	0.0021956782	0.0017954158	0.0051926677	0.009137274	0.0064862785	0.016863363	0.013815704	0.0002438612	0.13266014	-21.32978820800781
s05e19b	10.0	5.0	0.8401022	0.8401022	0.035666805	0.10616884	0.0006251998	0.002875265	0.0007270932	0.00073681003	0.0023063384	0.016978081	0.00013457455	0.00034448155	0.0020081182	0.008632519	0.005882287	0.00018730975	0.0009138123	0.00013410239	0.00041134722	0.004015515	0.02235938	0.011478678	0.0019059696	0.005693557	0.004458561	0.0074507524	0.064298905	0.005125868	0.0016767491	0.0009476669	0.0005889727	0.0011734784	0.001323848	0.00067954586	0.00042508898	0.01138471	0.0038424523	0.01138471	0.004526762	0.0030903209	0.0019808684	0.004526762	0.005828091	0.01102596	0.0085416045	0.0006781733	0.00035155605	0.0014565956	0.0050505465	0.0047214916	0.002438792	0.003170105	0.00087428855	0.0032309564	0.0004750741	0.005810719	0.00064161693	0.009728614	0.00037180627	0.0021181672	0.0048458027	0.0002024367	0.026198575	0.0008141296	0.0009984561	0.0006341832	0.0012642232	0.007497253	0.0026045686	0.0010202831	0.026198575	-22.29570579528809
s05e19b	15.0	5.0	0.8633466	0.8633466	0.009096592	0.061640028	0.0011291428	0.0018595487	0.35202277	0.0017496153	0.0011873953	0.011355798	9.360074e-05	0.00031473127	0.0029828472	0.00146167	0.010364155	0.0028742014	0.0015690976	0.0005323282	0.0017585526	0.019950887	0.0098331515	0.0098331515	0.00078543054	0.0040856497	0.00034248977	0.0040856497	0.054462206	0.0060852813	0.0017975664	0.00079080404	0.00025792033	0.0008158459	0.0014809029	0.0003918462	0.00031625567	0.0009424054	0.00045664227	0.00054584345	0.002379509	0.0007164925	0.00010762733	0.002379509	0.00036051165	0.0010437305	0.0025786222	0.0004338051	0.0005538419	0.0005849626	0.00327088	0.000726832	0.0018569044	0.0034383931	0.0003263325	0.000989841	0.00068278424	0.0025517617	0.0006250261	0.0022326824	0.00061397144	0.0007496207	0.0002047514	0.00031984513	0.0013507683	0.00046846806	0.00038319116	0.0033279178	0.0011486072	0.0016182339	0.006688484	6.865411e-05	0.006688484	-20.45345497131348
s05e19b	20.0	5.0	0.7800618	0.7800618	0.007145664	0.022122767	0.00037168828	0.00078287127	0.064000785	0.00048387717	0.0051507824	0.008106637	0.00041706164	6.965396e-05	0.0030245937	0.009525855	0.0015457128	0.00083561643	0.0055456185	0.00028454588	0.0020777597	0.01070673	0.015055874	0.015055874	0.0007008934	0.0014611044	0.00038270923	0.0014611044	0.33127877	0.009278251	0.0029444082	0.0005359437	0.00018100825	0.00049320806	0.0025138417	0.00022766572	0.0011496751	0.00022373868	0.00013040134	9.354149e-05	0.00019769464	0.00019535274	4.844667e-05	0.00019769464	0.00095243676	0.00071299414	0.0028231873	6.367454e-05	0.00013987781	0.00016452726	0.0005892467	0.00060468406	0.0019921684	0.013716229	0.00037198354	0.0066111665	0.0011625672	0.0020100484	0.0025113176	0.014813308	0.00029175868	0.00046287684	0.00016006509	8.148326e-05	0.002074155	0.0012892496	0.00048430337	0.009763575	0.0028382703	0.0052993405	0.0113879675	0.00017150924	0.03153534	-20.528217315673828
s05e19b	25.0	5.0	0.90363985	0.90363985	0.016316706	0.22076358	0.0061218385	0.0030218097	0.009426551	0.041387547	0.013256849	0.025798043	0.022288434	0.0002746146	0.015035538	0.0014390853	0.015152359	0.0010684237	0.0008589595	0.0017942429	0.0008832529	0.0050422386	0.010896966	0.007563349	0.0012107159	0.011041694	0.0029404184	0.011041694	0.3142128	0.0057458943	0.0009073832	0.0006229099	0.0003791219	0.0009168814	0.0012075878	0.0002216779	0.0017282836	0.0021612903	0.00047311842	0.0021612903	0.0011958196	0.00051062723	0.0010064155	0.0011958196	0.00048008532	0.0016237182	0.0028251987	0.00013805108	0.00019006994	0.00037915373	0.0015430732	0.0005625517	0.00061018195	0.0009330279	0.0003685441	0.0013663202	0.0004931759	0.016159695	0.0012158412	0.008958367	0.00027844083	0.0017234883	0.0023298985	0.00017363948	0.0013695773	0.00027869764	0.00041441506	0.00074503466	0.00050011557	0.0038492044	0.0008871166	0.00038347198	0.0028911338	-20.658266067504883
s05e19b	30.0	5.0	0.8559149	0.8559149	0.04272832	0.03688122	0.00026923802	0.0035207926	0.25907466	0.0005731393	0.004187488	0.0016106457	0.0006330364	0.00039934786	0.00086378807	0.0013295498	0.0010073421	0.00079509895	0.0018048648	0.0008158918	0.00512048	0.012884799	0.002446811	0.0024396123	0.002446811	0.0023247236	0.00050358515	0.0032933298	0.17713857	0.006593537	0.002454383	0.0006978359	0.0003064072	0.00065052253	0.0024525553	0.00031539964	0.00076198706	0.0010777854	0.0007358238	0.0010777854	0.0012092545	0.0010626186	0.00037888993	0.0012092545	0.00075035257	0.0023906163	0.003787634	0.00060254964	0.0010422618	0.00044557036	0.0026981477	0.00063472916	0.0030468975	0.0058309566	0.000488217	0.00078475423	0.0012959741	0.0031455366	0.00036522528	0.0004811064	0.00068415113	0.00060090225	0.00043348104	0.00026892734	0.0018138248	0.0006533577	0.0008852977	0.0046460116	0.00042015867	0.0037904456	0.004579871	7.878542e-05	0.005531819	-18.935321807861328
s05e19b	35.0	5.0	0.8705933	0.8705933	0.012059516	0.17938228	0.00034713012	0.0010591242	0.0100854775	0.0012212755	0.0018403752	0.003055052	0.00069668365	0.00016364404	0.0057146465	0.0035475362	0.0006645426	0.00057396636	0.00086272036	0.0025495612	0.0004515555	0.0017770173	0.006039906	0.006039906	0.0016673163	0.0013355865	0.00064452353	0.0013355865	0.04696987	0.005515817	0.0012792386	0.00060689537	0.00036983757	0.0007605876	0.00282595	0.0002998584	0.00025082208	0.0015325346	0.0009482196	0.0011790685	0.0007135556	0.0008181932	0.00043513832	0.0008181932	0.0015678573	0.0032651268	0.00658569	0.0003251992	0.00027838745	0.0009226763	0.002377168	0.0006525186	0.0026283194	0.008977051	0.00036875042	0.005390411	0.003701537	0.0062981993	0.0013150527	0.062019393	0.00033842985	0.00090008776	0.0010467706	0.00027348846	0.0030709433	0.0018903086	0.00089173275	0.0015527997	0.0013017643	0.015657768	0.0021884504	0.00012074862	0.01585213	-20.38625717163086
s05e19b	40.0	5.0	0.82179976	0.82179976	0.01868151	0.003369375	0.0005413004	0.0029586847	0.04183223	0.0010039993	0.0011986741	0.0022629846	0.0004975041	0.00038960704	0.0012727155	0.019357827	0.0004969328	0.00019206574	0.0010600282	0.00069927284	0.0047263745	0.026443424	0.010983591	0.0028844143	0.00075412676	0.0031170363	0.0004988496	0.0031170363	0.02891973	0.005867652	0.0016699391	0.00032909622	0.0001666345	0.00018874652	0.007780087	0.0002516024	0.00023779031	0.0021749125	0.0012737948	0.0013364066	0.0016196929	0.0010010069	0.00018765082	0.0016196929	0.0051488355	0.0021585997	0.0029659898	0.0006309761	0.00029111348	0.00024099417	0.0036215582	0.0019455096	0.00040194212	0.11205551	0.00017388602	0.006728322	0.00038431975	0.0006291395	0.00016790615	0.00027206098	0.00022481536	0.0005265345	0.00027678948	0.00051461044	0.0006537128	0.00033524752	0.017820874	0.007822518	0.00061398314	0.047355395	0.0015592262	0.00024395401	0.41815558	-20.5881462097168
s05e19b	45.0	5.0	0.79545534	0.79545534	0.005942494	0.00069583167	0.00012154988	0.00026401549	0.00095538463	0.00014110855	0.0009182715	0.0016047126	0.00018011985	8.3368344e-05	0.0016639694	0.014711975	0.0005826156	3.4748886e-05	0.00061437767	8.5612555e-05	0.000106808904	0.0010006779	0.016608186	0.005758788	0.0005298412	0.010193695	0.0013242137	0.19682471	0.021009225	0.0028745704	0.0005492263	0.00059875555	0.0001863048	0.001016048	0.0024748493	0.0006055604	0.000119664976	0.0021195777	0.00052073586	0.0004828159	0.00070353714	9.6789794e-05	5.538816e-05	0.00070353714	0.0047289142	0.0015876037	0.00094906427	4.2631935e-05	0.00015583518	0.00022336247	0.00030569264	0.0051319757	0.0014046631	0.027167656	0.004484564	0.010395003	0.03379659	0.0005895742	0.00022763794	0.0010819038	0.0015172897	0.00027022476	0.0016510487	0.0001452001	0.0024424943	0.018783174	0.00023951552	0.0020675736	0.025307752	0.0045280666	0.021621475	0.0003084439	0.029475246	-22.590335845947266
