episode	scene	segment	onset	offset	duration	raw_descriptor	caption_eng	caption_fr	ONbond_location	ONbond_charact_entry	ONbond_charact_leave	ONbond_time_jump	ONbond_goal_change	ONbond_music_transit	ONbond_theme_song	OFFbond_location	OFFbond_charact_entry	OFFbond_charact_leave	OFFbond_time_jump	OFFbond_goal_change	OFFbond_music_transit	OFFbond_theme_song	OFFbond_end	loc_apt1_Mon_Rach	loc_apt2_Chan_Joey	loc_apt3_Ross	loc_apt4_Phoeb_Rach	loc_coffeeshop	loc_outside	loc_other
s5e02b	1	1	0.0	4.0	4.0	end of previous	end of scene	fin de scène	False	False	False	False	False	False	False	True	False	True	False	False	False	False	False	False	False	False	False	False	False	True
s5e02b	1	2	4.0	13.0	9.0		Rachel reassures Ross about his love situation with Emily.	Rachel rassure Ross sur sa situation amoureuse avec Emily.	True	False	True	False	False	False	False	False	True	False	False	False	False	False	False	True	False	False	False	False	False	False
s5e02b	1	3	13.0	28.0	15.0		"Monica returns from the laundry room and asks Rachel to ""help"" her pick up a stocking in the hallway."	Monica revient de la buanderie et demande à Rachel de « l'aider » à ramasser un bas dans le corridor.	False	True	False	False	False	False	False	True	False	False	False	True	False	False	False	True	False	False	False	False	False	False
s5e02b	1	4	28.0	92.0	64.0		Monica wants Rachel not to tell Ross that she still loves him.	Monica veut que Rachel ne dise pas à Ross qu'elle l'aime encore.	True	False	False	False	True	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	True
s5e02b	1	5	92.0	95.0	3.0		Rachel locks Monica out of the apartment.	Rachel enferme Monica à l'extérieur de l'appartement.	False	False	True	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	True
s5e02b	1	6	95.0	106.0	11.0		Joey suggests Monica go to his place since she can't get into her place.	Joey propose à Monica d'aller chez lui puisqu'elle ne peut pas entrer chez elle.	False	True	False	False	False	False	False	True	False	True	False	False	False	False	False	False	False	False	False	False	False	True
s5e02b	1	7	106.0	130.0	24.0		Monica constantly knocks on the door and prevents Rachel from revealing her love for him.	Monica frappe constamment à la porte et empêche Rachel de révéler son amour pour lui.	True	False	True	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False	False	False	False
s5e02b	1	8	130.0	219.0	89.0		Monica asks Rachel to come out to talk and she refuses asking her to do so in front of Ross; Monica begs Rachel not to tell him.	Monica demande à Rachel de sortir pour parler et elle refuse lui demandant de le faire devant Ross ; Monica supplit Rachel de ne pas lui dire.	True	False	False	False	False	False	False	False	False	False	False	False	True	False	False	True	False	False	False	False	False	False
s5e02b	2	9	219.0	223.0	4.0	transition	transition	transition	False	False	False	False	False	True	False	True	False	False	True	False	False	False	False	False	False	False	False	False	True	False
s5e02b	3	10	223.0	248.0	25.0		Rachel asks Joey's opinion if she should tell Ross that she still loves him and he tells her no.	Rachel demande l'avis de Joey si elle devrait dire à Ross qu'elle l'aime encore et il lui dit que non.	True	False	False	True	False	False	False	False	True	False	False	True	False	False	False	False	False	False	False	True	False	False
s5e02b	3	11	248.0	302.0	54.0		Phoebe is disappointed that they thought of going on a picnic in Central Park to replace the London trip without her.	Phoebe est déçue qu'ils aient pensé d'aller pique-niquer au Central Park pour remplacer le voyage de Londres sans elle.	False	True	False	False	True	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False
s5e02b	3	12	302.0	331.0	29.0		Rachel tells Chandler to stop kissing her goodbye.	Rachel dit à Chandler de ne plus l'embrasser pour la saluer.	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False	False	False	False	True	False	False
s5e02b	4	13	331.0	334.0	3.0	transition	transition	transition	False	False	False	False	False	True	False	False	False	False	True	False	False	False	False	False	False	False	False	False	True	False
s5e02b	5	14	334.0	388.0	54.0		They decide to take Phoebe to Atlanta.	Ils ont décidé d'emmener Phoebe à Atlanta.	False	False	False	True	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	True	False	False
s5e02b	5	15	388.0	400.0	12.0		Chandler and Joey go to pack their bags.	Chandler et Joey vont préparer leurs bagages.	False	False	True	False	False	False	False	False	False	True	False	True	False	False	False	False	False	False	False	True	False	False
s5e02b	5	16	400.0	430.0	30.0		Monica tries again to convince Rachel not to tell Ross that she is in love with him, but Rachel wants to take a chance.	Monica essaye encore de convaincre Rachel de ne pas dire à Ross qu'elle est amoureuse de lui, mais Rachel veut tenter le coup.	False	False	True	False	True	False	False	False	False	True	False	False	False	False	False	False	False	False	False	True	False	False
s5e02b	5	17	430.0	683.0	253.0		Rachel admits to Ross that she is still in love with him and they have a long conversation about it.	Rachel avoue à Ross qu'elle est encore amoureuse de lui et ils ont une longue conversation sur ce sujet.	False	False	True	False	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	True	False	False
s5e02b	6	18	683.0	705.0	22.0		Monica wants to know how it ended with Ross and Rachel refuses to tell her.	Monica veut savoir comment ça s'est terminé avec Ross et Rachel refuse de lui dire.	True	False	False	True	False	False	False	False	True	False	False	True	False	False	False	True	False	False	False	False	False	False
s5e02b	6	19	705.0	752.0	47.0		Phoebe's water breaks and they have to go to the hospital.	Phoebe perd les eaux et doivent aller à l'hôpital.	False	True	False	False	True	False	False	True	False	False	False	True	False	False	False	True	False	False	False	False	False	False
s5e02b	6	20	752.0	781.0	29.0		Out of sight, Monica and Chandler take the opportunity to kiss.	À l'abri des regards, Monica et Chandler en profite pour s'embrasser.	True	False	False	False	True	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	True
