word	start_time	end_time
Can	2.0	3.4
you	3.4	3.5
help	3.5	3.7
me	3.7	3.8
pick	3.8	4.0
out	4.0	4.1
an	4.1	4.2
engagement	4.2	4.3
ring	4.3	4.8
for	4.8	5.0
Monica?	5.0	5.4
Have	13.8	14.3
you	14.3	14.5
told	14.5	14.8
anyone	14.8	14.8
else?	14.8	15.2
No,	15.2	15.8
I	15.8	16.0
don't	16.0	16.1
want	16.1	16.2
anybody	16.2	16.6
else	16.6	16.7
because	16.7	17.0
I	17.0	17.1
don't	17.1	17.2
want	17.2	17.4
Monica	17.4	17.6
to	17.6	17.7
find	17.7	18.1
out.	18.1	18.3
He	18.3	19.1
tells	19.1	19.4
me	19.4	19.5
In	26.4	26.8
what	26.8	27.1
ways	27.1	27.3
to	27.3	27.3
get	27.3	27.6
knocking,	27.6	28.2
pays	28.2	28.4
off.	28.4	28.6
Only	28.6	30.1
wish	30.1	30.3
you	30.3	30.5
hadn't	30.5	31.0
been	31.0	31.0
on	31.0	31.2
the	31.2	31.3
toilet.	31.3	31.5
Lucy,	33.7	34.7
is	34.7	34.9
there	34.9	35.1
such	35.1	35.5
a	35.5	35.6
thing	35.6	35.6
as	35.6	36.1
a	36.1	36.2
Monica?	36.2	36.6
Cuz	36.6	36.8
that	36.8	37.3
would	37.3	37.5
be	37.5	37.5
your	37.5	37.6
best	37.6	37.8
bet.	37.8	38.0
Show	41.4	43.0
me	43.0	43.1
what	43.1	43.2
a	43.2	43.3
perfect.	43.3	46.6
We	46.6	46.7
were	46.7	46.8
just	46.8	47.0
going	47.0	47.2
to	47.2	47.3
see	47.3	47.4
if	47.4	47.5
you	47.5	47.7
want.	47.7	47.8
How	54.6	55.1
rude.	55.1	56.0
Beyonce.	84.5	85.2
The	98.9	99.2
whole	99.2	99.4
thing's	99.4	99.7
going	99.7	99.8
to	99.8	99.9
pop.	99.9	100.3
Good.	101.6	102.1
I'll	102.1	103.2
let	103.2	103.3
you	103.3	103.5
know	103.5	103.5
if	103.5	103.7
he's	103.7	103.9
a	103.9	104.5
private	104.5	105.0
guy	105.0	105.3
and	105.3	106.1
I	106.1	106.2
wish	106.2	106.3
I	106.3	106.4
could	106.4	106.5
get	106.5	106.7
