word	start_time	end_time
Hey,	1.9	3.0
I	3.0	4.1
just	4.1	4.2
got	4.2	4.4
my	4.4	4.6
teacher	4.6	5.4
evaluations.	5.4	6.4
Check	6.4	6.6
out	6.6	6.7
what	6.7	6.9
this	6.9	7.0
one	7.0	7.2
student	7.2	7.6
wrote.	7.6	7.9
I	7.9	8.4
loved	8.4	9.2
dr.	9.2	9.7
Geller's	9.7	10.1
class	10.1	10.6
mind-blowing	10.6	11.8
lectures	11.8	12.4
back	12.4	12.9
together.	12.9	13.1
You	13.1	13.6
are	13.6	13.7
definitely	13.7	14.1
the	14.1	14.5
hottie	14.5	15.1
of	15.1	15.5
the	15.5	15.7
paleontology	15.7	16.6
Department.	16.6	17.1
How	18.6	19.4
do	19.4	19.7
you	19.7	19.8
say	19.8	19.9
the	19.9	20.0
paleontology	20.0	20.8
Department?	20.8	21.3
There's	21.3	21.5
a	21.5	21.6
big	21.6	21.9
selling	21.9	22.4
calendar.	22.4	22.8
Who	24.9	25.3
wrote	25.3	25.7
it?	25.7	25.9
Or	25.9	26.4
I	26.4	26.4
wish	26.4	26.6
I	26.6	26.7
knew,	26.7	27.0
but	27.0	27.2
the	27.2	27.3
evaluations	27.3	27.9
are	27.9	28.0
all	28.0	28.1
Anonymous.	28.1	28.4
Hey	28.4	29.0
do	29.0	29.2
you	29.2	29.2
still	29.2	29.3
have	29.3	29.5
your	29.5	29.5
final	29.5	29.9
exams?	29.9	30.3
Hot	37.5	37.9
girls,	37.9	38.2
it's	38.2	38.3
taking	38.3	38.7
all	38.7	38.7
of	38.7	38.8
a	38.8	38.8
sudden.	38.8	39.1
He's	39.1	39.3
Rain,	39.3	39.5
Man.	39.5	39.8
It's	49.1	50.6
a	50.6	50.6
girl.	50.6	51.2
I'm	51.2	55.1
a	55.1	55.4
teacher.	55.4	55.8
She's	55.8	56.6
a	56.6	57.0
student	57.0	57.3
is	57.3	57.9
a	57.9	61.3
big	61.3	61.6
age	61.6	61.9
difference	61.9	62.0
and	62.0	62.6
what	62.6	62.8
they	62.8	63.0
like	63.0	63.3
this	63.3	63.4
when	63.4	63.7
you're	63.7	63.8
90	63.8	64.2
90	64.2	64.6
should	64.6	65.6
be	65.6	65.8
like	65.8	66.0
80	66.0	66.4
and	66.4	66.4
it	66.4	66.5
won't	66.5	66.7
seem	66.7	67.0
like	67.0	67.1
such	67.1	67.4
a	67.4	67.5
big	67.5	67.6
difference.	67.6	67.8
What	73.8	74.0
I	74.0	74.2
was	74.2	74.3
going	74.3	74.4
to	74.4	74.5
say	74.5	74.6
is	74.6	74.7
when	74.7	74.8
you	74.8	74.9
90,	74.9	75.4
you	75.4	75.9
still	75.9	76.1
have	76.1	76.2
the	76.2	76.3
memory	76.3	76.7
of	76.7	76.7
what	76.7	76.8
it	76.8	76.9
was	76.9	77.0
like	77.0	77.1
to	77.1	77.2
be	77.2	77.3
the	77.3	77.5
twenty-year-old.	77.5	77.9
I	119.2	120.7
don't	120.7	121.0
know.	121.0	121.1
You	123.2	125.1
know,	125.1	125.2
that	125.2	125.3
girl,	125.3	125.4
you	125.4	125.7
went	125.7	125.8
to	125.8	125.9
college	125.9	126.1
with	126.1	126.4
who	126.4	126.6
who	126.6	126.6
became	126.6	126.8
a	126.8	127.0
movie	127.0	127.2
director	127.2	127.6
and	127.6	128.8
she	128.8	129.0
was	129.0	129.1
in	129.1	129.2
my	129.2	129.4
movement	129.4	129.6
class.	129.6	130.3
What's	131.5	132.0
a	132.0	132.1
movement	132.1	132.6
class	132.6	133.1
is	133.1	133.4
Taylor's	133.4	133.9
way	133.9	134.0
of	134.0	134.1
pretending.	134.1	134.5
He	134.5	134.7
didn't	134.7	135.0
take	135.0	135.2
mine.	135.2	135.7
I	137.3	137.3
want	137.3	137.7
to	137.7	137.8
listen	137.8	138.0
to	138.0	138.1
anyone.	138.1	138.3
She's	138.3	138.6
directing	138.6	139.0
the	139.0	139.2
new,	139.2	139.4
Al	139.4	140.0
Pacino	140.0	140.1
movie.	140.1	141.0
You	141.0	141.4
got	141.4	141.5
to	141.5	141.6
get	141.6	141.7
me	141.7	141.8
audition	141.8	142.1
only	142.1	150.7
3,000.	150.7	151.4
Will	155.2	155.5
you	155.5	155.6
make	155.6	155.8
the	155.8	155.9
call	155.9	156.3
or	156.3	156.4
what?	156.4	156.6
Okay,	156.6	157.7
I'll	157.7	157.8
try.	157.8	158.4
All	158.4	158.7
right.	158.7	159.0
Thanks	159.0	159.4
you're	159.4	159.5
the	159.5	159.5
best.	159.5	159.6
I	159.6	159.9
listen	159.9	160.1
to	160.1	160.2
last	160.2	160.4
day	160.4	160.6
of	160.6	160.6
auditions	160.6	160.8
is	160.8	161.3
Thursday	161.3	161.9
Thursday,	161.9	163.6
Thursday.	163.6	164.8
Thursday	164.8	165.5
to	165.5	165.6
remember	165.6	165.9
Thursday	165.9	166.2
pants	166.2	168.1
on	168.1	168.3
Tuesday.	168.3	168.7
Thursday	170.8	171.7
if	171.7	173.2
you	173.2	173.3
need	173.3	173.5
help.	173.5	173.5
Remember	173.5	174.0
just	174.0	174.2
think	174.2	174.3
of	174.3	174.4
it	174.4	174.5
like	174.5	174.6
this.	174.6	174.7
The	174.7	175.1
third	175.1	175.5
day.	175.5	175.7
Alright	175.7	176.2
Monday,	176.2	176.7
1	176.7	177.3
day	177.3	177.5
Tuesday	177.5	178.6
2	178.6	179.4
day	179.4	179.7
Wednesday	179.7	180.9
when	180.9	181.5
the	181.5	184.3
third	184.3	184.9
day.	184.9	185.2
Okay.	185.2	185.9
Thank	187.7	188.3
you.	188.3	188.5
Okay.	188.5	188.9
Hey	191.2	191.5
Monica,	191.5	191.9
she	191.9	192.5
doesn't	192.5	192.8
know.	192.8	192.9
Nature	200.1	201.0
Calls.	201.0	201.4
You	201.4	201.5
want	201.5	201.6
to	201.6	201.7
see?	201.7	201.8
Who	201.8	202.0
else	202.0	202.1
did?	202.1	202.3
Hello.	204.8	205.4
Rachel,	206.9	209.1
the	209.1	211.6
cops.	211.6	212.1
Oh	214.9	215.2
my	215.2	215.6
God!	215.6	216.1
Oh	216.1	217.2
my	217.2	217.4
God,	217.4	217.8
thank	217.8	218.1
you.	218.1	218.3
What	223.0	223.7
are	223.7	223.8
you	223.8	223.9
