word	start_time	end_time
I	1.8	3.7
think	3.7	8.2
I	8.2	8.3
have	8.3	8.5
a	8.5	8.6
chance.	8.6	8.8
She	8.8	14.0
made	14.0	14.2
it	14.2	14.3
pretty	14.3	14.5
clear.	14.5	14.6
It	14.6	15.0
is	15.0	15.1
not	15.1	15.2
going	15.2	15.4
to	15.4	15.6
happen.	15.6	15.8
Bubble	24.3	25.2
sing.	25.2	25.5
You	28.0	28.3
kissed,	28.3	28.8
her	28.8	28.9
the	28.9	29.3
hallway,	29.3	29.8
kiss	29.8	30.1
it	30.1	30.2
up,	30.2	30.4
real	30.4	30.8
nice.	30.8	30.9
So,	30.9	33.2
you	33.2	34.1
ended	34.1	34.7
up	34.7	34.9
with	34.9	35.1
Janae	35.1	35.5
well,	35.5	36.0
congratulations.	36.0	37.7
You	37.7	37.7
won	37.7	38.0
fair	38.0	38.3
and	38.3	38.5
square.	38.5	38.7
Yeah,	39.9	40.4
it	40.4	40.6
was	40.6	40.8
real	40.8	41.0
neck-and-neck	41.0	41.4
there	41.4	41.7
for	41.7	41.9
a	41.9	41.9
while.	41.9	42.1
So	44.0	44.4
you	44.4	44.5
kissed	44.5	44.8
her.	44.8	45.0
So	45.0	45.1
what	45.1	45.3
happened	45.3	45.6
after	45.6	45.6
that?	45.6	45.9
It's	45.9	46.9
him	46.9	47.0
over	47.0	47.1
here	47.1	47.2
to	47.2	47.3
tell	47.3	47.5
you	47.5	47.6
guys.	47.6	47.9
So	49.7	50.0
she's	50.0	50.3
just	50.3	50.4
waiting	50.4	50.7
over	50.7	51.0
there	51.0	51.1
for	51.1	51.3
you.	51.3	51.5
A	67.5	67.9
lady.	67.9	68.4
I	98.4	99.6
got	99.6	99.8
to	99.8	99.8
go.	99.8	100.0
I'm	104.0	104.4
kind	104.4	104.6
of	104.6	104.7
being	104.7	104.8
really	104.8	105.2
late	105.2	105.6
for	105.6	105.7
dance	105.7	106.1
class.	106.1	106.4
Yeah,	109.6	110.3
I'm	110.3	110.6
really	110.6	110.8
okay.	110.8	111.6
Just	111.6	114.5
leave	114.5	114.6
your	114.6	114.8
lips.	114.8	115.2
Hi	118.3	118.7
Mike.	118.7	119.4
Have	121.6	123.3
you	123.3	123.5
kissed	123.5	123.7
her	123.7	123.9
yet?	123.9	124.0
Forever.	128.4	129.8
She	129.8	130.8
kisses	130.8	131.3
better	131.3	131.7
than	131.7	131.8
my	131.8	132.2
mom	132.2	132.6
cooks.	132.6	133.4
I	135.8	136.0
said,	136.0	136.2
cook.	136.2	136.5
Let's	138.6	139.0
look	139.0	139.2
at.	139.2	139.3
Imagine	139.3	140.4
your	140.4	140.6
best	140.6	141.0
kiss	141.0	141.2
ever,	141.2	141.3
right	141.3	142.9
now,	142.9	143.6
multiply	143.6	144.7
that	144.7	144.8
by	144.8	145.1
like	145.1	145.6
10	145.6	146.0
Okay,	158.1	158.6
Rachel	158.6	159.1
sweetheart,	159.1	159.9
you	159.9	160.1
have	160.1	160.3
got	160.3	160.5
to	160.5	160.6
tell	160.6	160.9
the	160.9	161.0
post	161.0	161.3
office	161.3	161.5
to	161.5	161.7
you	161.7	161.8
removed,	161.8	162.2
okay.	162.2	162.4
We	162.4	162.6
are	162.6	162.7
still	162.7	162.7
getting	162.7	163.0
all	163.0	163.2
your	163.2	163.4
bills	163.4	163.8
and	163.8	163.9
stuff.	163.9	164.3
I'm	171.4	171.8
your	171.8	172.0
mailman.	172.0	172.2
Pottery	178.9	180.7
Barn.	180.7	181.0
It's	181.0	182.3
an	182.3	182.4
apothecary	182.4	183.0
table.	183.0	183.2
Is	183.2	184.1
anyone	184.1	184.4
even	184.4	184.5
know	184.5	184.7
what	184.7	185.0
an	185.0	185.1
apothecary	185.1	185.7
is?	185.7	186.0
Phoebe	192.8	194.0
hate,	194.0	194.3
Pottery	194.3	194.6
Barn.	194.6	194.9
I	194.9	206.0
was	206.0	206.2
tired.	206.2	206.7
Pottery	209.2	210.6
Barn.	210.6	211.0
She	211.0	213.6
thinks	213.6	213.8
their	213.8	213.9
Furniture	213.9	214.2
should	214.2	214.4
have	214.4	214.7
a	214.7	214.9
history	214.9	215.4
of	215.4	215.5
story	215.5	215.9
behind	215.9	216.1
it.	216.1	216.4
What's	217.1	217.4
the	217.4	217.4
story	217.4	218.0
behind	218.0	218.1
it?	218.1	218.7
I	218.7	218.8
mean,	218.8	219.0
they	219.0	219.1
get	219.1	219.3
to	219.3	219.4
ship	219.4	219.7
it	219.7	219.8
all	219.8	219.9
the	219.9	220.0
way	220.0	220.1
from	220.1	220.3
the	220.3	220.3
White	220.3	220.8
Plains	220.8	221.3
store.	221.3	221.7
Scary	225.7	226.2
one-of-a-kind	226.2	226.6
going	226.6	227.2
to	227.2	227.3
let	227.3	227.4
you	227.4	228.5
know	228.5	228.5
that.	228.5	228.7
But	228.7	229.4
that	229.4	229.5
god-awful	229.5	229.8
ceramic	229.8	230.7
football	230.7	231.0
this	231.0	231.3
year.	231.3	231.4
You	236.6	236.9
made	236.9	237.1
Pottery	237.1	237.4
found	237.4	240.3
in	240.3	240.3
the	240.3	240.5
garbage.	240.5	240.7
I'm	243.6	243.9
done.	243.9	244.1
If	244.1	244.2
you	244.2	244.3
put	244.3	244.5
that	244.5	244.6
in	244.6	244.7
her	244.7	244.9
apartment,	244.9	245.3
you	245.3	245.4
will	245.4	245.5
never	245.5	245.7
hear	245.7	246.1
the	246.1	246.2
end	246.2	246.3
of	246.3	246.4
it.	246.4	246.6
I'll	246.6	247.7
just	247.7	247.8
tell	247.8	248.1
her	248.1	248.2
that.	248.2	248.4
It's	248.4	248.5
an	248.5	248.6
antique	248.6	249.1
Apothecary	249.1	249.3
table.	249.3	250.0
She	250.0	250.2
doesn't	250.2	250.5
have	250.5	250.5
to	250.5	250.6
know	250.6	250.8
where	250.8	250.9
it	250.9	250.9
came	250.9	251.1
from	251.1	251.3
holds	251.3	256.8
300	256.8	257.5
CDs,	257.5	258.1
just	258.1	258.9
like	258.9	259.0
the	259.0	259.2
Apothecary	259.2	259.7
tables	259.7	260.1
of	260.1	260.2
your	260.2	260.5
Your	263.2	263.6
what?	263.6	263.9
Enjoy	266.1	267.9
the	267.9	268.1
catalog	268.1	268.5
sweetheart.	268.5	268.9
I	282.9	283.3
am	283.3	283.5
so	283.5	283.7
glad	283.7	284.0
that	284.0	284.2
you	284.2	284.3
guys	284.3	284.4
got	284.4	284.6
together	284.6	284.9
and	284.9	285.3
she's	285.3	285.5
and	285.5	285.6
I	285.6	285.7
are	285.7	285.9
always	285.9	286.0
looking	286.0	286.2
for	286.2	286.4
a	286.4	286.5
couple	286.5	286.7
to	286.7	286.8
go	286.8	286.9
out	286.9	287.1
with.	287.1	287.2
And	287.2	287.4
now	287.4	287.7
we	287.7	287.9
have	287.9	288.2
one	288.2	288.5
in	288.5	295.0
Chandler.	295.0	295.3
I	295.3	296.0
can't	296.0	296.3
believe	296.3	296.5
I	296.5	296.7
let	296.7	296.9
you	296.9	297.0
pay	297.0	297.2
for	297.2	297.3
this	297.3	297.5
one.	297.5	297.8
Thanks	301.3	301.8
again,	301.8	301.9
man.	301.9	302.3
Make	305.4	305.6
that	305.6	305.8
pasta	305.8	306.2
thing	306.2	306.4
I	306.4	306.4
was	306.4	306.5
telling	306.5	306.7
you	306.7	306.8
about,	306.8	306.9
that	306.9	307.5
would	307.5	307.6
be	307.6	307.7
great.	307.7	308.4
How	330.7	331.1
we	331.1	331.3
going	331.3	331.5
to	331.5	331.5
get	331.5	331.7
out	331.7	331.9
of	331.9	331.9
that	331.9	332.0
one?	332.0	332.4
I	337.2	338.4
can	338.4	338.8
handle	338.8	339.0
two	339.0	339.5
nights	339.5	339.6
in	339.6	340.0
a	340.0	340.1
row	340.1	340.1
with	340.1	340.4
it.	340.4	340.6
What's	342.5	343.0
wrong	343.0	343.1
with	343.1	343.3
Monica	343.3	343.6
and	343.6	343.7
Chandler?	343.7	344.1
You	351.2	351.5
know,	351.5	351.6
she's	351.6	352.6
black,	352.6	353.1
she's	353.1	354.0
just	354.0	354.3
she's	354.3	355.2
very	355.2	355.5
loud	355.5	356.0
for	356.0	356.2
such	356.2	356.4
a	356.4	356.4
small	356.4	356.6
person.	356.6	356.9
I	360.5	361.3
don't	361.3	362.2
like	362.2	362.3
my	362.3	362.4
best	362.4	362.7
friends	362.7	363.2
are	363.2	363.6
you	363.6	363.7
saying	363.7	364.0
we	364.0	364.2
can't	364.2	364.4
hang	364.4	364.6
out	364.6	364.7
with	364.7	364.8
them	364.8	365.1
cuz	365.1	365.3
that	365.3	366.1
be	366.1	366.2
kind	366.2	366.3
of	366.3	366.4
a	366.4	366.5
problem?	366.5	366.7
Okay.	373.9	374.5
Yes.	375.8	376.3
If	382.6	383.0
you	383.0	383.1
want,	383.1	383.4
I'll	383.4	383.4
sell	383.4	383.7
my	383.7	383.8
friends	383.8	384.2
and	384.2	384.3
use	384.3	384.4
the	384.4	384.5
money	384.5	384.6
to	384.6	384.8
buy	384.8	384.9
you	384.9	385.2
presents.	385.2	385.3
