episode	scene	segment	onset	offset	duration	raw_descriptor	caption_eng	caption_fr	ONbond_location	ONbond_charact_entry	ONbond_charact_leave	ONbond_time_jump	ONbond_goal_change	ONbond_music_transit	ONbond_theme_song	OFFbond_location	OFFbond_charact_entry	OFFbond_charact_leave	OFFbond_time_jump	OFFbond_goal_change	OFFbond_music_transit	OFFbond_theme_song	OFFbond_end	loc_apt1_Mon_Rach	loc_apt2_Chan_Joey	loc_apt3_Ross	loc_apt4_Phoeb_Rach	loc_coffeeshop	loc_outside	loc_other
s2e04a	1	1	0.0	17.0	17.0	Ra tries to reassure her mother that she lives in a safe environment	Rachel tries to reassure her mother that she lives in a safe environment.	Rachel tente de rassurer sa mère en lui disant qu'elle vit dans un environnement sûr.	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	True	False	False	False	False	False	False
s2e04a	1	2	17.0	68.0	51.0	A pigeon enters her apartment	A pigeon enters her apartment.	Un pigeon entre dans son appartement.	False	False	False	False	True	False	False	False	True	False	False	False	False	False	False	True	False	False	False	False	False	False
s2e04a	1	3	68.0	87.0	19.0	A guy walks into Ra + M's house to give Pb flowers	A guy enters Rachel and Monica's apartment to give flowers to Phoebe.	Un type entre dans l'appartement de Rachel et Monica pour offrir des fleurs à Phoebe.	False	True	False	False	False	False	False	False	False	False	False	False	False	True	False	True	False	False	False	False	False	False
s2e04a	2	4	87.0	94.0	7.0	theme song	theme song	chanson thème	False	False	False	False	False	False	True	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False
s2e04a	3	5	94.0	96.0	2.0	transition	transition	transition	False	False	False	False	False	True	False	False	False	False	True	False	False	False	False	False	False	False	False	False	True	False
s2e04a	4	6	96.0	160.0	64.0	M can't believe Pb got married to give this guy a green card	Monica can't believe Phoebe got married to give this guy a green card.	Monica n'arrive pas à croire que Phoebe se soit mariée pour donner une carte verte à ce type.	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False	True	False	False	False	False	False	False
s2e04a	4	7	160.0	181.0	21.0	Pb notices that the neighbor is having sex w...	Phoebe notices that the neighbor is having sex.	Phoebe remarque que le voisin fait l'amour.	False	False	False	False	True	False	False	False	False	False	False	True	False	False	False	True	False	False	False	False	False	False
s2e04a	4	8	181.0	222.0	41.0	M says loud and clear that C has 3 nipples	Monica says loudly that Chandler has three nipples.	Monica dit haut et fort que Chandler a trois mamelons.	False	False	False	False	True	False	False	False	False	False	False	True	False	False	False	True	False	False	False	False	False	False
s2e04a	4	9	222.0	254.0	32.0	C tells others that J has already made a porn movie	Chandler tells others that Joey played in a porn movie.	Chandler dit aux autres que Joey a déjà fait un film porno.	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	True	False	False	False	False	False	False
s2e04a	5	10	254.0	258.0	4.0	transition	transition	transition	False	False	False	False	False	True	False	True	False	False	True	False	False	False	False	False	False	False	False	False	True	False
s2e04a	6	11	258.0	317.0	59.0	R reveals to Julie that C has 3 nipples; Ra watches them jealously	Ross reveals to Julie that Chandler has three nipples and Rachel watches them jealously.	Ross révèle à Julie que Chandler a trois mamelons et Rachel les observe jalousement.	True	False	False	True	False	False	False	False	True	False	False	True	False	False	False	False	False	False	False	True	False	False
s2e04a	6	12	317.0	379.0	62.0	Pb put on her 36 to go see her “husband”	"Phoebe got dressed up to go see her ""husband""."	"Phoebe s'est habillée chic pour aller voir son ""mari""."	False	True	False	False	True	False	False	False	False	False	False	False	True	False	False	False	False	False	False	True	False	False
s2e04a	7	13	379.0	382.0	3.0	transition	transition	transition	False	False	False	False	False	True	False	False	False	False	True	False	False	False	False	False	False	False	False	False	True	False
s2e04a	8	14	382.0	390.0	8.0	R says goodbye to Julie	Ross says goodbye to Julie.	Ross dit au revoir à Julie.	False	False	False	True	False	False	False	False	False	True	False	True	False	False	False	False	False	False	False	True	False	False
s2e04a	8	15	390.0	553.0	163.0	R asks Ra's opinion on the fact that he and Julie did not have sex	Ross asks for Rachel's opinion on the fact that he and Julie have not had sex yet.	Ross demande l'avis de Rachel sur le fait que lui et Julie n'ont pas eu de relations sexuelles.	False	False	True	False	True	False	False	False	False	False	False	False	True	False	False	False	False	False	False	True	False	False
s2e04a	9	16	553.0	558.0	5.0	transition	transition	transition	False	False	False	False	False	True	False	True	False	False	True	False	False	False	False	False	False	False	False	False	True	False
s2e04a	10	17	558.0	626.0	68.0	Pb joins her “husband” in his dressing room	Phoebe joins her “husband” in his dressing room.	"Phoebe rejoint son ""mari"" dans sa loge."	True	False	False	True	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	True
s2e04a	11	18	626.0	629.0	3.0	transition	transition	transition	False	False	False	False	False	True	False	True	False	False	True	False	False	False	False	False	False	False	False	False	True	False
s2e04a	12	19	629.0	637.0	8.0	R kisses Julie tenderly and...	Ross kisses Julie tenderly.	Ross embrasse Julie tendrement.	True	False	False	True	False	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	True
s2e04a	12	20	637.0	670.0	33.0	the guys arrive at R ; R takes Ra aside to thank her for their discussion	The friends arrive at Ross' and he takes Rachel aside to thank her for their discussion.	Les amis arrivent chez Ross et il prend Rachel à part pour la remercier de leur discussion.	False	True	False	False	True	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	True
