episode	scene	segment	onset	offset	duration	raw_descriptor	caption_eng	caption_fr	ONbond_location	ONbond_charact_entry	ONbond_charact_leave	ONbond_time_jump	ONbond_goal_change	ONbond_music_transit	ONbond_theme_song	OFFbond_location	OFFbond_charact_entry	OFFbond_charact_leave	OFFbond_time_jump	OFFbond_goal_change	OFFbond_music_transit	OFFbond_theme_song	OFFbond_end	loc_apt1_Mon_Rach	loc_apt2_Chan_Joey	loc_apt3_Ross	loc_apt4_Phoeb_Rach	loc_coffeeshop	loc_outside	loc_other
s3e01a	1	1	0.0	22.0	22.0	Other people are on their couch!	They are all sitting on a sofa.	Ils sont tous sur assis sur un sofa.	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	True	False	False
s3e01a	2	2	22.0	28.0	6.0	theme song	theme song	chanson thème	False	False	False	False	False	False	True	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False
s3e01a	3	3	28.0	31.0	3.0	transition	transition	transition	False	False	False	False	False	True	False	True	False	False	True	False	False	False	False	False	False	False	False	False	True	False
s3e01a	4	4	31.0	55.0	24.0	talk about romantic song	They are talking about romantic songs.	Ils parlent de chansons romantiques.	True	False	False	True	False	False	False	False	True	False	False	True	False	False	False	True	False	False	False	False	False	False
s3e01a	4	5	55.0	59.0	4.0	M leaves her room briefly...	Monica leaves briefly for her bedroom.	Monica quitte brièvement vers sa chambre.	False	True	False	False	True	False	False	False	False	True	False	False	False	False	False	True	False	False	False	False	False	False
s3e01a	4	6	59.0	93.0	34.0	... they talk about the sadness of M	They use the opportunity to discuss the pain Monica is experiencing.	Ils en profitent pour discuter de la peine que vit Monica.	False	False	True	False	False	False	False	True	False	False	True	False	False	False	False	True	False	False	False	False	False	False
s3e01a	5	7	93.0	102.0	9.0	J just woke up ...	Joey has just woken up.	Joey vient de se réveiller.	True	False	False	True	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False	False	False
s3e01a	5	8	102.0	171.0	69.0	Janice made the pancakes !	Janice is making pancakes in his kitchen.	Janice fait des crêpes dans sa cuisine.	False	True	False	False	False	False	False	False	False	True	False	True	False	False	False	False	True	False	False	False	False	False
s3e01a	5	9	171.0	213.0	42.0	J asks C if he's going to break up w her	Joey asks Chandler if he will leave Janice.	Joey demande à Chandler s'il va quitter Janice.	False	False	True	False	True	False	False	True	False	False	True	False	False	False	False	False	True	False	False	False	False	False
s3e01a	6	10	213.0	274.0	61.0	M found hair from Dr B	Monica finds some of Richard's hair.	Monica trouve des cheveux de Richard. 	True	False	False	True	False	False	False	False	True	False	False	True	False	False	False	True	False	False	False	False	False	False
s3e01a	6	11	274.0	332.0	58.0	J wants a plan for C to break up w Janice	Joey wants to come up with a plan to get Chandler to break up with Janice.	Joey veut trouver un plan pour que Chandler rompe avec Janice.	False	True	False	False	True	False	False	False	False	False	False	False	True	False	False	True	False	False	False	False	False	False
s3e01a	7	12	332.0	335.0	3.0	transition	transition	transition	False	False	False	False	False	True	False	True	False	False	True	False	False	False	False	False	False	False	False	False	True	False
s3e01a	8	13	335.0	478.0	143.0	Ra asks R what he would like her to wear (princess Leia)	Rachel asks Ross what he would like her to wear (princess Leia).	Rachel demande à Ross ce qu'il aimerait qu'elle porte (la princesse Leia).	True	False	False	True	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True
s3e01a	9	14	478.0	517.0	39.0	Rachel tells Phoebe about Ross's fantasy	Rachel tells Phoebe about Ross' fantasy.	Rachel raconte à Phoebe le fantasme de Ross.	True	False	False	True	False	False	False	False	True	False	False	True	False	False	False	False	False	False	False	True	False	False
s3e01a	9	15	517.0	543.0	26.0	M w R enter the café	Monica and Ross walk into the coffee shop.	Monica et Ross entrent dans le café.	False	True	False	False	True	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False
s3e01a	9	16	543.0	575.0	32.0	R tells Ra that he published his paper	Ross tells Rachel that he published his paper.	Ross annonce à Rachel qu'il a publié son article.	False	False	False	False	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	True	False	False
s3e01a	10	17	575.0	593.0	18.0	Joey is watching a show on TV.	Joey is watching a show on TV.	Joey regarde une émission à la télévision.	True	False	False	True	False	False	False	False	False	False	False	True	False	False	False	False	True	False	False	False	False	False
s3e01a	10	18	593.0	703.0	110.0	C invites him to watch the Rangers play w Janice	Chandler invites him to watch the Rangers play with Janice.	Chandler l'invite à regarder les Rangers jouer avec Janice.	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False	True	False	False	False	False	False
s3e01a	11	19	703.0	706.0	3.0	transition	transition 	transition	False	False	False	False	False	True	False	True	False	False	True	False	False	False	False	False	False	False	False	False	True	False
s3e01a	12	20	706.0	725.0	19.0	R is disappointed that Ra told it to Pb	Ross is disappointed that Rachel told it to Phoebe.	Ross est déçu que Rachel l'ait dit à Phoebe.	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	True	False	False	False	False	False	False
