h	w	p
215	359	1
214	358	1
215	358	1
217	357	2
130	500	4
128	500	4
126	288	3
120	292	2
116	290	1
114	290	2
112	288	2
112	288	2
112	288	1
110	287	1
110	287	1
110	286	1
110	287	1
110	287	1
110	288	1
112	288	1
112	288	1
112	290	1
112	292	1
112	292	1
116	296	1
118	300	2
132	324	2
136	336	2
138	341	1
140	342	1
142	345	1
142	348	1
144	350	1
146	356	2
146	358	2
160	401	2
160	410	1
158	415	1
156	416	1
156	415	1
156	415	1
154	419	1
154	424	1
154	433	1
154	438	1
152	437	1
152	442	1
150	455	1
148	478	1
150	492	1
150	498	1
151	502	1
152	506	1
152	510	1
152	514	1
152	514	1
152	515	1
153	518	1
154	519	1
153	519	1
152	518	1
153	518	1
153	518	1
154	518	1
153	518	1
152	518	1
151	515	1
150	512	1
150	509	1
150	506	1
150	503	1
150	497	1
150	492	1
150	484	1
152	479	1
152	479	1
154	473	1
170	415	1
176	401	1
168	392	1
168	389	1
168	384	1
168	380	1
166	379	1
166	377	1
166	377	1
166	379	1
166	377	1
166	377	1
168	376	1
170	376	1
170	379	1
168	383	1
168	385	1
168	389	1
170	392	1
170	397	1
170	403	1
168	411	1
166	419	1
166	421	1
166	424	1
166	428	1
164	433	1
166	434	1
168	434	1
168	437	1
168	437	1
168	437	1
170	438	1
168	439	1
168	439	1
168	438	1
170	438	1
168	437	1
170	435	1
170	433	1
174	433	1
176	433	1
176	431	1
172	429	1
172	428	1
172	428	1
174	428	1
168	424	1
166	424	1
166	422	1
166	421	1
166	420	1
166	419	1
166	419	1
168	416	1
168	415	1
168	415	1
168	415	1
168	412	2
211	424	2
212	422	2
214	421	2
215	420	2
215	419	1
213	419	1
211	416	1
211	415	2
213	415	1
213	415	1
186	403	2
184	402	1
184	402	1
184	401	1
182	401	1
182	401	1
180	401	1
180	401	1
180	399	1
180	398	1
180	398	1
178	397	1
178	397	1
178	397	2
221	412	2
217	410	2
180	397	2
178	397	1
211	406	1
213	406	1
209	406	1
205	404	1
196	402	1
202	403	1
202	403	1
192	402	1
184	401	1
180	401	1
168	398	1
154	392	1
152	392	1
152	393	1
154	397	1
150	397	1
148	397	1
146	397	1
146	398	1
146	398	1
146	399	1
146	399	1
148	401	1
146	401	1
146	401	1
144	401	1
144	401	1
146	401	1
144	401	1
144	401	1
144	401	1
144	401	1
146	401	1
146	401	1
144	401	1
144	401	1
144	401	1
142	399	1
142	399	1
140	398	1
140	398	1
140	398	1
140	398	1
138	397	1
138	397	1
138	397	1
138	397	1
138	397	1
138	395	1
138	395	1
138	395	1
138	394	1
138	394	1
138	394	1
140	394	1
140	395	1
140	394	1
138	394	1
138	394	1
138	394	1
138	394	1
138	394	1
138	394	1
136	394	1
136	394	1
136	394	1
136	394	1
134	394	1
134	394	1
134	394	1
134	394	1
134	394	1
132	394	1
132	395	1
132	395	1
132	397	1
132	397	1
130	397	1
130	397	1
132	398	1
132	398	1
130	398	1
130	399	1
130	399	1
130	401	1
130	401	1
130	401	1
130	402	1
132	403	1
132	403	1
132	404	1
132	404	1
132	404	1
134	406	1
134	406	1
134	406	1
134	406	1
134	406	1
136	406	1
136	406	1
136	406	1
134	404	1
134	403	1
134	402	1
134	401	1
134	401	1
130	398	1
130	397	1
132	397	1
130	395	1
130	393	1
130	392	1
130	390	1
130	389	1
130	388	1
130	386	1
132	385	1
134	385	1
134	384	1
134	383	1
136	383	1
138	383	1
140	383	1
140	383	1
140	383	1
140	381	1
142	380	1
144	379	1
144	379	1
144	379	1
142	376	1
142	375	1
142	375	1
142	374	1
142	374	1
142	374	1
140	371	1
140	371	1
140	370	1
140	370	1
138	370	1
138	370	1
136	368	1
136	368	1
136	368	1
136	368	1
136	368	1
134	367	1
134	367	1
134	368	1
134	368	1
134	368	1
132	367	1
132	367	1
132	367	1
130	367	1
130	367	1
130	367	1
130	367	1
130	367	1
130	368	1
130	368	1
128	368	1
128	368	1
128	368	1
128	370	1
128	370	1
128	370	1
128	370	1
128	371	1
128	374	1
128	374	1
128	375	1
128	376	1
130	379	1
130	379	1
130	379	1
132	381	1
134	383	1
136	384	1
140	388	1
144	392	1
144	393	1
146	394	1
146	397	1
146	398	1
146	401	1
148	401	1
146	401	1
146	401	1
146	402	1
146	403	1
146	403	1
144	406	1
144	407	1
140	408	1
138	410	1
136	408	1
134	410	1
132	413	1
130	417	1
130	419	1
130	428	2
130	433	2
132	442	2
134	446	2
134	451	2
136	451	2
136	451	2
134	452	1
134	453	1
140	455	1
142	455	1
140	455	1
146	456	1
152	456	1
160	456	1
162	455	1
162	455	1
166	451	1
172	447	1
176	443	2
176	442	2
176	438	2
176	437	2
176	437	2
174	433	2
174	433	2
172	437	2
168	438	2
164	442	2
162	442	2
160	442	2
154	442	2
150	442	1
150	438	1
148	437	1
142	442	1
140	442	1
144	433	1
172	388	3
170	384	2
172	383	3
168	381	1
168	379	1
168	379	1
168	379	1
170	379	1
168	377	1
168	377	1
168	376	1
168	376	1
168	374	1
168	372	1
168	370	1
170	366	1
168	365	1
170	365	1
168	365	1
170	362	1
170	361	1
168	361	1
168	361	1
168	361	1
166	361	1
166	361	1
164	362	1
164	363	1
164	363	1
160	365	1
158	366	1
154	368	1
152	370	1
150	370	1
148	371	1
146	372	1
144	374	1
140	379	1
140	379	1
140	379	1
140	379	1
140	379	1
140	379	1
142	376	1
144	379	1
144	379	1
144	379	1
148	379	1
152	379	1
154	379	1
154	379	1
154	379	1
156	379	1
160	377	2
160	379	2
160	379	2
160	379	2
162	379	2
162	379	2
164	379	2
170	379	2
174	379	3
172	379	3
174	376	3
176	376	3
178	376	2
180	377	2
180	377	2
180	377	2
180	379	2
178	379	2
180	379	2
180	379	2
178	379	2
174	380	2
170	381	3
168	383	3
168	383	3
166	383	3
164	384	3
164	386	3
162	386	2
162	388	2
162	388	2
162	390	1
162	392	1
160	392	2
162	392	2
162	393	1
164	394	3
164	395	3
166	397	3
166	397	3
166	398	3
166	399	3
168	399	3
170	399	3
114	545	4
112	545	4
112	545	3
112	545	2
110	543	2
110	543	3
110	543	3
218	351	3
218	350	3
217	350	3
218	350	3
219	350	3
219	350	3
108	542	3
108	542	3
106	541	3
106	541	3
106	541	3
106	542	3
106	542	3
106	542	3
106	542	2
106	542	2
104	542	2
104	542	2
104	542	2
104	542	2
104	543	2
104	543	2
104	543	2
104	543	2
102	543	2
102	543	2
104	544	3
104	544	2
104	543	3
104	543	3
104	543	3
106	545	3
106	545	3
106	545	3
106	545	3
104	543	3
106	543	3
106	543	3
106	543	3
106	543	3
106	543	3
106	543	3
106	543	3
106	543	3
106	543	3
106	543	3
106	543	3
104	542	3
104	542	3
104	542	3
104	541	3
104	541	3
104	541	3
104	541	3
104	541	3
104	541	3
102	541	3
102	541	3
102	541	3
102	541	3
102	542	3
102	542	3
102	542	3
102	542	3
102	543	3
102	543	3
102	543	3
102	543	3
102	543	3
102	543	3
102	543	3
102	543	3
102	543	3
102	542	3
102	542	3
102	542	4
102	542	4
102	542	4
102	542	4
100	542	4
128	291	5
130	288	5
132	288	5
132	287	5
136	286	4
140	285	3
148	283	3
154	283	3
154	282	3
156	282	2
158	282	2
160	281	2
160	279	2
160	279	1
158	279	1
158	279	1
158	279	1
156	281	1
154	281	1
152	281	2
152	281	2
150	281	2
150	279	2
150	279	2
148	281	2
148	281	2
150	282	2
150	282	2
150	283	2
150	283	2
150	285	2
150	286	2
150	286	2
150	287	2
148	288	2
150	290	2
150	291	2
132	175	2
132	175	2
132	175	2
132	175	2
132	175	2
132	175	2
132	175	2
132	175	2
132	177	2
132	177	2
132	177	2
130	177	2
130	178	2
130	178	2
130	179	2
130	179	2
130	179	2
130	180	2
130	180	2
128	180	2
128	180	2
128	180	2
128	183	2
128	183	2
128	183	2
128	184	2
128	184	2
130	184	2
128	184	2
128	184	2
130	184	2
130	182	2
142	363	2
142	365	2
142	367	2
142	368	2
142	370	2
142	370	2
142	372	2
142	374	2
142	374	2
142	375	2
144	377	2
144	379	2
142	379	2
142	380	2
144	383	2
144	383	2
142	384	2
142	384	2
142	385	2
130	175	2
130	175	2
130	175	2
130	177	2
128	177	2
128	178	2
128	178	2
128	179	2
128	179	2
128	180	2
128	180	1
128	180	1
128	180	1
128	180	1
126	180	2
126	180	2
126	180	2
126	180	2
126	180	2
126	178	2
126	175	2
126	175	2
128	175	2
126	174	2
126	171	2
126	170	2
126	169	3
124	166	3
148	442	3
150	446	2
152	446	2
124	162	2
124	162	2
124	162	2
124	160	2
126	160	2
126	161	2
126	160	2
126	161	2
126	161	2
128	162	2
128	164	2
128	165	2
130	166	2
130	166	2
130	168	2
132	171	2
132	174	2
132	175	2
132	178	2
184	483	2
184	487	2
186	491	2
186	493	2
188	497	2
190	502	1
190	505	1
192	507	1
192	509	1
194	512	2
194	514	2
194	515	2
195	518	2
195	518	2
196	519	2
126	255	2
126	255	2
126	256	2
126	256	2
126	256	2
126	256	1
126	257	1
126	256	1
126	256	1
126	255	1
126	254	1
128	253	1
128	252	1
128	252	1
128	251	1
128	250	1
128	249	1
128	249	1
128	249	1
128	248	1
128	248	1
128	247	1
128	247	1
128	247	1
128	247	1
128	247	1
128	247	1
128	247	1
128	247	1
128	247	1
128	247	1
128	247	1
128	248	1
128	247	1
128	247	1
128	247	1
128	247	1
128	247	1
128	247	1
128	247	1
128	246	1
128	246	1
128	245	1
128	245	1
126	244	1
126	243	1
126	242	1
128	241	1
128	240	1
126	240	1
126	238	1
126	238	1
126	237	1
126	236	1
126	236	1
126	235	1
126	235	1
126	235	1
126	234	1
126	234	1
128	235	1
128	236	1
128	236	1
128	237	1
126	237	1
128	237	1
128	237	1
128	237	1
128	237	1
128	236	1
130	235	1
130	235	1
130	235	1
130	235	1
132	236	1
132	236	1
134	236	1
134	236	1
136	236	1
138	237	1
140	238	1
142	238	1
143	239	1
144	239	1
146	241	1
148	243	1
150	244	1
154	245	1
156	245	1
156	245	1
156	245	1
158	245	1
160	245	1
162	246	1
164	247	1
167	249	1
170	252	1
172	256	1
174	261	3
187	314	3
178	265	2
178	265	1
174	283	1
170	301	3
166	306	3
166	301	3
164	297	3
148	319	3
144	324	4
142	332	3
140	333	3
138	337	4
136	346	5
140	484	4
148	487	4
158	487	3
156	488	2
186	478	2
190	482	2
192	487	2
192	487	2
194	487	2
196	491	2
198	496	2
198	497	2
199	497	2
199	498	2
124	272	2
124	272	2
124	270	2
124	270	2
126	269	2
126	267	2
126	265	2
126	264	2
124	261	2
124	261	2
124	260	2
124	258	1
124	256	1
124	256	1
124	256	1
122	255	1
122	255	1
122	254	1
122	254	1
122	254	1
122	254	1
122	254	1
122	254	1
122	254	1
122	253	1
122	254	1
122	255	1
122	255	1
124	256	1
122	256	1
124	256	1
124	258	1
126	260	1
126	261	1
126	261	1
128	265	1
130	267	1
130	270	1
132	273	1
134	274	1
132	278	1
132	282	1
132	286	1
134	288	1
134	291	1
134	292	1
134	297	1
136	299	1
136	301	1
134	301	1
134	303	1
132	304	1
130	305	1
124	306	2
112	310	2
102	314	2
76	350	1
74	349	1
74	348	1
74	346	1
72	346	1
72	346	1
72	344	1
72	342	1
72	340	1
74	340	1
74	341	1
74	340	1
74	337	1
74	335	1
76	336	1
76	333	2
76	332	2
76	328	2
76	324	2
279	581	2
279	581	2
279	581	2
279	581	3
130	419	3
120	415	2
114	412	1
116	412	1
116	411	1
118	410	1
114	410	1
112	410	1
112	407	1
112	406	1
110	404	1
110	406	1
110	406	1
110	406	1
112	406	1
114	404	1
