episode	scene	segment	onset	offset	duration	raw_descriptor	caption_eng	caption_fr	ONbond_location	ONbond_charact_entry	ONbond_charact_leave	ONbond_time_jump	ONbond_goal_change	ONbond_music_transit	ONbond_theme_song	OFFbond_location	OFFbond_charact_entry	OFFbond_charact_leave	OFFbond_time_jump	OFFbond_goal_change	OFFbond_music_transit	OFFbond_theme_song	OFFbond_end	loc_apt1_Mon_Rach	loc_apt2_Chan_Joey	loc_apt3_Ross	loc_apt4_Phoeb_Rach	loc_coffeeshop	loc_outside	loc_other
s4e23d	1	1	0.0	4.0	4.0	end of previous	end of scene	fin de scène	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	True
s4e23d	2	2	4.0	7.0	3.0	transition	transition	transition	False	False	False	False	False	True	False	True	False	False	True	False	False	False	False	False	False	False	False	False	True	False
s4e23d	3	3	7.0	42.0	35.0		Monica and Chandler don't know how to react to what has happened between them.	Monica et Chandler ne savent pas comment réagir à ce qui s'est passé entre eux.	True	False	False	True	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	True
s4e23d	4	4	42.0	47.0	5.0	transition	transition	transition	False	False	False	False	False	True	False	False	False	False	True	False	False	False	False	False	False	False	False	False	True	False
s4e23d	5	5	47.0	56.0	9.0		Joey returns to his hotel room after spending the night with Felicity.	Joey revient à sa chambre d'hôtel après avoir passé la nuit avec Felicity.	False	False	False	True	False	False	False	True	True	False	False	True	False	False	False	False	False	False	False	False	False	True
s4e23d	5	6	56.0	113.0	57.0		Phoebe leaves Joey in charge of preventing Rachel from confessing her love to Ross.	Phoebe laisse la responsabilité à Joey d'empêcher Rachel à avouer son amour à Ross.	True	True	False	False	True	False	False	True	False	False	True	False	False	False	False	True	False	False	False	False	False	True
s4e23d	6	7	113.0	177.0	64.0		The passenger gives Rachel his opinion and insults her in the process.	Le passager donne son avis à Rachel et l'insulte au passage.	True	False	False	True	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	True
s4e23d	7	8	177.0	182.0	5.0	transition	transition	transition	False	False	False	False	False	True	False	True	False	False	True	False	False	False	False	False	False	False	False	False	True	False
s4e23d	8	9	182.0	190.0	8.0		Joey thinks about what to do about the situation with Rachel.	Joey réfléchit à ce qu'il doit faire pour la situation avec Rachel.	True	False	False	True	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	True
s4e23d	8	10	190.0	216.0	26.0		Joey asks Chandler if he has seen Monica because he needs to tell her about Rachel.	Joey demande à Chandler s'il a vue Monica parce qu'il doit lui parler de Rachel.	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	True
s4e23d	9	11	216.0	222.0	6.0	transition	transition	transition	False	False	False	False	False	True	False	True	False	False	True	False	False	False	False	False	False	False	False	False	True	False
s4e23d	10	12	222.0	241.0	19.0		Monica, her mother Judy and Emily's mother Andrea have mixed feelings about the wedding venue.	Monica, sa mère Judy et la mère d'Emily Andrea ont des avis partagé sur le lieu du mariage.	True	False	False	True	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	True
s4e23d	10	13	241.0	263.0	22.0		Joey reiterates to Monica the plan they have prepared to prevent Rachel's arrival at the wedding.	Joey réitère à Monica le plan qu'ils ont préparé pour prévenir l'arrivée de Rachel au mariage.	False	True	False	False	False	False	False	False	False	True	False	True	False	False	False	False	False	False	False	False	False	True
s4e23d	10	14	263.0	272.0	9.0		"Ross practices with Chandler how to say ""I do""."	Ross pratique avec Chandler la manière de prononcer : « Oui, je le veux ».	False	False	True	False	True	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	True
s4e23d	10	15	272.0	295.0	23.0		Joey and Felicity resume their lovemaking (which prevents him from seeing if Rachel will enter through the door he has to watch).	Joey et Felicity reprennent leurs ébats (ce qui l'empêche de voir si Rachel entrera par la porte qu'il doit surveiller).	False	False	False	False	True	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	True
s4e23d	10	16	295.0	305.0	10.0		Ross' parents argue with Emily's parents about paying the wedding bill.	Les parents de Ross se disputent avec les parents d'Emily pour le paiement de la facture du mariage.	False	False	False	True	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	True
s4e23d	10	17	305.0	335.0	30.0		Ross asks them to argue about the bill after the wedding.	Ross leur demande de se disputer la facture après le mariage.	False	True	False	False	False	False	False	False	False	True	False	True	False	False	False	False	False	False	False	False	False	True
s4e23d	10	18	335.0	359.0	24.0		Emily realizes that Ross shouldn't have seen her before the ceremony and Ross tells her that they're not that far off.	Emily réalise que Ross n'aurait pas dû la voir avant la cérémonie et Ross lui dit qu'ils ne sont pas à une malchance près.	False	False	True	False	True	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	True
s4e23d	10	19	359.0	430.0	71.0		Rachel sees Ross happy with Emily and finally decides not to admit her love.	Rachel voit Ross heureux avec Emily et décide finalement de ne pas lui avouer son amour.	False	False	False	False	True	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	True
s4e23d	10	20	430.0	452.0	22.0		The wedding ceremony begins.	La cérémonie du mariage commence.	False	False	False	True	False	False	False	True	True	False	False	True	False	False	False	False	False	False	False	False	False	True
s4e23d	10	21	452.0	519.0	67.0		Phoebe asks Joey if he has caught up with Rachel and she wants to hear what is happening at the wedding over the phone.	Phoebe demande à Joey si il a rattrapé Rachel et elle souhaite entendre ce qui se passe au mariage au travers du téléphone.	True	True	False	False	True	False	False	False	True	False	False	True	False	False	False	True	False	False	False	False	False	True
s4e23d	10	22	519.0	542.0	23.0		Monica and Chandler agree that they will continue what they started the night before into the next night.	Monica et Chandler sont d'accord à ce qu'ils continuent ce qu'ils ont commencé la veille dans la prochaine nuit.	False	True	False	False	True	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	True
s4e23d	10	23	542.0	607.0	65.0		Emily makes her entrance on the red carpet towards the hotel and the ceremony begins.	Emily fait son entrée sur le tapis rouge vers l'hôtel de la cérémonie et celle-ci commence.	False	True	False	False	True	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	True
s4e23d	10	24	607.0	637.0	30.0		Ross takes his vows and says Rachel's name instead of Emily's.	Ross prononce ses voeux et dit le prénom de Rachel au lieu de celui d'Emily.	False	False	False	False	True	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True
s4e23d	11	25	637.0	730.0	93.0	theme song + generics + bloopers	theme song + credits + bloopers	chanson thème + génériques + bloopers	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False
