episode	scene	segment	onset	offset	duration	raw_descriptor	caption_eng	caption_fr	ONbond_location	ONbond_charact_entry	ONbond_charact_leave	ONbond_time_jump	ONbond_goal_change	ONbond_music_transit	ONbond_theme_song	OFFbond_location	OFFbond_charact_entry	OFFbond_charact_leave	OFFbond_time_jump	OFFbond_goal_change	OFFbond_music_transit	OFFbond_theme_song	OFFbond_end	loc_apt1_Mon_Rach	loc_apt2_Chan_Joey	loc_apt3_Ross	loc_apt4_Phoeb_Rach	loc_coffeeshop	loc_outside	loc_other
s4e14b	1	1	0.0	38.0	38.0	end of previous	end of scene	fin de scène	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	True	False	False	False	False	False	False
s4e14b	1	2	38.0	89.0	51.0		Phoebe asks Chandler to follow them to the nude dancers since Ross has a few days with Emily.	Phoebe exige à Chandler de les suivre aux danseuses nues puisque Ross en a pour quelques jours avec Emily.	False	False	True	False	False	False	False	False	False	False	False	False	True	False	False	True	False	False	False	False	False	False
s4e14b	2	3	89.0	92.0	3.0	transition	transition	transition	False	False	False	False	False	True	False	True	False	False	True	False	False	False	False	False	False	False	False	False	True	False
s4e14b	3	4	92.0	157.0	65.0		The assistant on the set suggests to Joey to shower in one of the dressing rooms.	L'assistant du plateau suggère à Joey de se doucher dans une des loges.	True	False	False	True	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	True
s4e14b	4	5	157.0	162.0	5.0	transition	transition	transition	False	False	False	False	False	True	False	True	False	False	True	False	False	False	False	False	False	False	False	False	True	False
s4e14b	5	6	162.0	175.0	13.0		Monica has been looking for money to tip the nude dancers.	Monica a été cherchée de l'argent pour offrir du pourboire aux danseuses nues.	True	False	False	True	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	True
s4e14b	5	7	175.0	192.0	17.0		The man with the cigarette changes his seat because Phoebe is pregnant.	L'homme à la cigarette change de place parce que Phoebe est enceinte.	False	True	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	True
s4e14b	5	8	192.0	200.0	8.0		Monica and Phoebe put money in the panties of one of the nude dancers and compliment her on her talent.	Monica et Phoebe mettent de l'argent dans la culotte d'une des danseuses nues et la complimentent pour son talent.	False	False	True	False	False	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	True
s4e14b	5	9	200.0	254.0	54.0		Rachel can't believe Joshua didn't call her and they are comfortable in the strip club.	Rachel n'en revient pas que Joshua ne l'a pas appelé et elles sont bien à l'aise dans le bar de danseuses.	False	True	False	False	True	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	True
s4e14b	6	10	254.0	257.0	3.0	transition	transition	transition	False	False	False	False	False	True	False	True	False	False	True	False	False	False	False	False	False	False	False	False	True	False
s4e14b	7	11	257.0	376.0	119.0		Joey takes a shower in one of the actors' dressing rooms and is told by the actor that he should never shower in another person's dressing room.	Joey prend une douche dans la loge de l'un des acteurs et celui-ci lui fait savoir qu'il ne doit jamais prendre sa douche dans la loge d'une autre personne.	True	False	False	True	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	True
s4e14b	7	12	376.0	381.0	5.0		Joey comes out of the dressing room in a towel and the actor finds it funny.	Joey sort de la loge en serviette et l'acteur trouve ça marrant.	False	False	True	False	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True
s4e14b	8	13	381.0	392.0	11.0		Phoebe, Monica and Chandler are back from the nude dancers bar.	Phoebe, Monica et Chandler sont de retour du bar de danseuses nues.	True	False	False	True	False	False	False	False	True	False	False	False	False	False	False	True	False	False	False	False	False	False
s4e14b	8	14	392.0	515.0	123.0		Phoebe, Rachel and Monica discuss what they enjoyed about the nude dancers in front of Chandler and he feels ready to move on to phase 3.	Phoebe, Rachel et Monica discutent de ce qu'elles ont apprécié des danseuses nues devant Chandler et il se sent prêt à passer à la phase 3.	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	True	False	False	False	False	False	False
s4e14b	9	15	515.0	517.0	2.0	transition	transition	transition	False	False	False	False	False	True	False	True	False	False	True	False	False	False	False	False	False	False	False	False	True	False
s4e14b	10	16	517.0	537.0	20.0		Joey is being a jerk because he wants to go to the nude dancers bar too.	Joey fait la baboune parce qu'il veut lui aussi aller au bar de danseuses nues.	True	False	False	True	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False
s4e14b	10	17	537.0	552.0	15.0		Ross had an amazing weekend with Emily.	Ross a passé un week-end incroyable avec Emily.	False	True	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False
s4e14b	10	18	552.0	610.0	58.0		Ross thanks Rachel for asking him out on a date with Emily.	Ross remercie Rachel pour lui avoir proposer de sortir avec Emily.	False	True	False	False	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	True	False	False
s4e14b	11	19	610.0	633.0	23.0		Chandler invited the nude dancers to his house to play out his fantasies with Phoebe, Rachel and Monica.	Chandler a invité les danseuses nues chez lui pour jouer ses fantasmes avec Phoebe, Rachel et Monica.	True	False	False	True	False	False	False	False	True	False	False	False	False	False	False	True	False	False	False	False	False	False
s4e14b	11	20	633.0	656.0	23.0		The man with the cigarette comes looking for Rachel as if he were Joshua, but finally prefers Chandler.	L'homme à la cigarette vient chercher Rachel comme s'il était Joshua, mais finalement préfère Chandler.	False	True	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False
