episode	scene	segment	onset	offset	duration	raw_descriptor	caption_eng	caption_fr	ONbond_location	ONbond_charact_entry	ONbond_charact_leave	ONbond_time_jump	ONbond_goal_change	ONbond_music_transit	ONbond_theme_song	OFFbond_location	OFFbond_charact_entry	OFFbond_charact_leave	OFFbond_time_jump	OFFbond_goal_change	OFFbond_music_transit	OFFbond_theme_song	OFFbond_end	loc_apt1_Mon_Rach	loc_apt2_Chan_Joey	loc_apt3_Ross	loc_apt4_Phoeb_Rach	loc_coffeeshop	loc_outside	loc_other
s4e05b	1	1	0.0	12.0	12.0	end of previous	end of scene	fin de scène	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	True
s4e05b	2	2	12.0	15.0	3.0	transition	transition	transition	False	False	False	False	False	True	False	True	False	False	True	False	False	False	False	False	False	False	False	False	True	False
s4e05b	3	3	15.0	58.0	43.0		Chandler sees Kathy jogging and starts chasing her to get to her.	Chandler aperçoit Kathy qui fait son jogging et se met à la poursuivre pour la rejoindre.	True	False	False	True	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	True	False
s4e05b	3	4	58.0	76.0	18.0		He arrives in front of her and says only that he wanted to greet her.	Il arrive devant elle et lui dit seulement qu'il voulait la saluer.	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False
s4e05b	4	5	76.0	80.0	4.0	transition	transition	transition	False	False	False	False	False	True	False	True	False	False	True	False	False	False	False	False	False	False	False	False	True	False
s4e05b	5	6	80.0	88.0	8.0		Ross tells Monica about his date with Amanda.	Ross raconte sa date avec Amanda à Monica. 	True	False	False	True	False	False	False	False	True	False	False	False	False	False	False	True	False	False	False	False	False	False
s4e05b	5	7	88.0	101.0	13.0		Phoebe tries to catch a cold to get her sexy voice back.	Phoebe essaye d'attraper le rhume pour retourver sa voix sexy.	False	True	False	False	False	False	False	False	True	False	False	False	False	False	False	True	False	False	False	False	False	False
s4e05b	5	8	101.0	140.0	39.0		Chandler comes to terms with the fact that he is in love with Kathy.	Chandler se rend à l'évidence sur le fait qu'il est amoureux de Kathy.	False	True	False	False	False	False	False	False	True	False	False	True	False	False	False	True	False	False	False	False	False	False
s4e05b	5	9	140.0	192.0	52.0		Kathy and Joey choose to watch a movie and Chandler decides not to stay.	Kathy et Joey ont choisi de regarder un film et Chandler décide de ne pas rester.	False	True	False	False	True	False	False	False	False	False	False	False	True	False	False	True	False	False	False	False	False	False
s4e05b	6	10	192.0	195.0	3.0	transition	transition	transition	False	False	False	False	False	True	False	True	False	False	True	False	False	False	False	False	False	False	False	False	True	False
s4e05b	7	11	195.0	206.0	11.0		Chandler tries to play chachette with the duck and chick.	Chandler essaye de jouer à la chachette avec le canard et le poussin.	True	False	False	True	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False	False	False
s4e05b	7	12	206.0	254.0	48.0		Joey invites Chandler to go to a restaurant with Kathy.	Joey invite Chandler à aller au restaurant avec Kathy.	False	True	False	False	False	False	False	True	False	False	True	False	False	False	False	False	True	False	False	False	False	False
s4e05b	8	13	254.0	264.0	10.0		Monica has a cold.	Monica a le rhume.	True	False	False	True	False	False	False	False	True	False	False	False	False	False	False	True	False	False	False	False	False	False
s4e05b	8	14	264.0	284.0	20.0		Rachel pretends to be in love with Josh thinking that Ross will see them.	Rachel fait semblant d'être amoureuse de Josh en pensant que Ross va les voir.	False	True	False	False	False	False	False	False	False	True	False	False	False	False	False	True	False	False	False	False	False	False
s4e05b	8	15	284.0	299.0	15.0		Josh steals Rachel's money.	Josh a volé l'argent de Rachel.	False	False	True	False	False	False	False	False	True	False	False	False	False	False	False	True	False	False	False	False	False	False
s4e05b	8	16	299.0	310.0	11.0		Phoebe brings Monica some soup.	Phoebe apporte de la soupe à Monica.	False	True	False	False	False	False	False	False	False	True	False	True	False	False	False	True	False	False	False	False	False	False
s4e05b	8	17	310.0	346.0	36.0		Phoebe wants the cold back and makes several moves to catch it again.	Phoebe veut ravoir le rhume et pose plusieurs gestes pour l'attraper à nouveau.	False	False	True	False	True	False	False	False	False	False	False	False	True	False	False	True	False	False	False	False	False	False
s4e05b	9	18	346.0	349.0	3.0	transition	transition	transition	False	False	False	False	False	True	False	True	False	False	True	False	False	False	False	False	False	False	False	False	True	False
s4e05b	10	19	349.0	454.0	105.0		Chandler explains to Joey why he is acting like this with Kathy, but Joey doesn't get it.	Chandler explique à Joey pourquoi il agit comme ça avec Kathy, mais Joey ne capte pas.	True	False	False	True	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True
s4e05b	11	20	454.0	463.0	9.0		Rachel takes Monica's temperature.	Rachel prend la température de Monica.	True	False	False	True	False	False	False	False	True	False	False	False	False	False	False	True	False	False	False	False	False	False
s4e05b	11	21	463.0	576.0	113.0		Monica gets angry and ends up telling them what she knows about Ross and Rachel's dates.	Monica se fâche et fini par leur dire ce qu'elle sait à propos des dates de Ross et Rachel.	False	True	False	False	False	False	False	True	False	False	True	False	False	False	False	True	False	False	False	False	False	False
s4e05b	12	22	576.0	603.0	27.0		Phoebe kisses Gunther because he seems to have a cold.	Phoebe embrasse Gunther parce qu'il semble avoir le rhume.	True	False	False	True	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	True	False	False
s4e05b	13	23	603.0	616.0	13.0		Chandler turns up the TV because he hears Kathy and Joey in bed.	Chandler monte le son de la télévision parce qu'il entend Kathy et Joey au lit.	True	False	False	True	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False	False	False
s4e05b	13	24	616.0	626.0	10.0		Joey comes out of his room to ask him to turn it down because they are in bed!	Joey sort de sa chambre pour lui demander de baisser le son parce qu'ils sont couchés !	False	True	False	False	False	False	False	True	False	False	True	False	False	False	False	False	True	False	False	False	False	False
s4e05b	13	25	626.0	643.0	17.0		Chandler asks Monica if he can sleep on her sofa for the night.	Chandler demande à Monica s'il peut dormir sur son sofa pour la nuit.	True	False	False	True	False	False	False	True	False	False	True	False	False	False	False	True	False	False	False	False	False	False
s4e05b	14	26	643.0	657.0	14.0		Phoebe finishes her performance.	Phoebe termine sa prestation.	True	False	False	True	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False
s4e05b	14	27	657.0	692.0	35.0		Gunther apologizes to Rachel for being kissed by Phoebe, but Rachel doesn't understand why he is telling her this.	Gunther s'excuse à Rachel d'avoir été embrassé par Phoebe, mais Rachel ne comprend pas pourquoi il lui raconte ça.	False	True	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	True	False	False
