season	episode	scene	utterance	speaker	transcript	tokens	emotion
s01	e09	c01	u001	['Rachel Green']	Terry, I, I, I know that I haven't worked here very long, but I was wondering, do you think it would be possible if I got a $100 advance in my salary?	"[['Terry', ',', 'I', ',', 'I', ',', 'I', 'know', 'that', 'I', 'have', ""n't"", 'worked', 'here', 'very', 'long', ',', 'but', 'I', 'was', 'wondering', ',', 'do', 'you', 'think', 'it', 'would', 'be', 'possible', 'if', 'I', 'got', 'a', '$', '100', 'advance', 'in', 'my', 'salary', '?']]"	Peaceful
s01	e09	c01	u002	['Terry']	An advance?	[['An', 'advance', '?']]	Neutral
s01	e09	c01	u003	['Rachel Green']	It's so that I can spend Thanksgiving with my family. See, every year we go skiing in Vail, and normally my father pays for my ticket, but I sort of started the whole independence thing, you know, which is actually why I took this job.	"[['It', ""'s"", 'so', 'that', 'I', 'can', 'spend', 'Thanksgiving', 'with', 'my', 'family', '.'], ['See', ',', 'every', 'year', 'we', 'go', 'skiing', 'in', 'Vail', ',', 'and', 'normally', 'my', 'father', 'pays', 'for', 'my', 'ticket', ',', 'but', 'I', 'sort', 'of', 'started', 'the', 'whole', 'independence', 'thing', ',', 'you', 'know', ',', 'which', 'is', 'actually', 'why', 'I', 'took', 'this', 'job', '.']]"	Neutral
s01	e09	c01	u004	['Terry']	Rachel, Rachel, sweetheart. You're a terrible, terrible waitress. Really, really awful.	"[['Rachel', ',', 'Rachel', ',', 'sweetheart', '.'], ['You', ""'re"", 'a', 'terrible', ',', 'terrible', 'waitress', '.'], ['Really', ',', 'really', 'awful', '.']]"	Mad
s01	e09	c01	u005	['Rachel Green']	Ok, I, I hear what you're sayin'. I'm with you. Um, but I, but I'm trying really hard. And I think I'm doing better. I really do. Does anybody need coffee? Oh, look at that.	"[['Ok', ',', 'I', ',', 'I', 'hear', 'what', 'you', ""'re"", 'sayin', ""'"", '.'], ['I', ""'m"", 'with', 'you', '.'], ['Um', ',', 'but', 'I', ',', 'but', 'I', ""'m"", 'trying', 'really', 'hard', '.'], ['And', 'I', 'think', 'I', ""'m"", 'doing', 'better', '.'], ['I', 'really', 'do', '.'], ['Does', 'anybody', 'need', 'coffee', '?'], ['Oh', ',', 'look', 'at', 'that', '.']]"	Powerful
s01	e09	c03	u001	['Ross Geller']	Hi, is uh, is Carol here?	[['Hi', ',', 'is', 'uh', ',', 'is', 'Carol', 'here', '?']]	Neutral
s01	e09	c03	u002	['Susan Bunch']	No, she's at a faculty meeting.	"[['No', ',', 'she', ""'s"", 'at', 'a', 'faculty', 'meeting', '.']]"	Neutral
s01	e09	c03	u003	['Ross Geller']	Oh, I uh, just came by to pick up my skull. Well, not mine, but...Susan: Come in.	[['Oh', ',', 'I', 'uh', ',', 'just', 'came', 'by', 'to', 'pick', 'up', 'my', 'skull', '.'], ['Well', ',', 'not', 'mine', ',', 'but', '...'], ['Susan', ':', 'Come', 'in.']]	Neutral
s01	e09	c03	u004	['Ross Geller']	Thanks. Yeah, Carol borrowed it for a class, and I have to get it back to the museum.	[['Thanks', '.'], ['Yeah', ',', 'Carol', 'borrowed', 'it', 'for', 'a', 'class', ',', 'and', 'I', 'have', 'to', 'get', 'it', 'back', 'to', 'the', 'museum', '.']]	Neutral
s01	e09	c03	u005	['Susan Bunch']	What's it look like?	"[['What', ""'s"", 'it', 'look', 'like', '?']]"	Neutral
s01	e09	c03	u006	['Ross Geller']	Kinda like a big face without skin.	[['Kinda', 'like', 'a', 'big', 'face', 'without', 'skin', '.']]	Neutral
s01	e09	c03	u007	['Susan Bunch']	Yes, I'm familiar with the concept. We can just look for it.	"[['Yes', ',', 'I', ""'m"", 'familiar', 'with', 'the', 'concept', '.'], ['We', 'can', 'just', 'look', 'for', 'it', '.']]"	Neutral
s01	e09	c03	u008	['Ross Geller']	Ok. Wow, you guys sure have a lot of books about bein' a lesbian.	"[['Ok', '.'], ['Wow', ',', 'you', 'guys', 'sure', 'have', 'a', 'lot', 'of', 'books', 'about', 'bein', ""'"", 'a', 'lesbian', '.']]"	Neutral
