season	episode	scene	utterance	speaker	transcript	tokens	emotion
s04	e18	c01	u002	['Phoebe Buffay']	Hey!	[['Hey', '!']]	Joyful
s04	e18	c01	u003	['Chandler Bing']	Hey! Wow, it is true what they say, pregnant bellies look like a drum.	[['Hey', '!'], ['Wow', ',', 'it', 'is', 'true', 'what', 'they', 'say', ',', 'pregnant', 'bellies', 'look', 'like', 'a', 'drum', '.']]	Peaceful
s04	e18	c01	u004	['Phoebe Buffay']	Ha-ha. No, it's just I'm so pregnant that I-my guitar doesn't fit anymore. So I thought 'til I'm not, I'm just gonna play all my songs on this drum. It sounds really cool!	"[['Ha', '-', 'ha', '.'], ['No', ',', 'it', ""'s"", 'just', 'I', ""'m"", 'so', 'pregnant', 'that', 'I', '-', 'my', 'guitar', 'does', ""n't"", 'fit', 'anymore', '.'], ['So', 'I', 'thought', ""'"", 'til', 'I', ""'m"", 'not', ',', 'I', ""'m"", 'just', 'gon', 'na', 'play', 'all', 'my', 'songs', 'on', 'this', 'drum', '.'], ['It', 'sounds', 'really', 'cool', '!']]"	Neutral
s04	e18	c01	u005	['Chandler Bing']	All right.	[['All', 'right', '.']]	Neutral
s04	e18	c01	u006	['Phoebe Buffay']	Listen. Listen. Smelly cat, smelly cat, what are they feeding you?	[['Listen', '.'], ['Listen', '.'], ['Smelly', 'cat', ',', 'smelly', 'cat', ',', 'what', 'are', 'they', 'feeding', 'you', '?']]	Joyful
s04	e18	c01	u007	['Joey Tribbiani']	Wow, Pheebs! That sounds great!	[['Wow', ',', 'Pheebs', '!'], ['That', 'sounds', 'great', '!']]	Joyful
s04	e18	c01	u008	['Phoebe Buffay']	I know! I know, and I've only been playing for like an hour!	"[['I', 'know', '!'], ['I', 'know', ',', 'and', 'I', ""'ve"", 'only', 'been', 'playing', 'for', 'like', 'an', 'hour', '!']]"	Joyful
s04	e18	c01	u009	['Alice Knight']	Phoebe! Phoebe! Hi! Hi!	[['Phoebe', '!'], ['Phoebe', '!'], ['Hi', '!'], ['Hi', '!']]	Joyful
s04	e18	c01	u010	['Phoebe Buffay']	Hey! What are you doing here?	[['Hey', '!'], ['What', 'are', 'you', 'doing', 'here', '?']]	Joyful
s04	e18	c01	u011	['Alice Knight']	Umm, actually, I came down to ask you a big favour.	[['Umm', ',', 'actually', ',', 'I', 'came', 'down', 'to', 'ask', 'you', 'a', 'big', 'favour', '.']]	Peaceful
