season	episode	scene	utterance	speaker	transcript	tokens	emotion
s03	e18	c01	u002	['Monica Geller']	What's so funny?	"[['What', ""'s"", 'so', 'funny', '?']]"	Joyful
s03	e18	c01	u003	['Joey Tribbiani']	Oh, nothing, no. It's an acting exercise, I'm practising my fake laugh.	"[['Oh', ',', 'nothing', ',', 'no', '.'], ['It', ""'s"", 'an', 'acting', 'exercise', ',', 'I', ""'m"", 'practising', 'my', 'fake', 'laugh', '.']]"	Neutral
s03	e18	c01	u004	['Monica Geller']	Oh.	[['Oh', '.']]	Joyful
s03	e18	c01	u005	['Joey Tribbiani']	What-what's so funny?	"[['What', '-', 'what', ""'s"", 'so', 'funny', '?']]"	Joyful
s03	e18	c01	u007	['Gunther']	Oh, no-no, no-no-no, there's none of that in here.	"[['Oh', ',', 'no', '-', 'no', ',', 'no', '-', 'no', '-', 'no', ',', 'there', ""'s"", 'none', 'of', 'that', 'in', 'here', '.']]"	Peaceful
s03	e18	c01	u008	['Chandler Bing']	Oh come on man! At least let me finish this last one.	[['Oh', 'come', 'on', 'man', '!'], ['At', 'least', 'let', 'me', 'finish', 'this', 'last', 'one', '.']]	Peaceful
s03	e18	c01	u009	['Gunther']	Okay, but only if you give me a drag.	[['Okay', ',', 'but', 'only', 'if', 'you', 'give', 'me', 'a', 'drag', '.']]	Neutral
s03	e18	c01	u010	['Chandler Bing']	Okay.	[['Okay', '.']]	Neutral
s03	e18	c01	u012	['Gunther']	Oh dark mother, once again I suckle at your smokey tit.	[['Oh', 'dark', 'mother', ',', 'once', 'again', 'I', 'suckle', 'at', 'your', 'smokey', 'tit', '.']]	Peaceful
s03	e18	c01	u013	['Chandler Bing']	No-no, why don't you hang on to that one.	"[['No', '-', 'no', ',', 'why', 'do', ""n't"", 'you', 'hang', 'on', 'to', 'that', 'one', '.']]"	Powerful
s03	e18	c01	u015	['Chandler Bing']	Okay, that's like the least fun game ever.	"[['Okay', ',', 'that', ""'s"", 'like', 'the', 'least', 'fun', 'game', 'ever', '.']]"	Joyful
s03	e18	c01	u016	['Rachel Green']	Well, I'm really sick of your smoking, so I brought something that is going to help you quit.	"[['Well', ',', 'I', ""'m"", 'really', 'sick', 'of', 'your', 'smoking', ',', 'so', 'I', 'brought', 'something', 'that', 'is', 'going', 'to', 'help', 'you', 'quit', '.']]"	Mad
s03	e18	c01	u017	['Chandler Bing']	Oh. Nope, that patch is no good.	[['Oh', '.'], ['Nope', ',', 'that', 'patch', 'is', 'no', 'good', '.']]	Joyful
s03	e18	c01	u018	['Rachel Green']	Come on, it's a hypnosis tape. This woman at work used it for two weeks straight and she hasn't smoked since.	"[['Come', 'on', ',', 'it', ""'s"", 'a', 'hypnosis', 'tape', '.'], ['This', 'woman', 'at', 'work', 'used', 'it', 'for', 'two', 'weeks', 'straight', 'and', 'she', 'has', ""n't"", 'smoked', 'since', '.']]"	Mad
s03	e18	c01	u019	['Ross Geller']	Pffhah.	[['Pffhah', '.']]	Neutral
s03	e18	c01	u020	['Rachel Green']	What's your problem?	"[['What', ""'s"", 'your', 'problem', '?']]"	Mad
s03	e18	c01	u021	['Ross Geller']	Nothing, it's just that hypnosis is beyond crap.	"[['Nothing', ',', 'it', ""'s"", 'just', 'that', 'hypnosis', 'is', 'beyond', 'crap', '.']]"	Mad
s03	e18	c01	u022	['Rachel Green']	Ross, I watched you get hypnotised in Atlantic City.	[['Ross', ',', 'I', 'watched', 'you', 'get', 'hypnotised', 'in', 'Atlantic', 'City', '.']]	Powerful
s03	e18	c01	u023	['Ross Geller']	Hey, that guy did not hypnotise me! Okay.	[['Hey', ',', 'that', 'guy', 'did', 'not', 'hypnotise', 'me', '!'], ['Okay', '.']]	Mad
s03	e18	c01	u024	['Rachel Green']	Oh right, 'cause you always pull your pants down at the count of three and play Wipe-out on your butt cheeks.	"[['Oh', 'right', ',', ""'cause"", 'you', 'always', 'pull', 'your', 'pants', 'down', 'at', 'the', 'count', 'of', 'three', 'and', 'play', 'Wipe', '-', 'out', 'on', 'your', 'butt', 'cheeks', '.']]"	Powerful
s03	e18	c01	u025	['Phoebe Buffay']	All right, y'know forget hypnosis. The way to quit smoking is you have to dance naked in a field of heather, and then bath in the sweat of six healthy young men.	"[['All', 'right', ',', ""y'know"", 'forget', 'hypnosis', '.'], ['The', 'way', 'to', 'quit', 'smoking', 'is', 'you', 'have', 'to', 'dance', 'naked', 'in', 'a', 'field', 'of', 'heather', ',', 'and', 'then', 'bath', 'in', 'the', 'sweat', 'of', 'six', 'healthy', 'young', 'men', '.']]"	Mad
s03	e18	c01	u026	['Chandler Bing']	Or what my Father called Thursday night.	[['Or', 'what', 'my', 'Father', 'called', 'Thursday', 'night', '.']]	Neutral
