season	episode	scene	utterance	speaker	transcript	tokens	emotion
s03	e01	c02	u002	['Ross Geller']	I have to say Tupolo Honey by Van Morrison.	[['I', 'have', 'to', 'say', 'Tupolo', 'Honey', 'by', 'Van', 'Morrison', '.']]	Peaceful
s03	e01	c02	u003	['Rachel Green']	Nooo Way! The most romantic song ever is The Way We Were.	[['Nooo', 'Way', '!'], ['The', 'most', 'romantic', 'song', 'ever', 'is', 'The', 'Way', 'We', 'Were', '.']]	Peaceful
s03	e01	c02	u004	['Phoebe Buffay']	See, I-I think that one that Elton John wrote for, um, that guy on Who's The Boss.	"[['See', ',', 'I', '-', 'I', 'think', 'that', 'one', 'that', 'Elton', 'John', 'wrote', 'for', ',', 'um', ',', 'that', 'guy', 'on', 'Who', ""'s"", 'The', 'Boss', '.']]"	Joyful
s03	e01	c02	u005	['Rachel Green']	What song was that, Pheebs?	[['What', 'song', 'was', 'that', ',', 'Pheebs', '?']]	Neutral
s03	e01	c02	u006	['Phoebe Buffay']	Hold me close, young Tony Dan-za.	[['Hold', 'me', 'close', ',', 'young', 'Tony', 'Dan', '-', 'za', '.']]	Neutral
s03	e01	c02	u008	['Phoebe Buffay']	Hi Monica!	[['Hi', 'Monica', '!']]	Joyful
s03	e01	c02	u009	['Ross Geller']	Hey Mon!	[['Hey', 'Mon', '!']]	Joyful
s03	e01	c02	u010	['Rachel Green']	Hey Mon!	[['Hey', 'Mon', '!']]	Joyful
s03	e01	c02	u012	['Phoebe Buffay']	Oh my God, has she slept at all?	[['Oh', 'my', 'God', ',', 'has', 'she', 'slept', 'at', 'all', '?']]	Mad
s03	e01	c02	u013	['Ross Geller']	Nope.	[['Nope', '.']]	Neutral
s03	e01	c02	u014	['Rachel Green']	No, it's been three nights in a row.	"[['No', ',', 'it', ""'s"", 'been', 'three', 'nights', 'in', 'a', 'row', '.']]"	Neutral
s03	e01	c02	u015	['Ross Geller']	Yeah, she finally stopped crying yesterday, but then she found one of Richard's cigar butts out on the terrace, so.	"[['Yeah', ',', 'she', 'finally', 'stopped', 'crying', 'yesterday', ',', 'but', 'then', 'she', 'found', 'one', 'of', 'Richard', ""'s"", 'cigar', 'butts', 'out', 'on', 'the', 'terrace', ',', 'so', '.']]"	Peaceful
s03	e01	c02	u016	['Phoebe Buffay']	Oh, okay that explains it. I got a call at two in the morning, but all I could hear was, like, this high squeaky sound, so I thought okay its like a mouse or a opossum. But then I realized where would a mouse or a opossum get the money to make the phone call.	[['Oh', ',', 'okay', 'that', 'explains', 'it', '.'], ['I', 'got', 'a', 'call', 'at', 'two', 'in', 'the', 'morning', ',', 'but', 'all', 'I', 'could', 'hear', 'was', ',', 'like', ',', 'this', 'high', 'squeaky', 'sound', ',', 'so', 'I', 'thought', 'okay', 'its', 'like', 'a', 'mouse', 'or', 'a', 'opossum', '.'], ['But', 'then', 'I', 'realized', 'where', 'would', 'a', 'mouse', 'or', 'a', 'opossum', 'get', 'the', 'money', 'to', 'make', 'the', 'phone', 'call', '.']]	Powerful
s03	e01	c03	u002	['Chandler Bing']	Morning.	[['Morning', '.']]	Neutral
s03	e01	c03	u003	['Joey Tribbiani']	Morning, hey, you made pancakes?	[['Morning', ',', 'hey', ',', 'you', 'made', 'pancakes', '?']]	Joyful
s03	e01	c03	u004	['Chandler Bing']	Yeah, like there's any way I could ever do that.	"[['Yeah', ',', 'like', 'there', ""'s"", 'any', 'way', 'I', 'could', 'ever', 'do', 'that', '.']]"	Scared
s03	e01	c03	u005	['Janice Litman Goralnik']	Monica and Rachel had syrup, now I can get my man to cheer up. Good morning Joey.	[['Monica', 'and', 'Rachel', 'had', 'syrup', ',', 'now', 'I', 'can', 'get', 'my', 'man', 'to', 'cheer', 'up', '.'], ['Good', 'morning', 'Joey', '.']]	Joyful
s03	e01	c03	u006	['Joey Tribbiani']	Good morning.	[['Good', 'morning', '.']]	Joyful
s03	e01	c03	u007	['Chandler Bing']	Hey, you know what, here's a thought. Why don't you stay home from work today and just hang out with me.	"[['Hey', ',', 'you', 'know', 'what', ',', 'here', ""'s"", 'a', 'thought', '.'], ['Why', 'do', ""n't"", 'you', 'stay', 'home', 'from', 'work', 'today', 'and', 'just', 'hang', 'out', 'with', 'me', '.']]"	Peaceful
s03	e01	c03	u008	['Janice Litman Goralnik']	Oh, I wish. Look, honey, you have that report to finish, and I gotta go see my lawyer.	[['Oh', ',', 'I', 'wish', '.'], ['Look', ',', 'honey', ',', 'you', 'have', 'that', 'report', 'to', 'finish', ',', 'and', 'I', 'got', 'ta', 'go', 'see', 'my', 'lawyer', '.']]	Peaceful
s03	e01	c03	u009	['Chandler Bing']	I can not believe that I am going out with someone that is getting divorced. I'm such a grown up.	"[['I', 'can', 'not', 'believe', 'that', 'I', 'am', 'going', 'out', 'with', 'someone', 'that', 'is', 'getting', 'divorced', '.'], ['I', ""'m"", 'such', 'a', 'grown', 'up', '.']]"	Sad
s03	e01	c03	u010	['Janice Litman Goralnik']	I-I-I gotta go, I gotta go. Okay, not without a kiss.	[['I-I-I', 'got', 'ta', 'go', ',', 'I', 'got', 'ta', 'go', '.'], ['Okay', ',', 'not', 'without', 'a', 'kiss', '.']]	Joyful
s03	e01	c03	u011	['Chandler Bing']	Well, maybe I won't kiss you, and then you'll have to stay.	"[['Well', ',', 'maybe', 'I', 'wo', ""n't"", 'kiss', 'you', ',', 'and', 'then', 'you', ""'ll"", 'have', 'to', 'stay', '.']]"	Powerful
s03	e01	c03	u012	['Joey Tribbiani']	Kiss her! Kiss her!	[['Kiss', 'her', '!'], ['Kiss', 'her', '!']]	Joyful
s03	e01	c03	u013	['Janice Litman Goralnik']	I'll see you later, sweetie. Bye Joey.	"[['I', ""'ll"", 'see', 'you', 'later', ',', 'sweetie', '.'], ['Bye', 'Joey', '.']]"	Joyful
s03	e01	c03	u014	['Joey Tribbiani']	B-bye Janice. So when ya' dumpin' her.	"[['B', '-', 'bye', 'Janice', '.'], ['So', 'when', 'ya', ""'"", 'dumpin', ""'"", 'her', '.']]"	Neutral
s03	e01	c03	u015	['Chandler Bing']	Nope, not this time.	[['Nope', ',', 'not', 'this', 'time', '.']]	Neutral
s03	e01	c03	u016	['Joey Tribbiani']	Come on, quite yankin' me.	"[['Come', 'on', ',', 'quite', 'yankin', ""'"", 'me', '.']]"	Joyful
s03	e01	c03	u017	['Chandler Bing']	I'm not yanking you.	"[['I', ""'m"", 'not', 'yanking', 'you', '.']]"	Neutral
s03	e01	c03	u018	['Joey Tribbiani']	This is Janice.	[['This', 'is', 'Janice', '.']]	Neutral
s03	e01	c03	u019	['Chandler Bing']	Yeah, I know. She makes me happy.	[['Yeah', ',', 'I', 'know', '.'], ['She', 'makes', 'me', 'happy', '.']]	Peaceful
s03	e01	c03	u020	['Joey Tribbiani']	Okay. All right. You look me in the eye and tell me, without blinking, that you're not breaking up with her. No blinking.	"[['Okay', '.'], ['All', 'right', '.'], ['You', 'look', 'me', 'in', 'the', 'eye', 'and', 'tell', 'me', ',', 'without', 'blinking', ',', 'that', 'you', ""'re"", 'not', 'breaking', 'up', 'with', 'her', '.'], ['No', 'blinking', '.']]"	Neutral
