season	episode	scene	utterance	speaker	transcript	tokens	emotion
s03	e11	c01	u002	['Joey Tribbiani']	Okay, pick a card, any card. All right, now memorize it. Show to everybody. Got it?	[['Okay', ',', 'pick', 'a', 'card', ',', 'any', 'card', '.'], ['All', 'right', ',', 'now', 'memorize', 'it', '.'], ['Show', 'to', 'everybody', '.'], ['Got', 'it', '?']]	Joyful
s03	e11	c01	u003	['Monica Geller']	Um-mm.	[['Um', '-', 'mm.']]	Neutral
s03	e11	c01	u004	['Joey Tribbiani']	All right, give it back to me. 5 of hearts.	[['All', 'right', ',', 'give', 'it', 'back', 'to', 'me', '.'], ['5', 'of', 'hearts', '.']]	Joyful
s03	e11	c01	u006	['Ross Geller']	Real magic does exist.	[['Real', 'magic', 'does', 'exist', '.']]	Joyful
s03	e11	c01	u007	['Rachel Green']	Wow.	[['Wow', '.']]	Joyful
s03	e11	c01	u008	['Monica Geller']	Wow. Joey, how do you do it?	[['Wow', '.'], ['Joey', ',', 'how', 'do', 'you', 'do', 'it', '?']]	Neutral
s03	e11	c01	u009	['Joey Tribbiani']	I can't tell you that, no.	"[['I', 'ca', ""n't"", 'tell', 'you', 'that', ',', 'no', '.']]"	Powerful
s03	e11	c01	u011	['Ross Geller']	Ah, somebody's at the door on the ceiling.	"[['Ah', ',', 'somebody', ""'s"", 'at', 'the', 'door', 'on', 'the', 'ceiling', '.']]"	Neutral
s03	e11	c01	u012	['Rachel Green']	Noo, that's our unbelievably loud upstairs neighbor.	"[['Noo', ',', 'that', ""'s"", 'our', 'unbelievably', 'loud', 'upstairs', 'neighbor', '.']]"	Mad
s03	e11	c01	u013	['Monica Geller']	He took up the carpet, and now you can hear everything.	[['He', 'took', 'up', 'the', 'carpet', ',', 'and', 'now', 'you', 'can', 'hear', 'everything', '.']]	Mad
s03	e11	c01	u014	['Phoebe Buffay']	Why don't you go up there and ask him to 'step lightly, please?'	"[['Why', 'do', ""n't"", 'you', 'go', 'up', 'there', 'and', 'ask', 'him', 'to', ""'"", 'step', 'lightly', ',', 'please', '?'], [""'""]]"	Powerful
s03	e11	c01	u015	['Monica Geller']	I have like five times, but the guy is so charming, that I go up there to yell and then I end up apologizing to him.	[['I', 'have', 'like', 'five', 'times', ',', 'but', 'the', 'guy', 'is', 'so', 'charming', ',', 'that', 'I', 'go', 'up', 'there', 'to', 'yell', 'and', 'then', 'I', 'end', 'up', 'apologizing', 'to', 'him', '.']]	Sad
s03	e11	c01	u016	['Phoebe Buffay']	Ooh, that is silly. I'll go up there, I'll tell him to keep it down.	"[['Ooh', ',', 'that', 'is', 'silly', '.'], ['I', ""'ll"", 'go', 'up', 'there', ',', 'I', ""'ll"", 'tell', 'him', 'to', 'keep', 'it', 'down', '.']]"	Mad
s03	e11	c01	u017	['Monica Geller']	All right, be my guest.	[['All', 'right', ',', 'be', 'my', 'guest', '.']]	Powerful
s03	e11	c01	u018	['Rachel Green']	Good luck.	[['Good', 'luck', '.']]	Sad
s03	e11	c01	u020	['Joey Tribbiani']	All right, all right, all right, all right, all right, you really wanna know how I did it, I'll show ya. When you handed me back the card, what you didn't see was, I looked at it so fast that it was invisible to the naked eye. I just did it. I just did it, again. Here, I'll slow it down so that you guys can see it.	"[['All', 'right', ',', 'all', 'right', ',', 'all', 'right', ',', 'all', 'right', ',', 'all', 'right', ',', 'you', 'really', 'wan', 'na', 'know', 'how', 'I', 'did', 'it', ',', 'I', ""'ll"", 'show', 'ya', '.'], ['When', 'you', 'handed', 'me', 'back', 'the', 'card', ',', 'what', 'you', 'did', ""n't"", 'see', 'was', ',', 'I', 'looked', 'at', 'it', 'so', 'fast', 'that', 'it', 'was', 'invisible', 'to', 'the', 'naked', 'eye', '.'], ['I', 'just', 'did', 'it', '.'], ['I', 'just', 'did', 'it', ',', 'again', '.'], ['Here', ',', 'I', ""'ll"", 'slow', 'it', 'down', 'so', 'that', 'you', 'guys', 'can', 'see', 'it', '.']]"	Joyful
s03	e11	c01	u021	['#ALL#']	Oh, I got it.	[['Oh', ',', 'I', 'got', 'it', '.']]	Neutral
s03	e11	c01	u023	['Phoebe Buffay']	Yeah, look I was with my friend downstairs and we hear everything up here that you do, and I am sick and tired... .	[['Yeah', ',', 'look', 'I', 'was', 'with', 'my', 'friend', 'downstairs', 'and', 'we', 'hear', 'everything', 'up', 'here', 'that', 'you', 'do', ',', 'and', 'I', 'am', 'sick', 'and', 'tired', '...'], ['.']]	Mad
s03	e11	c01	u024	['Guy']	Whoa, you are very beautiful.	[['Whoa', ',', 'you', 'are', 'very', 'beautiful', '.']]	Joyful
s03	e11	c01	u025	['Phoebe Buffay']	Oh, thank you.	[['Oh', ',', 'thank', 'you', '.']]	Joyful
s03	e11	c02	u002	['Chandler Bing']	Hey, anybody got a length of rope about six feet long with a little nouse at the end?	[['Hey', ',', 'anybody', 'got', 'a', 'length', 'of', 'rope', 'about', 'six', 'feet', 'long', 'with', 'a', 'little', 'nouse', 'at', 'the', 'end', '?']]	Mad
s03	e11	c02	u003	['Monica Geller']	Honey, what's the matter?	"[['Honey', ',', 'what', ""'s"", 'the', 'matter', '?']]"	Peaceful
s03	e11	c02	u004	['Chandler Bing']	I just saw Janice.	[['I', 'just', 'saw', 'Janice', '.']]	Mad
s03	e11	c02	u005	['#ALL#']	Oh.	[['Oh', '.']]	Neutral
s03	e11	c02	u006	['Chandler Bing']	Yeah, she was at Rockefeller Center skating with her husband, she looked so happy. I almost feel bad for whipping that kid's pretzel at them.	"[['Yeah', ',', 'she', 'was', 'at', 'Rockefeller', 'Center', 'skating', 'with', 'her', 'husband', ',', 'she', 'looked', 'so', 'happy', '.'], ['I', 'almost', 'feel', 'bad', 'for', 'whipping', 'that', 'kid', ""'s"", 'pretzel', 'at', 'them', '.']]"	Sad
s03	e11	c02	u007	['Joey Tribbiani']	Man, I remember the first time I saw that girl Katherine, after we broke up. She was just walking with her friend Donna, just laughing and talking. God, it killed me.	[['Man', ',', 'I', 'remember', 'the', 'first', 'time', 'I', 'saw', 'that', 'girl', 'Katherine', ',', 'after', 'we', 'broke', 'up', '.'], ['She', 'was', 'just', 'walking', 'with', 'her', 'friend', 'Donna', ',', 'just', 'laughing', 'and', 'talking', '.'], ['God', ',', 'it', 'killed', 'me', '.']]	Sad
s03	e11	c02	u008	['Chandler Bing']	Yes, but you ended up having sex with both of them that afternoon.	[['Yes', ',', 'but', 'you', 'ended', 'up', 'having', 'sex', 'with', 'both', 'of', 'them', 'that', 'afternoon', '.']]	Neutral
s03	e11	c02	u009	['Joey Tribbiani']	Sorry, I just, any excuse to tell that story y'know....	"[['Sorry', ',', 'I', 'just', ',', 'any', 'excuse', 'to', 'tell', 'that', 'story', ""y'know"", '....']]"	Sad
s03	e11	c02	u010	['Ross Geller']	Hey Chandler, there's a party tomorrow, you'll feel better then.	"[['Hey', 'Chandler', ',', 'there', ""'s"", 'a', 'party', 'tomorrow', ',', 'you', ""'ll"", 'feel', 'better', 'then', '.']]"	Peaceful
s03	e11	c02	u011	['Chandler Bing']	Oh, y'know what, I'm gonna be okay, you don't have to throw a party for me.	"[['Oh', ',', ""y'know"", 'what', ',', 'I', ""'m"", 'gon', 'na', 'be', 'okay', ',', 'you', 'do', ""n't"", 'have', 'to', 'throw', 'a', 'party', 'for', 'me', '.']]"	Neutral
s03	e11	c02	u012	['Monica Geller']	It's Joey's birthday.	"[['It', ""'s"", 'Joey', ""'s"", 'birthday', '.']]"	Joyful
s03	e11	c02	u013	['Chandler Bing']	Oh, well then, if anybody should have a party it should be him.	[['Oh', ',', 'well', 'then', ',', 'if', 'anybody', 'should', 'have', 'a', 'party', 'it', 'should', 'be', 'him', '.']]	Neutral
s03	e11	c02	u015	['Monica Geller']	Sush!! I cannot believe she is still up there.	[['Sush', '!!'], ['I', 'can', 'not', 'believe', 'she', 'is', 'still', 'up', 'there', '.']]	Mad
s03	e11	c02	u017	['Chandler Bing']	Okay, well he totally screwed up the punch line. Y'know, it's supposed to be arrghh-eh og-errigh.	"[['Okay', ',', 'well', 'he', 'totally', 'screwed', 'up', 'the', 'punch', 'line', '.'], [""Y'know"", ',', 'it', ""'s"", 'supposed', 'to', 'be', 'arrghh', '-', 'eh', 'og', '-', 'errigh', '.']]"	Neutral
s03	e11	c03	u002	['Mr. Kaplan']	How's that coffee comin,' dear?	"[['How', ""'s"", 'that', 'coffee', 'comin', ',', ""'"", 'dear', '?']]"	Joyful
s03	e11	c03	u003	['Rachel Green']	Yeah, right away Mr. Kaplan.	[['Yeah', ',', 'right', 'away', 'Mr.', 'Kaplan', '.']]	Neutral
s03	e11	c03	u004	['Mr. Kaplan']	I'm not supposed to drink coffee, it makes me gassy.	"[['I', ""'m"", 'not', 'supposed', 'to', 'drink', 'coffee', ',', 'it', 'makes', 'me', 'gassy', '.']]"	Mad
s03	e11	c03	u005	['Rachel Green']	I know!	[['I', 'know', '!']]	Neutral
s03	e11	c03	u006	['Mr. Kaplan']	I'll bet your thinking, 'What's an intelligent girl who wants to be in fashion, doing making coffee?' Eh?	"[['I', ""'ll"", 'bet', 'your', 'thinking', ',', ""'"", 'What', ""'s"", 'an', 'intelligent', 'girl', 'who', 'wants', 'to', 'be', 'in', 'fashion', ',', 'doing', 'making', 'coffee', '?'], [""'"", 'Eh', '?']]"	Powerful
s03	e11	c03	u007	['Rachel Green']	Op.	[['Op', '.']]	Neutral
s03	e11	c03	u008	['Mr. Kaplan']	Eh.	[['Eh', '.']]	Neutral
s03	e11	c03	u009	['Rachel Green']	Oh, you got me.	[['Oh', ',', 'you', 'got', 'me', '.']]	Neutral
s03	e11	c03	u010	['Mr. Kaplan']	Well, don't think I haven't noticed your potential. Well, I've got a project for you that's a lot more related to fashion. How does that sound?	"[['Well', ',', 'do', ""n't"", 'think', 'I', 'have', ""n't"", 'noticed', 'your', 'potential', '.'], ['Well', ',', 'I', ""'ve"", 'got', 'a', 'project', 'for', 'you', 'that', ""'s"", 'a', 'lot', 'more', 'related', 'to', 'fashion', '.'], ['How', 'does', 'that', 'sound', '?']]"	Powerful
s03	e11	c03	u011	['Rachel Green']	Oh, that sounds great.	[['Oh', ',', 'that', 'sounds', 'great', '.']]	Joyful
s03	e11	c03	u012	['Mr. Kaplan']	Come on over here, sweetheart.	[['Come', 'on', 'over', 'here', ',', 'sweetheart', '.']]	Joyful
s03	e11	c03	u013	['Rachel Green']	Oh thank you so much Mr. Kaplan, thank you so much.	[['Oh', 'thank', 'you', 'so', 'much', 'Mr.', 'Kaplan', ',', 'thank', 'you', 'so', 'much', '.']]	Peaceful
s03	e11	c03	u014	['Mr. Kaplan']	I need these hangers separated ASAP. You're welcome.	"[['I', 'need', 'these', 'hangers', 'separated', 'ASAP', '.'], ['You', ""'re"", 'welcome', '.']]"	Joyful
s03	e11	c04	u002	['Rachel Green']	Oh God, I hate my job, I hate it, I hate my job, I hate it.	[['Oh', 'God', ',', 'I', 'hate', 'my', 'job', ',', 'I', 'hate', 'it', ',', 'I', 'hate', 'my', 'job', ',', 'I', 'hate', 'it', '.']]	Mad
s03	e11	c04	u003	['Monica Geller']	I know honey, I'm sorry.	"[['I', 'know', 'honey', ',', 'I', ""'m"", 'sorry', '.']]"	Peaceful
s03	e11	c04	u004	['Rachel Green']	Oh, I wanna quit, but then I think I should stick it out, then I think why would such a person stay in such a demeaning job, just because it's remotely related to the field they're interested in.	"[['Oh', ',', 'I', 'wan', 'na', 'quit', ',', 'but', 'then', 'I', 'think', 'I', 'should', 'stick', 'it', 'out', ',', 'then', 'I', 'think', 'why', 'would', 'such', 'a', 'person', 'stay', 'in', 'such', 'a', 'demeaning', 'job', ',', 'just', 'because', 'it', ""'s"", 'remotely', 'related', 'to', 'the', 'field', 'they', ""'re"", 'interested', 'in.']]"	Mad
s03	e11	c04	u005	['Monica Geller']	Gee, I don't know Rach. Order up!! I got a Yentel soup, a James Beans, and a Howdy hold the Dowdy!	"[['Gee', ',', 'I', 'do', ""n't"", 'know', 'Rach', '.'], ['Order', 'up', '!!'], ['I', 'got', 'a', 'Yentel', 'soup', ',', 'a', 'James', 'Beans', ',', 'and', 'a', 'Howdy', 'hold', 'the', 'Dowdy', '!']]"	Peaceful
s03	e11	c04	u006	['Rachel Green']	Oh honey, come on, I'm sorry, I didn't.... I don't mind paying my dues, y'know, its just how much am I gonna learn about fashion by walking Mira, the arthritic seamstress, to the bathroom.	"[['Oh', 'honey', ',', 'come', 'on', ',', 'I', ""'m"", 'sorry', ',', 'I', 'did', ""n't"", '....'], ['I', 'do', ""n't"", 'mind', 'paying', 'my', 'dues', ',', ""y'know"", ',', 'its', 'just', 'how', 'much', 'am', 'I', 'gon', 'na', 'learn', 'about', 'fashion', 'by', 'walking', 'Mira', ',', 'the', 'arthritic', 'seamstress', ',', 'to', 'the', 'bathroom', '.']]"	Scared
s03	e11	c04	u008	['Rachel Green']	Hi! Is my misery amusing to you?	[['Hi', '!'], ['Is', 'my', 'misery', 'amusing', 'to', 'you', '?']]	Peaceful
s03	e11	c04	u009	['Guy']	I'm sorry, I wa, I wa, I was just ah....	"[['I', ""'m"", 'sorry', ',', 'I', 'wa', ',', 'I', 'wa', ',', 'I', 'was', 'just', 'ah', '....']]"	Joyful
s03	e11	c04	u010	['Rachel Green']	It's not funny, this is actually my job.	"[['It', ""'s"", 'not', 'funny', ',', 'this', 'is', 'actually', 'my', 'job', '.']]"	Mad
s03	e11	c04	u011	['Guy']	Oh believe me, I-I-I've been there. I had to sort mannequin heads at that Mannequins Plus.	"[['Oh', 'believe', 'me', ',', 'I-I-I', ""'ve"", 'been', 'there', '.'], ['I', 'had', 'to', 'sort', 'mannequin', 'heads', 'at', 'that', 'Mannequins', 'Plus', '.']]"	Joyful
s03	e11	c04	u012	['Rachel Green']	Oh well then, so I'm just going to go back to talking to my friend here. And you can go back to enjoying your little hamburger.	"[['Oh', 'well', 'then', ',', 'so', 'I', ""'m"", 'just', 'going', 'to', 'go', 'back', 'to', 'talking', 'to', 'my', 'friend', 'here', '.'], ['And', 'you', 'can', 'go', 'back', 'to', 'enjoying', 'your', 'little', 'hamburger', '.']]"	Mad
s03	e11	c04	u013	['Guy']	Ah, just one other thing.	[['Ah', ',', 'just', 'one', 'other', 'thing', '.']]	Joyful
s03	e11	c04	u014	['Rachel Green']	Yes?!	[['Yes', '?!']]	Scared
