season	episode	scene	utterance	speaker	transcript	tokens	emotion
s02	e13	c02	u002	['Rachel Green']	And then Jean-Claude took me to that place Crossroads and that's where we hung out with Drew Barrymore.	"[['And', 'then', 'Jean', '-', 'Claude', 'took', 'me', 'to', 'that', 'place', 'Crossroads', 'and', 'that', ""'s"", 'where', 'we', 'hung', 'out', 'with', 'Drew', 'Barrymore', '.']]"	Peaceful
s02	e13	c02	u003	['Joey Tribbiani']	Oh man, she's so smokin, she has got the greatest set of. . . no guys around, huh.	"[['Oh', 'man', ',', 'she', ""'s"", 'so', 'smokin', ',', 'she', 'has', 'got', 'the', 'greatest', 'set', 'of', '.'], ['.'], ['.'], ['no', 'guys', 'around', ',', 'huh', '.']]"	Joyful
s02	e13	c02	u004	['Rachel Green']	Does anybody need anything?	[['Does', 'anybody', 'need', 'anything', '?']]	Neutral
s02	e13	c02	u005	['Monica Geller']	Oh, I'll have an espresso. Oh acutally, I'll get it. If I ask you to, you'll probably end up drinking it yourself.	"[['Oh', ',', 'I', ""'ll"", 'have', 'an', 'espresso', '.'], ['Oh', 'acutally', ',', 'I', ""'ll"", 'get', 'it', '.'], ['If', 'I', 'ask', 'you', 'to', ',', 'you', ""'ll"", 'probably', 'end', 'up', 'drinking', 'it', 'yourself', '.']]"	Joyful
s02	e13	c02	u006	['Rachel Green']	That is so unfair.	[['That', 'is', 'so', 'unfair', '.']]	Sad
s02	e13	c02	u007	['Phoebe Buffay']	I know. Oh, like you would drink her coffee after what you did to her with Van Damme.	[['I', 'know', '.'], ['Oh', ',', 'like', 'you', 'would', 'drink', 'her', 'coffee', 'after', 'what', 'you', 'did', 'to', 'her', 'with', 'Van', 'Damme', '.']]	Neutral
s02	e13	c02	u008	['Ross Geller']	Hey Joey I have to cancel racketball for tonight, that was Marcel's trainer. He's gonna let me have him for a couple of hours.	"[['Hey', 'Joey', 'I', 'have', 'to', 'cancel', 'racketball', 'for', 'tonight', ',', 'that', 'was', 'Marcel', ""'s"", 'trainer', '.'], ['He', ""'s"", 'gon', 'na', 'let', 'me', 'have', 'him', 'for', 'a', 'couple', 'of', 'hours', '.']]"	Neutral
s02	e13	c02	u009	['Joey Tribbiani']	You're blowin' me off for a monkey?	"[['You', ""'re"", 'blowin', ""'"", 'me', 'off', 'for', 'a', 'monkey', '?']]"	Mad
s02	e13	c02	u010	['Ross Geller']	Hey, we can rescedule for Saturday.	[['Hey', ',', 'we', 'can', 'rescedule', 'for', 'Saturday', '.']]	Neutral
s02	e13	c02	u011	['Joey Tribbiani']	Yeah, unless you hook up with a bunch of pigeons.	[['Yeah', ',', 'unless', 'you', 'hook', 'up', 'with', 'a', 'bunch', 'of', 'pigeons', '.']]	Neutral
