season	episode	scene	utterance	speaker	transcript	tokens	emotion
s03	e06	c01	u002	['Janice Litman Goralnik']	Janice has a question. Who of the six of you has sleep with the six of you?	[['Janice', 'has', 'a', 'question', '.'], ['Who', 'of', 'the', 'six', 'of', 'you', 'has', 'sleep', 'with', 'the', 'six', 'of', 'you', '?']]	Neutral
s03	e06	c01	u003	['Phoebe Buffay']	Wow, it's like a dirty math problem.	"[['Wow', ',', 'it', ""'s"", 'like', 'a', 'dirty', 'math', 'problem', '.']]"	Neutral
s03	e06	c01	u004	['Ross Geller']	I'm sorry the answer there would be...none of us.	"[['I', ""'m"", 'sorry', 'the', 'answer', 'there', 'would', 'be', '...'], ['none', 'of', 'us', '.']]"	Scared
s03	e06	c01	u005	['Janice Litman Goralnik']	Come on over the years none of you ever y'know, got drunk and stupid.	"[['Come', 'on', 'over', 'the', 'years', 'none', 'of', 'you', 'ever', ""y'know"", ',', 'got', 'drunk', 'and', 'stupid', '.']]"	Powerful
s03	e06	c01	u006	['Joey Tribbiani']	Well, that's really a different question.	"[['Well', ',', 'that', ""'s"", 'really', 'a', 'different', 'question', '.']]"	Neutral
s03	e06	c01	u007	['Janice Litman Goralnik']	I'm sorry I find it hard to believe that a group of people who spends as much time together as you guys do has never bumped uglies.	"[['I', ""'m"", 'sorry', 'I', 'find', 'it', 'hard', 'to', 'believe', 'that', 'a', 'group', 'of', 'people', 'who', 'spends', 'as', 'much', 'time', 'together', 'as', 'you', 'guys', 'do', 'has', 'never', 'bumped', 'uglies', '.']]"	Mad
s03	e06	c01	u008	['Joey Tribbiani']	Well, there was that one time that Monica and Rachel got together.	[['Well', ',', 'there', 'was', 'that', 'one', 'time', 'that', 'Monica', 'and', 'Rachel', 'got', 'together', '.']]	Joyful
s03	e06	c01	u009	['Monica Geller', 'Rachel Green']	What?!!	[['What', '?!!']]	Mad
s03	e06	c01	u010	['Rachel Green']	Excuse me, there was no time!	[['Excuse', 'me', ',', 'there', 'was', 'no', 'time', '!']]	Mad
s03	e06	c01	u011	['Joey Tribbiani']	Okay, but let's say there was. How might that go?	"[['Okay', ',', 'but', 'let', ""'s"", 'say', 'there', 'was', '.'], ['How', 'might', 'that', 'go', '?']]"	Powerful
s03	e06	c01	u012	['Janice Litman Goralnik']	Okay, okay, well then answer me this. Has any of you ever.... almost?	[['Okay', ',', 'okay', ',', 'well', 'then', 'answer', 'me', 'this', '.'], ['Has', 'any', 'of', 'you', 'ever', '....'], ['almost', '?']]	Neutral
s03	e06	c01	u013	['Rachel Green']	Does anybody need more coffee?	[['Does', 'anybody', 'need', 'more', 'coffee', '?']]	Scared
s03	e06	c01	u014	['Ross Geller']	Yeah, I'll take some.	"[['Yeah', ',', 'I', ""'ll"", 'take', 'some', '.']]"	Scared
s03	e06	c01	u015	['Joey Tribbiani']	Hey, there's a dog out there!	"[['Hey', ',', 'there', ""'s"", 'a', 'dog', 'out', 'there', '!']]"	Joyful
s03	e06	c03	u002	['Chandler Bing']	Soo, ah, Eric, what kind of photography do ya do?	[['Soo', ',', 'ah', ',', 'Eric', ',', 'what', 'kind', 'of', 'photography', 'do', 'ya', 'do', '?']]	Neutral
s03	e06	c03	u003	['Eric (photographer)']	Oh, mostly fashion, so there may be models here from time to time, I hope that's cool.	"[['Oh', ',', 'mostly', 'fashion', ',', 'so', 'there', 'may', 'be', 'models', 'here', 'from', 'time', 'to', 'time', ',', 'I', 'hope', 'that', ""'s"", 'cool', '.']]"	Neutral
s03	e06	c03	u004	['Chandler Bing']	Yes, that is cool. Because I have models here y'know......never.	"[['Yes', ',', 'that', 'is', 'cool', '.'], ['Because', 'I', 'have', 'models', 'here', ""y'know"", '......'], ['never', '.']]"	Joyful
s03	e06	c03	u005	['Eric (photographer)']	Oh, yeah, during the summer, I spend most weekends at my sister's beach house, which you are welcome to use by the way. Although, I should probably tell you, she's a porn star.	"[['Oh', ',', 'yeah', ',', 'during', 'the', 'summer', ',', 'I', 'spend', 'most', 'weekends', 'at', 'my', 'sister', ""'s"", 'beach', 'house', ',', 'which', 'you', 'are', 'welcome', 'to', 'use', 'by', 'the', 'way', '.'], ['Although', ',', 'I', 'should', 'probably', 'tell', 'you', ',', 'she', ""'s"", 'a', 'porn', 'star', '.']]"	Powerful
s03	e06	c03	u006	['Chandler Bing']	Well, listen I ah, still have one more person to ah meet, but unless it turns out to be your sister, I think you're chances are pretty good. All right.	"[['Well', ',', 'listen', 'I', 'ah', ',', 'still', 'have', 'one', 'more', 'person', 'to', 'ah', 'meet', ',', 'but', 'unless', 'it', 'turns', 'out', 'to', 'be', 'your', 'sister', ',', 'I', 'think', 'you', ""'re"", 'chances', 'are', 'pretty', 'good', '.'], ['All', 'right', '.']]"	Joyful
s03	e06	c04	u002	['Chandler Bing']	Bedroom. Bathroom. Living room. This right here is the kitchen, and thanks for coming by, Bye-bye.	[['Bedroom', '.'], ['Bathroom', '.'], ['Living', 'room', '.'], ['This', 'right', 'here', 'is', 'the', 'kitchen', ',', 'and', 'thanks', 'for', 'coming', 'by', ',', 'Bye', '-', 'bye', '.']]	Peaceful
s03	e06	c04	u003	['Joey Tribbiani']	Don't you ah, don't you wanna ask me any questions?	"[['Do', ""n't"", 'you', 'ah', ',', 'do', ""n't"", 'you', 'wan', 'na', 'ask', 'me', 'any', 'questions', '?']]"	Neutral
s03	e06	c04	u004	['Chandler Bing']	Sure. Ummm. What's up?	"[['Sure', '.'], ['Ummm', '.'], ['What', ""'s"", 'up', '?']]"	Scared
s03	e06	c04	u005	['Joey Tribbiani']	Well, ah, I'm an actor. I'm fairly neat. I ah, I got my own TV. Oh, and don't worry I'm totally okay with the gay thing.	"[['Well', ',', 'ah', ',', 'I', ""'m"", 'an', 'actor', '.'], ['I', ""'m"", 'fairly', 'neat', '.'], ['I', 'ah', ',', 'I', 'got', 'my', 'own', 'TV.', 'Oh', ',', 'and', 'do', ""n't"", 'worry', 'I', ""'m"", 'totally', 'okay', 'with', 'the', 'gay', 'thing', '.']]"	Peaceful
s03	e06	c04	u006	['Chandler Bing']	What gay thing?	[['What', 'gay', 'thing', '?']]	Scared
s03	e06	c04	u007	['Joey Tribbiani']	Ah, y'know just in general people being gay, thing. I'm totally cool with that.	"[['Ah', ',', ""y'know"", 'just', 'in', 'general', 'people', 'being', 'gay', ',', 'thing', '.'], ['I', ""'m"", 'totally', 'cool', 'with', 'that', '.']]"	Peaceful
s03	e06	c07	u002	['Ross Geller']	No real-, honey, really it's fine, just g-go with Susan. Really, I, no, I think girls night out is a great idea. Okay, okay, bye	"[['No', 'real', '-', ',', 'honey', ',', 'really', 'it', ""'s"", 'fine', ',', 'just', 'g', '-', 'go', 'with', 'Susan', '.'], ['Really', ',', 'I', ',', 'no', ',', 'I', 'think', 'girls', 'night', 'out', 'is', 'a', 'great', 'idea', '.'], ['Okay', ',', 'okay', ',', 'bye']]"	Scared
s03	e06	c07	u003	['Phoebe Buffay']	So what are they doing?	[['So', 'what', 'are', 'they', 'doing', '?']]	Joyful
s03	e06	c07	u004	['Ross Geller']	I don't know, something girlie.	"[['I', 'do', ""n't"", 'know', ',', 'something', 'girlie', '.']]"	Peaceful
s03	e06	c07	u005	['Phoebe Buffay']	Hey, you're early.	"[['Hey', ',', 'you', ""'re"", 'early', '.']]"	Joyful
s03	e06	c07	u006	['Monica Geller']	What are you doing with the lamp?	[['What', 'are', 'you', 'doing', 'with', 'the', 'lamp', '?']]	Scared
s03	e06	c07	u007	['Phoebe Buffay']	I'm just taking it to be re-wired.	"[['I', ""'m"", 'just', 'taking', 'it', 'to', 'be', 're-wired', '.']]"	Neutral
s03	e06	c07	u008	['Monica Geller']	Oh, well don't take it to the same place you took the stereo, 'cause they've had that thing for over a week.	"[['Oh', ',', 'well', 'do', ""n't"", 'take', 'it', 'to', 'the', 'same', 'place', 'you', 'took', 'the', 'stereo', ',', ""'cause"", 'they', ""'ve"", 'had', 'that', 'thing', 'for', 'over', 'a', 'week', '.']]"	Neutral
s03	e06	c07	u010	['Phoebe Buffay']	No, no, Mr. Heckles no one is making any noise up here.	[['No', ',', 'no', ',', 'Mr.', 'Heckles', 'no', 'one', 'is', 'making', 'any', 'noise', 'up', 'here', '.']]	Scared
s03	e06	c07	u011	['Mr. Heckles']	You're disturbing my oboe practice.	"[['You', ""'re"", 'disturbing', 'my', 'oboe', 'practice', '.']]"	Mad
s03	e06	c07	u012	['Phoebe Buffay']	You don't play the oboe!	"[['You', 'do', ""n't"", 'play', 'the', 'oboe', '!']]"	Mad
s03	e06	c07	u013	['Mr. Heckles']	I could play the oboe!	[['I', 'could', 'play', 'the', 'oboe', '!']]	Mad
s03	e06	c07	u014	['Phoebe Buffay']	Then I'm gonna have to ask you to keep it down.	"[['Then', 'I', ""'m"", 'gon', 'na', 'have', 'to', 'ask', 'you', 'to', 'keep', 'it', 'down', '.']]"	Mad
s03	e06	c07	u016	['Mr. Heckles']	Who are you?	[['Who', 'are', 'you', '?']]	Scared
s03	e06	c07	u017	['Eric (photographer)']	Hi, I'm Eric, I'm gonna be Chandler's new roommate.	"[['Hi', ',', 'I', ""'m"", 'Eric', ',', 'I', ""'m"", 'gon', 'na', 'be', 'Chandler', ""'s"", 'new', 'roommate', '.']]"	Peaceful
s03	e06	c07	u018	['Mr. Heckles']	I'm Chandler's new roommate.	"[['I', ""'m"", 'Chandler', ""'s"", 'new', 'roommate', '.']]"	Peaceful
s03	e06	c07	u019	['Eric (photographer)']	I-I-I don't think so.	"[['I-I-I', 'do', ""n't"", 'think', 'so', '.']]"	Powerful
s03	e06	c07	u020	['Mr. Heckles']	I could be Chandler's new roommate.	"[['I', 'could', 'be', 'Chandler', ""'s"", 'new', 'roommate', '.']]"	Mad
s03	e06	c07	u021	['Eric (photographer)']	But, he told me over the phone.	[['But', ',', 'he', 'told', 'me', 'over', 'the', 'phone', '.']]	Scared
s03	e06	c07	u022	['Mr. Heckles']	He told me in person.	[['He', 'told', 'me', 'in', 'person', '.']]	Powerful
s03	e06	c07	u023	['Eric (photographer)']	That's weird.	"[['That', ""'s"", 'weird', '.']]"	Scared
s03	e06	c07	u024	['Mr. Heckles']	Well, I'm going to go into my new apartment now. Ehh!	"[['Well', ',', 'I', ""'m"", 'going', 'to', 'go', 'into', 'my', 'new', 'apartment', 'now', '.'], ['Ehh', '!']]"	Joyful
s03	e06	c08	u002	['Monica Geller']	Hi, again.	[['Hi', ',', 'again', '.']]	Neutral
s03	e06	c08	u003	['Joey Tribbiani']	Hey!	[['Hey', '!']]	Joyful
s03	e06	c08	u004	['Chandler Bing']	Hey!	[['Hey', '!']]	Joyful
s03	e06	c08	u005	['Monica Geller']	Thank you soo, much.	[['Thank', 'you', 'soo', ',', 'much', '.']]	Joyful
s03	e06	c08	u006	['Chandler Bing']	Oh, don't thank me, thank the jerk that never showed up. Okay, I gotta get to get to work.	"[['Oh', ',', 'do', ""n't"", 'thank', 'me', ',', 'thank', 'the', 'jerk', 'that', 'never', 'showed', 'up', '.'], ['Okay', ',', 'I', 'got', 'ta', 'get', 'to', 'get', 'to', 'work', '.']]"	Neutral
s03	e06	c08	u008	['Monica Geller']	You want some help with that?	[['You', 'want', 'some', 'help', 'with', 'that', '?']]	Neutral
