season	episode	scene	utterance	speaker	transcript	tokens	emotion
s03	e13	c01	u002	['Monica Geller']	Hi.	[['Hi', '.']]	Neutral
s03	e13	c01	u004	['Clerk']	Six dollars, please.	[['Six', 'dollars', ',', 'please', '.']]	Neutral
s03	e13	c01	u005	['Monica Geller']	Six? I just had it for one night. It's three.	"[['Six', '?'], ['I', 'just', 'had', 'it', 'for', 'one', 'night', '.'], ['It', ""'s"", 'three', '.']]"	Mad
s03	e13	c01	u006	['Clerk']	Eight o'clock is the cut-off and, aww, it's 8:02.	"[['Eight', ""o'clock"", 'is', 'the', 'cut', '-', 'off', 'and', ',', 'aww', ',', 'it', ""'s"", '8:02', '.']]"	Powerful
s03	e13	c01	u007	['Monica Geller']	Y'know in a weird way, you have too much power. Look, you're gonna have to help me out here, 'cause I only have three.	"[[""Y'know"", 'in', 'a', 'weird', 'way', ',', 'you', 'have', 'too', 'much', 'power', '.'], ['Look', ',', 'you', ""'re"", 'gon', 'na', 'have', 'to', 'help', 'me', 'out', 'here', ',', ""'cause"", 'I', 'only', 'have', 'three', '.']]"	Mad
s03	e13	c01	u008	['Richard Burke']	I can help with that.	[['I', 'can', 'help', 'with', 'that', '.']]	Powerful
s03	e13	c01	u009	['Monica Geller']	Oh my God. Richard? Hi!	[['Oh', 'my', 'God', '.'], ['Richard', '?'], ['Hi', '!']]	Joyful
s03	e13	c01	u010	['Richard Burke']	Hi!	[['Hi', '!']]	Joyful
s03	e13	c01	u011	['Monica Geller']	Wow! Your lip went bald. Hey, thanks.	[['Wow', '!'], ['Your', 'lip', 'went', 'bald', '.'], ['Hey', ',', 'thanks', '.']]	Joyful
s03	e13	c01	u012	['Richard Burke']	So, you look great.	[['So', ',', 'you', 'look', 'great', '.']]	Joyful
s03	e13	c01	u013	['Monica Geller']	Right.	[['Right', '.']]	Mad
s03	e13	c01	u014	['Richard Burke']	No you do. You... just...	[['No', 'you', 'do', '.'], ['You', '...'], ['just', '...']]	Scared
