season	episode	scene	utterance	speaker	transcript	tokens	emotion
s01	e12	c02	u001	['Monica Geller']	Aunt Syl, stop yelling! All I'm saying is that if you had told me vegetarian lasagna, I would have made vegetarian lasagna. Well, the meat's only every third layer, maybe you could scrape.	"[['Aunt', 'Syl', ',', 'stop', 'yelling', '!'], ['All', 'I', ""'m"", 'saying', 'is', 'that', 'if', 'you', 'had', 'told', 'me', 'vegetarian', 'lasagna', ',', 'I', 'would', 'have', 'made', 'vegetarian', 'lasagna', '.'], ['Well', ',', 'the', 'meat', ""'s"", 'only', 'every', 'third', 'layer', ',', 'maybe', 'you', 'could', 'scrape', '.']]"	Mad
s01	e12	c02	u003	['Joey Tribbiani']	Ross, did you really read all these baby books?	[['Ross', ',', 'did', 'you', 'really', 'read', 'all', 'these', 'baby', 'books', '?']]	Neutral
s01	e12	c02	u004	['Ross Geller']	Yup! You could plunk me down in the middle of any woman's uterus, no compass, and I can find my way out of there like that!	"[['Yup', '!'], ['You', 'could', 'plunk', 'me', 'down', 'in', 'the', 'middle', 'of', 'any', 'woman', ""'s"", 'uterus', ',', 'no', 'compass', ',', 'and', 'I', 'can', 'find', 'my', 'way', 'out', 'of', 'there', 'like', 'that', '!']]"	Joyful
s01	e12	c02	u005	['Phoebe Buffay']	Ooh, this is cool...it says in some parts of the world, people actually eat the placenta.	[['Ooh', ',', 'this', 'is', 'cool', '...'], ['it', 'says', 'in', 'some', 'parts', 'of', 'the', 'world', ',', 'people', 'actually', 'eat', 'the', 'placenta', '.']]	Joyful
s01	e12	c02	u006	['Chandler Bing']	And, we're done with the yogurt.	"[['And', ',', 'we', ""'re"", 'done', 'with', 'the', 'yogurt', '.']]"	Neutral
s01	e12	c02	u007	['Phoebe Buffay']	Sorry.	[['Sorry', '.']]	Sad
s01	e12	c02	u008	['Monica Geller']	Aunt Syl, I did this as a favor, I am not a caterer. What do you want me to do with a dozen lasagnas? Nice talk, Aunt Syl. You kiss Uncle Freddie with that mouth?	[['Aunt', 'Syl', ',', 'I', 'did', 'this', 'as', 'a', 'favor', ',', 'I', 'am', 'not', 'a', 'caterer', '.'], ['What', 'do', 'you', 'want', 'me', 'to', 'do', 'with', 'a', 'dozen', 'lasagnas', '?'], ['Nice', 'talk', ',', 'Aunt', 'Syl.', 'You', 'kiss', 'Uncle', 'Freddie', 'with', 'that', 'mouth', '?']]	Mad
s01	e12	c02	u010	['Joey Tribbiani']	Hey Ross, listen, you know that right now, your baby's only this big? This is your baby. Hi Daddy!	"[['Hey', 'Ross', ',', 'listen', ',', 'you', 'know', 'that', 'right', 'now', ',', 'your', 'baby', ""'s"", 'only', 'this', 'big', '?'], ['This', 'is', 'your', 'baby', '.'], ['Hi', 'Daddy', '!']]"	Joyful
s01	e12	c02	u011	['Ross Geller']	Hello!	[['Hello', '!']]	Joyful
s01	e12	c02	u012	['Joey Tribbiani']	How come you don't live with Mommy? How come Mommy lives with that other lady? What's a lesbian?	"[['How', 'come', 'you', 'do', ""n't"", 'live', 'with', 'Mommy', '?'], ['How', 'come', 'Mommy', 'lives', 'with', 'that', 'other', 'lady', '?'], ['What', ""'s"", 'a', 'lesbian', '?']]"	Joyful
s01	e12	c02	u014	['Rachel Green']	Honey, you can say it, Poconos, Poconos, it's like Poc-o-nos	"[['Honey', ',', 'you', 'can', 'say', 'it', ',', 'Poconos', ',', 'Poconos', ',', 'it', ""'s"", 'like', 'Poc-o-nos']]"	Joyful
s01	e12	c02	u015	['Paolo']	Ah, poke a nose, mmm	[['Ah', ',', 'poke', 'a', 'nose', ',', 'mmm']]	Joyful
s01	e12	c02	u016	['Chandler Bing', 'Joey Tribbiani', 'Ross Geller']	Mma, Mma, Mmaah	[['Mma', ',', 'Mma', ',', 'Mmaah']]	Neutral
s01	e12	c02	u018	['Monica Geller']	So, did I hear Poconos?	[['So', ',', 'did', 'I', 'hear', 'Poconos', '?']]	Neutral
s01	e12	c02	u019	['Rachel Green']	Yes, my sister's giving us her place for the weekend.	"[['Yes', ',', 'my', 'sister', ""'s"", 'giving', 'us', 'her', 'place', 'for', 'the', 'weekend', '.']]"	Joyful
s01	e12	c02	u020	['Phoebe Buffay']	Woo-hoo, first weekend away together!	[['Woo', '-', 'hoo', ',', 'first', 'weekend', 'away', 'together', '!']]	Joyful
s01	e12	c02	u021	['Monica Geller']	Yeah, that's a big step.	"[['Yeah', ',', 'that', ""'s"", 'a', 'big', 'step', '.']]"	Joyful
s01	e12	c02	u022	['Rachel Green']	I know...	[['I', 'know', '...']]	Joyful
s01	e12	c02	u024	['Chandler Bing']	Ah, it's just a weekend, big deal!	"[['Ah', ',', 'it', ""'s"", 'just', 'a', 'weekend', ',', 'big', 'deal', '!']]"	Joyful
