season	episode	scene	utterance	speaker	transcript	tokens	emotion
s01	e03	c01	u001	['Phoebe Buffay']	Hi guys!	[['Hi', 'guys', '!']]	Joyful
s01	e03	c01	u002	['#ALL#']	Hey, Pheebs! Hi!	[['Hey', ',', 'Pheebs', '!'], ['Hi', '!']]	Joyful
s01	e03	c01	u003	['Ross Geller']	Hey. Oh, oh, how'd it go?	"[['Hey', '.'], ['Oh', ',', 'oh', ',', 'how', ""'d"", 'it', 'go', '?']]"	Joyful
s01	e03	c01	u004	['Phoebe Buffay']	Um, not so good. He walked me to the subway and said 'We should do this again!'	"[['Um', ',', 'not', 'so', 'good', '.'], ['He', 'walked', 'me', 'to', 'the', 'subway', 'and', 'said', ""'"", 'We', 'should', 'do', 'this', 'again', '!'], [""'""]]"	Sad
s01	e03	c01	u005	['#ALL#']	Ohh. Ouch.	[['Ohh', '.'], ['Ouch', '.']]	Sad
s01	e03	c01	u006	['Rachel Green']	What? He said 'we should do it again', that's good, right?	"[['What', '?'], ['He', 'said', ""'"", 'we', 'should', 'do', 'it', 'again', ""'"", ',', 'that', ""'s"", 'good', ',', 'right', '?']]"	Neutral
s01	e03	c01	u007	['Monica Geller']	Uh, no. Loosely translated 'We should do this again' means 'You will never see me naked'.	"[['Uh', ',', 'no', '.'], ['Loosely', 'translated', ""'"", 'We', 'should', 'do', 'this', 'again', ""'"", 'means', ""'"", 'You', 'will', 'never', 'see', 'me', 'naked', ""'"", '.']]"	Neutral
s01	e03	c01	u008	['Rachel Green']	Since when?	[['Since', 'when', '?']]	Neutral
s01	e03	c01	u009	['Joey Tribbiani']	Since always. It's like dating language. Y'know, like 'It's not you' means 'It is you'.	"[['Since', 'always', '.'], ['It', ""'s"", 'like', 'dating', 'language', '.'], [""Y'know"", ',', 'like', ""'"", 'It', ""'s"", 'not', 'you', ""'"", 'means', ""'"", 'It', 'is', 'you', ""'"", '.']]"	Neutral
s01	e03	c01	u010	['Chandler Bing']	Or 'You're such a nice guy' means 'I'm gonna be dating leather-wearing alcoholics and complaining about them to you'.	"[['Or', ""'"", 'You', ""'re"", 'such', 'a', 'nice', 'guy', ""'"", 'means', ""'"", 'I', ""'m"", 'gon', 'na', 'be', 'dating', 'leather', '-', 'wearing', 'alcoholics', 'and', 'complaining', 'about', 'them', 'to', 'you', ""'"", '.']]"	Neutral
s01	e03	c01	u011	['Phoebe Buffay']	Or, or, y'know, um, 'I think we should see other people' means 'Ha, ha, I already am'.	"[['Or', ',', 'or', ',', ""y'know"", ',', 'um', ',', ""'"", 'I', 'think', 'we', 'should', 'see', 'other', 'people', ""'"", 'means', ""'"", 'Ha', ',', 'ha', ',', 'I', 'already', 'am', ""'"", '.']]"	Mad
s01	e03	c01	u012	['Rachel Green']	And everybody knows this?	[['And', 'everybody', 'knows', 'this', '?']]	Neutral
s01	e03	c01	u013	['Joey Tribbiani']	Yeah. Cushions the blow.	[['Yeah', '.'], ['Cushions', 'the', 'blow', '.']]	Neutral
s01	e03	c01	u014	['Chandler Bing']	Yeah, it's like when you're a kid, and your parents put your dog to sleep, and they tell you it went off to live on some farm.	"[['Yeah', ',', 'it', ""'s"", 'like', 'when', 'you', ""'re"", 'a', 'kid', ',', 'and', 'your', 'parents', 'put', 'your', 'dog', 'to', 'sleep', ',', 'and', 'they', 'tell', 'you', 'it', 'went', 'off', 'to', 'live', 'on', 'some', 'farm', '.']]"	Neutral
s01	e03	c01	u015	['Ross Geller']	That's funny, that, no, because, uh, our parents actually did, uh, send our dog off to live on a farm.	"[['That', ""'s"", 'funny', ',', 'that', ',', 'no', ',', 'because', ',', 'uh', ',', 'our', 'parents', 'actually', 'did', ',', 'uh', ',', 'send', 'our', 'dog', 'off', 'to', 'live', 'on', 'a', 'farm', '.']]"	Neutral
s01	e03	c01	u016	['Monica Geller']	Uh, Ross.	[['Uh', ',', 'Ross', '.']]	Neutral
