season	episode	scene	utterance	speaker	transcript	tokens	emotion
s04	e14	c01	u002	['Phoebe Buffay']	So now, what is this now?	[['So', 'now', ',', 'what', 'is', 'this', 'now', '?']]	Neutral
s04	e14	c01	u003	['Joey Tribbiani']	Guggly worm.	[['Guggly', 'worm', '.']]	Neutral
s04	e14	c01	u004	['Phoebe Buffay']	And this?	[['And', 'this', '?']]	Neutral
s04	e14	c01	u005	['Joey Tribbiani']	Glow-pop giggly jammer.	[['Glow', '-', 'pop', 'giggly', 'jammer', '.']]	Joyful
s04	e14	c01	u006	['Phoebe Buffay']	You make it so funny.	[['You', 'make', 'it', 'so', 'funny', '.']]	Joyful
s04	e14	c01	u007	['Monica Geller']	Hey umm, what's this?	"[['Hey', 'umm', ',', 'what', ""'s"", 'this', '?']]"	Peaceful
s04	e14	c01	u008	['Joey Tribbiani']	Ohh, a hunk of sandwich from last year.	[['Ohh', ',', 'a', 'hunk', 'of', 'sandwich', 'from', 'last', 'year', '.']]	Neutral
s04	e14	c01	u009	['Ross Geller']	Ohh, Geller's got one hooked! Ohh! Looks like a big one! Yeah, ohh! Ohh! It's the classic struggle between man and- Someone knocked over a lamp.	"[['Ohh', ',', 'Geller', ""'s"", 'got', 'one', 'hooked', '!'], ['Ohh', '!'], ['Looks', 'like', 'a', 'big', 'one', '!'], ['Yeah', ',', 'ohh', '!'], ['Ohh', '!'], ['It', ""'s"", 'the', 'classic', 'struggle', 'between', 'man', 'and', '-', 'Someone', 'knocked', 'over', 'a', 'lamp', '.']]"	Joyful
s04	e14	c01	u010	['Joey Tribbiani']	"That's all right. Hey you guys, you know what's going to be great about the fishing trip this year? When my dad gets me out in the middle of the lake and gives me that, ""Joey, what are you doing with your life?"" stuff. I can say, ""Well, I'm doing a movie with Charlton Heston dad. What are you doing with your life?"""	"[['That', ""'s"", 'all', 'right', '.'], ['Hey', 'you', 'guys', ',', 'you', 'know', 'what', ""'s"", 'going', 'to', 'be', 'great', 'about', 'the', 'fishing', 'trip', 'this', 'year', '?'], ['When', 'my', 'dad', 'gets', 'me', 'out', 'in', 'the', 'middle', 'of', 'the', 'lake', 'and', 'gives', 'me', 'that', ',', '""', 'Joey', ',', 'what', 'are', 'you', 'doing', 'with', 'your', 'life', '?', '""'], ['stuff', '.'], ['I', 'can', 'say', ',', '""', 'Well', ',', 'I', ""'m"", 'doing', 'a', 'movie', 'with', 'Charlton', 'Heston', 'dad', '.'], ['What', 'are', 'you', 'doing', 'with', 'your', 'life', '?', '""']]"	Joyful
s04	e14	c01	u011	['#ALL#']	Great!	[['Great', '!']]	Joyful
s04	e14	c01	u013	['Chandler Bing']	You don't have to stop having fun just because I'm here. Kathy didn't cheat on all of you. Well, except you.	"[['You', 'do', ""n't"", 'have', 'to', 'stop', 'having', 'fun', 'just', 'because', 'I', ""'m"", 'here', '.'], ['Kathy', 'did', ""n't"", 'cheat', 'on', 'all', 'of', 'you', '.'], ['Well', ',', 'except', 'you', '.']]"	Joyful
s04	e14	c01	u014	['Monica Geller']	Hey, Joey, I don't think that you should leave Chandler alone. I mean it's only been two days since he broke up with Kathy. Maybe you can go fishing next week?	"[['Hey', ',', 'Joey', ',', 'I', 'do', ""n't"", 'think', 'that', 'you', 'should', 'leave', 'Chandler', 'alone', '.'], ['I', 'mean', 'it', ""'s"", 'only', 'been', 'two', 'days', 'since', 'he', 'broke', 'up', 'with', 'Kathy', '.'], ['Maybe', 'you', 'can', 'go', 'fishing', 'next', 'week', '?']]"	Neutral
s04	e14	c01	u015	['Joey Tribbiani']	Look, there's nothing I can do for him right now, he's still in his sweat pants, that's still Phase One. Y'know? I'll be back for Phase Two, I would never miss Phase Two.	"[['Look', ',', 'there', ""'s"", 'nothing', 'I', 'can', 'do', 'for', 'him', 'right', 'now', ',', 'he', ""'s"", 'still', 'in', 'his', 'sweat', 'pants', ',', 'that', ""'s"", 'still', 'Phase', 'One', '.'], [""Y'know"", '?'], ['I', ""'ll"", 'be', 'back', 'for', 'Phase', 'Two', ',', 'I', 'would', 'never', 'miss', 'Phase', 'Two', '.']]"	Powerful
s04	e14	c01	u016	['Monica Geller']	What's Phase Two?	"[['What', ""'s"", 'Phase', 'Two', '?']]"	Neutral
s04	e14	c01	u017	['Joey Tribbiani']	Gettin' drunk and going to a strip club.	"[['Gettin', ""'"", 'drunk', 'and', 'going', 'to', 'a', 'strip', 'club', '.']]"	Joyful
s04	e14	c01	u018	['Rachel Green']	How does going to a strip club help him better?	[['How', 'does', 'going', 'to', 'a', 'strip', 'club', 'help', 'him', 'better', '?']]	Joyful
s04	e14	c01	u019	['Ross Geller']	Because there are naked ladies there.	[['Because', 'there', 'are', 'naked', 'ladies', 'there', '.']]	Peaceful
s04	e14	c01	u020	['Joey Tribbiani']	Which helps him get to Phase Three, picturing yourself with other women.	[['Which', 'helps', 'him', 'get', 'to', 'Phase', 'Three', ',', 'picturing', 'yourself', 'with', 'other', 'women', '.']]	Peaceful
s04	e14	c01	u021	['Ross Geller']	There are naked ladies there too.	[['There', 'are', 'naked', 'ladies', 'there', 'too', '.']]	Joyful
s04	e14	c01	u022	['Joey Tribbiani']	Yeah.	[['Yeah', '.']]	Neutral
s04	e14	c01	u023	['Chandler Bing']	Would you give me one minute!! Please.	[['Would', 'you', 'give', 'me', 'one', 'minute', '!!'], ['Please', '.']]	Mad
s04	e14	c06	u002	['Joey Tribbiani']	Hey! Joey Tribbiani! I'm here! I'm here!	"[['Hey', '!'], ['Joey', 'Tribbiani', '!'], ['I', ""'m"", 'here', '!'], ['I', ""'m"", 'here', '!']]"	Joyful
s04	e14	c06	u003	['The A.D']	Calm down, we got time, we're running a little late.	"[['Calm', 'down', ',', 'we', 'got', 'time', ',', 'we', ""'re"", 'running', 'a', 'little', 'late', '.']]"	Peaceful
s04	e14	c06	u005	['Joey Tribbiani']	Look at that, Charlton Heston eating a liquorice whip!	[['Look', 'at', 'that', ',', 'Charlton', 'Heston', 'eating', 'a', 'liquorice', 'whip', '!']]	Joyful
s04	e14	c06	u006	['The A.D']	Yeah, we loves 'em. I've never seen him with-	"[['Yeah', ',', 'we', 'loves', ""'"", 'em', '.'], ['I', ""'ve"", 'never', 'seen', 'him', 'with', '-']]"	Joyful
s04	e14	c06	u007	['Joey Tribbiani']	Whoa! Yeah, what the hell is that? What smells so bad?	[['Whoa', '!'], ['Yeah', ',', 'what', 'the', 'hell', 'is', 'that', '?'], ['What', 'smells', 'so', 'bad', '?']]	Powerful
s04	e14	c06	u008	['The A.D']	You.	[['You', '.']]	Neutral
s04	e14	c06	u009	['Joey Tribbiani']	Y'know, I can see why you think that, but ah, actually, you know who I think it is?	"[[""Y'know"", ',', 'I', 'can', 'see', 'why', 'you', 'think', 'that', ',', 'but', 'ah', ',', 'actually', ',', 'you', 'know', 'who', 'I', 'think', 'it', 'is', '?']]"	Scared
s04	e14	c06	u010	['The A.D']	You?	[['You', '?']]	Joyful
s04	e14	c06	u011	['Joey Tribbiani']	No-no, it's uh, it's Heston.	"[['No', '-', 'no', ',', 'it', ""'s"", 'uh', ',', 'it', ""'s"", 'Heston', '.']]"	Scared
s04	e14	c06	u012	['The A.D']	What?	[['What', '?']]	Mad
s04	e14	c06	u013	['Joey Tribbiani']	Yeah, the man wreaks! Smells like he went on a three day fishing trip and then ate some liquorice.	[['Yeah', ',', 'the', 'man', 'wreaks', '!'], ['Smells', 'like', 'he', 'went', 'on', 'a', 'three', 'day', 'fishing', 'trip', 'and', 'then', 'ate', 'some', 'liquorice', '.']]	Scared
s04	e14	c06	u014	['The A.D']	There's no way he smells, he's the only one around here with a shower in his dressing room.	"[['There', ""'s"", 'no', 'way', 'he', 'smells', ',', 'he', ""'s"", 'the', 'only', 'one', 'around', 'here', 'with', 'a', 'shower', 'in', 'his', 'dressing', 'room', '.']]"	Powerful
s04	e14	c06	u015	['Joey Tribbiani']	Really, a shower huh? And uh, which-which room might that be?	[['Really', ',', 'a', 'shower', 'huh', '?'], ['And', 'uh', ',', 'which', '-', 'which', 'room', 'might', 'that', 'be', '?']]	Joyful
s04	e14	c06	u016	['The A.D']	"The one with ""Heston"" on it."	"[['The', 'one', 'with', '""', 'Heston', '""', 'on', 'it', '.']]"	Joyful
s04	e14	c06	u017	['Joey Tribbiani']	Interesting.	[['Interesting', '.']]	Powerful
s04	e14	c07	u002	['Monica Geller']	Okay, I've got some Ones, you wanna put them in her panties?	"[['Okay', ',', 'I', ""'ve"", 'got', 'some', 'Ones', ',', 'you', 'wan', 'na', 'put', 'them', 'in', 'her', 'panties', '?']]"	Neutral
s04	e14	c07	u003	['Chandler Bing']	No thanks, Mom!	[['No', 'thanks', ',', 'Mom', '!']]	Scared
s04	e14	c07	u005	['Phoebe Buffay']	Oh, no umm, hi, that-that, you have to put that out, 'cause I'm pregnant.	"[['Oh', ',', 'no', 'umm', ',', 'hi', ',', 'that', '-', 'that', ',', 'you', 'have', 'to', 'put', 'that', 'out', ',', ""'cause"", 'I', ""'m"", 'pregnant', '.']]"	Scared
s04	e14	c07	u006	['The Cigarette Smoking Guy']	Well, maybe you and your baby should go to another strip club.	[['Well', ',', 'maybe', 'you', 'and', 'your', 'baby', 'should', 'go', 'to', 'another', 'strip', 'club', '.']]	Neutral
s04	e14	c07	u007	['Phoebe Buffay']	Ha-ha, it's not my baby, ha-ha-ha!	"[['Ha', '-', 'ha', ',', 'it', ""'s"", 'not', 'my', 'baby', ',', 'ha', '-', 'ha', '-', 'ha', '!']]"	Joyful
s04	e14	c07	u009	['Monica Geller']	Very good, so good.	[['Very', 'good', ',', 'so', 'good', '.']]	Joyful
s04	e14	c07	u010	['Phoebe Buffay']	I really, really enjoyed it. Very exotic.	[['I', 'really', ',', 'really', 'enjoyed', 'it', '.'], ['Very', 'exotic', '.']]	Joyful
s04	e14	c07	u011	['Rachel Green']	Well, I just checked our messages and Joshua didn't call. I mean you'd think he'd be worried about me not showing up at his club. Ugh, you know what makes it so much worse, Ross is all happy in Vermont!	"[['Well', ',', 'I', 'just', 'checked', 'our', 'messages', 'and', 'Joshua', 'did', ""n't"", 'call', '.'], ['I', 'mean', 'you', ""'d"", 'think', 'he', ""'d"", 'be', 'worried', 'about', 'me', 'not', 'showing', 'up', 'at', 'his', 'club', '.'], ['Ugh', ',', 'you', 'know', 'what', 'makes', 'it', 'so', 'much', 'worse', ',', 'Ross', 'is', 'all', 'happy', 'in', 'Vermont', '!']]"	Scared
s04	e14	c07	u012	['Phoebe Buffay']	Come on! Look where you are!!	[['Come', 'on', '!'], ['Look', 'where', 'you', 'are', '!!']]	Neutral
s04	e14	c07	u013	['Monica Geller']	When you get a sec, another round of daiquiris.	[['When', 'you', 'get', 'a', 'sec', ',', 'another', 'round', 'of', 'daiquiris', '.']]	Powerful
s04	e14	c07	u014	['Phoebe Buffay']	Remember, a virgin for me please.	[['Remember', ',', 'a', 'virgin', 'for', 'me', 'please', '.']]	Powerful
s04	e14	c07	u015	['Monica Geller']	Oh! And don't let me leave without getting the name of that carpet guy.	"[['Oh', '!'], ['And', 'do', ""n't"", 'let', 'me', 'leave', 'without', 'getting', 'the', 'name', 'of', 'that', 'carpet', 'guy', '.']]"	Neutral
s04	e14	c07	u016	['Chandler Bing']	Ahh, come on! Y'know what-y'know what, I think I'm just gonna go home and call Kathy.	"[['Ahh', ',', 'come', 'on', '!'], [""Y'know"", 'what', '-', ""y'know"", 'what', ',', 'I', 'think', 'I', ""'m"", 'just', 'gon', 'na', 'go', 'home', 'and', 'call', 'Kathy', '.']]"	Neutral
s04	e14	c07	u017	['Phoebe Buffay']	Well, if you think it will help.	[['Well', ',', 'if', 'you', 'think', 'it', 'will', 'help', '.']]	Peaceful
s04	e14	c07	u018	['Chandler Bing']	No! That was a test! In a couple of hours I'm gonna get really drunk and wanna call Kathy and you guys are gonna have to stop me! And then after that, I'm gonna get so drunk, I'm gonna wanna call Janice	"[['No', '!'], ['That', 'was', 'a', 'test', '!'], ['In', 'a', 'couple', 'of', 'hours', 'I', ""'m"", 'gon', 'na', 'get', 'really', 'drunk', 'and', 'wan', 'na', 'call', 'Kathy', 'and', 'you', 'guys', 'are', 'gon', 'na', 'have', 'to', 'stop', 'me', '!'], ['And', 'then', 'after', 'that', ',', 'I', ""'m"", 'gon', 'na', 'get', 'so', 'drunk', ',', 'I', ""'m"", 'gon', 'na', 'wan', 'na', 'call', 'Janice']]"	Mad
s04	e14	c07	u019	['Phoebe Buffay']	You should! How is she?	[['You', 'should', '!'], ['How', 'is', 'she', '?']]	Neutral
s04	e14	c07	u020	['Chandler Bing']	Ohhh!!	[['Ohhh', '!!']]	Scared
