start_time	word
209.2	Would
209.4	you
209.6	let
209.8	it
210.0	go?
210.2	It's
210.4	not
210.6	a
210.8	big
211.0	deal.
211.6	Not
211.8	a
212.0	big
212.2	deal?
212.4	It's
212.6	amazing.
213.6	You
213.8	just
214.0	reach
214.2	in,
214.4	there's
214.6	one
214.8	little
215.0	maneuver,
215.2	and
215.4	bam!
216.7	A
216.9	bra.
217.1	Right
217.3	out
217.5	the
217.7	sleeve.
219.3	As
219.5	far
219.7	as
219.9	I'm
220.1	concerned...
220.9	...there
221.1	is
221.3	nothing
221.5	a
221.7	guy
221.9	can
222.1	do
222.3	that
222.5	comes
222.7	close.
222.9	Right?
224.4	Come
224.6	on!
224.8	You
225.0	guys
225.2	can
225.4	pee
225.6	standing
225.8	up.
227.6	We
227.8	can?
228.0	Okay,
228.2	I'm
228.4	trying
228.6	that.
231.6	You
231.8	know
232.0	what
232.2	blows
232.4	my
232.6	mind?
233.4	Women
233.6	can
233.8	see
234.0	breasts
234.2	anytime
234.4	they
234.6	want.
238.9	You
239.1	just
239.3	look
239.5	down,
239.7	and
239.9	there
240.1	they
240.3	are.
241.2	How
241.3	you
241.4	get
241.5	any
241.6	work
241.7	done
241.8	is
241.9	beyond
242.0	me.
245.3	What
245.5	I
245.7	don't
245.9	get
246.1	is
246.3	the
246.5	way
246.7	guys
246.9	can
247.1	do
247.3	so
247.5	many
247.7	mean
247.9	things...
249.0	...and
249.2	then
249.4	not
249.6	even
249.8	care.
257.3	Multiple
257.5	orgasms!
315.2	So
315.4	Saturday
315.6	night,
315.8	the
316.0	big
316.2	night.
317.3	Date
317.5	night!
317.7	Saturday
317.9	night.
318.1	Saturday
318.3	night!
322.5	No
322.7	plans,
322.9	huh?
323.1	Not
323.3	a
323.5	one.
325.9	Not
326.1	even,
326.3	say,
326.5	breaking
326.7	up
326.9	with
327.1	Janice?
328.1	Oh,
328.3	right,
328.5	right.
328.7	Shut
328.9	up.
332.2	Chandler,
332.4	nobody
332.6	likes
332.8	breaking
333.0	up
333.2	with
333.4	someone.
335.2	You
335.4	just
335.6	gotta
335.8	do
336.0	it.
336.2	I
336.4	know.
336.6	But
336.8	it's
337.0	just
337.2	so
337.4	hard.
339.0	You're
339.2	sitting
339.4	with
339.6	her.
339.8	She
340.0	has
340.2	no
340.4	idea
340.6	what's
340.8	happening.
342.3	You
342.5	finally
342.7	get
342.9	up
343.1	the
343.3	courage
343.5	to
343.7	do
343.9	it.
345.0	There's
345.2	that
345.4	awkward
345.6	moment
345.8	when
346.0	you've
346.2	handed
346.4	her
346.6	the
346.8	note.
352.0	Why
353.1	do
354.3	you
354.5	have
354.7	to
354.9	break
355.1	up
355.3	with
355.5	her?
355.9	Be
356.1	a
356.3	man.
356.5	Just
356.7	stop
356.9	calling.
359.6	If
359.8	you
360.0	want,
360.2	I'll
360.4	do
360.6	it
360.8	with
361.0	you.
362.2	Thanks,
362.4	but
362.6	she'd
362.8	feel
363.0	like
363.2	we
363.4	were
363.6	ganging
363.8	up
364.0	on
364.2	her.
365.7	I
365.9	mean
366.1	you
366.3	break
366.5	up
366.7	with
366.9	Janice.
367.1	I'll
367.3	break
367.5	up
367.7	with
367.9	Tony.
368.6	You're
368.8	breaking
369.0	up
369.2	with
369.4	Tony?
370.3	I
370.5	know.
370.7	He's
370.9	sweet,
371.1	but
371.3	it's
371.5	just
371.7	not
371.9	fun
372.1	anymore.
373.2	I
373.4	don't
373.6	know
373.8	if
374.0	it's
374.2	me
374.4	or
374.6	his
374.8	hunger
375.0	strike.
375.2	I
375.4	don't
375.6	know.
378.9	Does
379.1	anybody
379.3	want
379.5	anything
379.7	else?
380.6	Yeah.
380.8	Last
381.0	week
381.2	you
381.4	had
381.6	a
381.8	wonderful
382.0	nutty,
382.2	chocolate-y,
382.4	kind
382.6	of
382.8	cake-y
383.0	pie
383.2	thing
383.4	that...
386.7	Nothing.
386.9	I'm
387.1	fine.
390.9	What's
391.1	the
391.3	matter?
391.5	Why
391.7	so
391.9	scrunchie?
393.5	It's
393.7	my
393.9	father.
394.1	He
394.3	wants
394.5	to
394.7	give
394.9	me
395.1	a
395.3	Mercedes
395.5	convertible.
397.6	That
397.8	guy,
398.0	he
398.2	burns
398.4	me
398.6	up.
401.2	Yeah,
401.4	well,
401.6	it's
401.8	a
402.0	Mercedes
402.2	if
402.4	I
402.6	move
402.8	back
403.0	home.
404.5	It
404.7	was
404.9	horrible!
405.1	He
405.3	called
405.5	me
405.7	"""young"
405.9	"lady."""
407.7	Ooh,
407.9	I
408.1	hate
408.3	when
408.5	my
408.7	father
408.9	calls
409.1	me
409.3	that.
411.2	Did
411.4	he
411.6	give
411.8	you
412.0	that
412.2	whole
412.4	"""You're"
412.6	not
412.8	up
413.0	to
413.2	"this"""
413.4	thing
413.6	again?
414.7	Yeah,
414.9	I
415.1	got
415.3	the
415.5	extended
415.7	disco
415.9	version
416.1	with
416.3	three
416.5	choruses
416.7	of:
417.9	"""You'll"
418.1	never
418.3	make
418.5	it
418.7	on
418.9	your
419.1	"own."""
420.0	[SINGS]
420.2	Uh-huh,
420.4	uh-huh
424.8	Hi,
425.0	Joey.
427.6	Oh,
427.8	my
428.0	God.
428.2	Angela.
429.0	Wow.
429.2	Being
429.4	dumped
429.6	by
429.8	you
430.0	obviously
430.2	agrees
430.4	with
430.6	her.
432.4	Are
432.6	you
432.8	gonna
433.0	go
433.2	over
433.4	there?
433.6	No.
435.1	Yeah.
435.3	No.
437.8	Okay,
438.0	but
438.2	not
438.4	yet.
438.6	I
438.8	don't
439.0	wanna
439.2	seem
439.4	too
439.6	eager.
443.7	One
443.9	Mississippi,
444.1	two
444.3	Mississippi...
446.8	...three
447.0	Mississippi.
447.2	That
447.4	seems
447.6	pretty
447.8	cool.
453.2	Hey,
453.4	Angela.
454.7	Joey.
456.0	You
456.2	look
456.4	good.
457.7	Because
457.9	I'm
458.1	wearing
458.3	a
458.5	dress
458.7	that
458.9	accents
459.1	my
459.3	boobs.
468.3	You
468.5	don't
468.7	say.
471.3	So,
471.5	Rachel,
471.7	what
471.9	are
472.1	you
472.3	doing
472.5	tonight?
474.2	Big
474.4	glamour
474.6	night.
474.8	Me
475.0	and
475.2	Monica
475.4	at
475.6	Launderama.
477.4	Oh.
479.3	You
480.1	wanna
480.8	hear
481.6	a
481.8	freakish
482.0	coincidence?
482.9	Guess
483.1	who's
483.3	doing
483.5	laundry
483.7	there
483.9	too?
485.4	Who?
485.6	Me.
487.7	Was
487.9	that
488.1	not
488.3	clear?
492.9	Hey,
493.1	why
493.3	don't...?
494.4	Why
494.6	don't
494.8	I
495.0	just
495.2	join
495.4	you
495.6	both
495.8	there?
497.7	Don't
497.7	you
497.7	have
497.8	a
497.8	laundry
497.8	room
497.8	in
498.0	your
498.2	building?
501.8	Yes.
504.2	I
504.4	do
504.6	have
504.8	a
505.0	laundry
505.2	room
505.4	in
505.6	my
505.8	building.
509.0	Um...
509.2	But
509.4	there's
509.6	a
509.8	rat
510.0	problem.
512.0	Apparently,
512.7	they're
513.4	attracted
514.1	to
514.3	the
514.5	dryer
514.7	sheets.
515.4	They're
515.6	going
515.8	in
516.0	fine,
516.2	but
516.4	they're
516.6	coming
516.8	out
517.0	all...
519.0	...fluffy.
523.1	Anyway,
523.3	7-ish?
524.5	Sure.
528.7	Forget
528.9	it,
529.1	Joey.
529.3	I'm
529.5	with
529.7	Bob
529.9	now.
531.0	Bob?
531.2	Who
531.4	the
531.6	hell's
531.8	Bob?
533.6	Bob
533.8	is
534.0	great.
535.2	He's
535.4	smart,
535.6	he's
535.8	sophisticated,
536.0	and
536.2	he
536.4	has
536.6	a
536.8	real
537.0	job.
538.6	You
538.8	go
539.0	on
539.2	three
539.4	auditions
539.6	a
539.8	month
540.0	and
540.2	you
540.4	call
540.6	yourself
540.8	an
541.0	actor.
541.2	But
541.4	Bob...
542.7	Come
542.9	on.
543.1	We
