start_time	word
55.9	Do
56.1	you
56.3	think
56.5	they
56.7	have
56.9	yesterday's
57.1	Daily
57.3	News?
58.2	Why?
58.4	I
58.6	just
58.8	wanna
59.0	check
59.2	my
59.4	horoscope...
60.4	...see
60.6	if
60.8	it
61.0	was
61.2	right.
63.4	Oh,
63.6	my
63.8	God.
64.0	Phoebe.
64.2	Don't
64.4	look
64.6	now,
64.8	but,
65.0	behind
65.2	you
65.4	there's
65.6	a
65.8	guy...
67.4	...who
67.6	has
67.8	the
68.0	potential
68.2	to
68.4	break
68.6	our
68.8	hearts
69.0	and
69.2	plunge
69.4	us
69.6	into
69.8	depression.
70.5	Where?
72.4	Ooh,
72.6	come
72.8	to
73.0	Mama.
75.2	Okay,
75.4	he's
75.6	coming.
75.8	Be
76.0	cool.
76.2	Be
76.4	cool.
76.6	Be
76.8	cool.
77.7	Thanks.
80.8	We
81.0	should
81.2	do
81.4	something.
81.6	Whistle.
81.8	We're
82.0	not
82.2	gonna
82.4	whistle.
83.6	Yeah,
83.8	come
84.0	on,
84.2	do
84.4	it.
84.6	No.
85.0	Do
85.2	it.
85.4	Do
85.6	it.
85.8	Do
86.0	it.
86.2	Woo-hoo!
88.2	[AMBULANCE
88.4	SIRENS
88.6	WAILING]
89.9	[TIRES
90.1	SQUEALING
90.3	THEN
90.5	THUD]
93.2	I
93.4	can't
93.6	believe
93.8	you
94.0	did
94.2	that.
143.1	Why
143.3	did
143.5	I
143.7	woo-hoo?
144.9	I
145.1	mean,
145.3	what
145.5	was
145.7	I
145.9	hoping?
146.1	He'd
146.3	turn
146.5	around
146.7	and
146.9	say:
147.5	"""Ooh,"
147.7	I
147.9	love
148.1	that
148.3	sound.
148.5	I
148.7	must
148.9	have
149.1	you
149.3	"now""?"
151.3	I
153.3	just
155.3	wish
157.3	there
159.3	was
161.3	something
163.3	we
165.3	could
167.3	do.
153.2	[EKG
153.4	BEEPING]
155.4	Hello.
155.6	Hello,
155.8	coma
156.0	guy.
159.8	Get
160.0	up,
160.2	you
160.4	Girl
160.6	Scout!
160.8	Up,
161.0	up,
161.2	up!
162.0	Phoebe,
162.2	what
162.4	are
162.6	you
162.8	doing?
163.0	Maybe
163.2	nobody's
163.4	tried
163.6	this.
168.3	I
168.5	wish
168.7	we
168.9	at
169.1	least
169.3	knew
169.5	his
169.7	name.
170.9	Would
171.1	you
171.3	look
171.5	at
171.7	that
171.9	face?
172.7	I
172.9	mean,
173.1	even
173.3	sleeping
173.5	he
173.7	looks
173.9	smart.
174.1	I
174.3	bet
174.5	he's
174.7	a
174.9	lawyer.
176.9	Yeah,
177.5	but
178.2	did
178.8	you
179.0	see
179.2	the
179.4	dents
179.6	in
179.8	his
180.0	knuckles?
