start_time	word
30.4	This
30.6	is
30.8	unbelievable.
31.0	It's
31.2	been
31.4	half
31.6	an
31.8	hour.
33.3	If
35.3	this
37.3	was
39.3	a
41.3	cartoon,
43.3	you'd
45.3	be
47.3	looking
49.3	like
51.3	a
53.3	ham
55.3	right
57.3	about
59.3	now.
37.0	There's
37.2	the
37.4	waitress.
37.6	Excuse
37.8	me,
38.0	miss.
39.2	Hello,
39.4	miss?
39.6	It's
39.8	Phoebe.
41.9	Hi.
42.1	Hi.
44.7	Okay,
44.9	will
45.1	that
45.3	be
45.5	all?
47.1	Wait,
47.3	wait.
47.5	What
47.7	are
47.9	you
48.1	doing
48.3	here?
49.7	Yeah,
49.9	um,
50.1	I
50.3	was
50.5	over
50.7	there...
51.2	...then
51.4	you
51.6	said,
51.8	"""Excuse"
52.0	me,
52.2	"miss."""
52.4	So
52.6	now
52.8	I'm
53.0	here.
54.5	No,
54.7	no.
54.9	How
55.1	come
55.3	you're
55.5	working
55.7	here?
57.1	Right.
57.3	Because
57.5	it's
57.7	close
57.9	to
58.1	where
58.3	I
58.5	live,
58.7	and
58.9	the
59.1	aprons
59.3	are
59.5	really
59.7	cute.
61.7	Can
61.9	we
62.1	start
62.3	over?
62.9	Yeah.
63.1	Okay,
63.3	great.
63.5	I'll
63.7	be
63.9	over
64.1	here.
64.3	No,
64.5	no,
64.7	no,
64.9	no.
115.7	I
115.9	don't
116.1	know
116.3	whether
116.5	he's
116.7	testing
116.9	me
117.1	or
117.3	just
117.5	acting
117.7	out...
118.8	...but
119.0	my
119.2	monkey
119.4	is
119.6	out
119.8	of
120.0	control.
123.3	He
123.5	keeps
123.7	erasing
123.9	the
124.1	messages
124.3	on
124.5	my
124.7	machine.
126.9	Supposedly
127.1	by
127.3	accident.
129.8	Oh,
130.0	yeah,
130.2	I've
130.4	done
130.6	that.
134.7	And
134.9	three
135.1	days
135.3	in
135.5	a
135.7	row,
135.9	he
136.1	got
136.3	to
136.5	the
136.7	newspaper
136.9	before
137.1	I
137.3	did...
138.6	...and
139.1	peed
139.6	all
140.1	over
140.6	the
140.8	crossword.
141.4	I've
141.6	never
141.8	done
142.0	that.
144.6	Now
144.8	tell
145.0	me
145.2	she
145.4	doesn't
145.6	look
145.8	exactly
146.0	like
146.2	her
146.4	sister.
148.1	I'm
148.3	saying
148.5	I
148.7	see
148.9	a
149.1	difference.
150.4	They're
150.6	twins.
151.9	I
152.1	don't
152.3	care.
152.5	Phoebe's
152.7	Phoebe.
152.9	Ursula's
153.1	hot.
157.0	You
157.2	know
157.4	that
157.6	thing
157.8	when
158.0	we
158.2	talk
158.4	about
158.6	things?
160.0	Let's
160.2	not
160.4	do
160.6	that
160.8	anymore.
161.0	Okay.
162.9	Hey.
164.9	Hey,
165.1	Pheebs.
165.3	Guess
165.5	who
165.7	we
165.9	saw
166.1	today.
167.3	Ooh.
167.5	Oh,
167.7	fun.
167.9	Okay.
169.4	Um,
169.6	Liam
169.8	Neeson.
170.0	No.
171.1	Nope.
172.8	No.
174.7	Look,
174.9	this
175.1	could
175.3	be
175.5	a
175.7	really
175.9	long
176.1	game.
177.0	Your
177.2	sister,
177.4	Ursula.
178.6	Oh,
178.8	really?
179.0	Yeah.
180.2	She
180.4	works
180.6	at
180.8	that
181.0	place,
181.2	uh...
182.0	Riff's.
182.2	Yeah,
182.4	I
182.6	know.
183.4	Oh,
183.7	you
184.0	do?
184.3	She
184.6	said
184.9	you
185.2	guys
185.4	haven't
185.6	talked
185.8	in
186.0	years.
186.3	Hmm?
186.5	Yeah.
190.2	So,
190.4	um,
190.6	is
190.8	she
191.0	fat?
194.7	Not
194.8	from
195.0	where
195.2	I
195.3	was
195.5	standing.
197.5	Where
197.7	were
197.9	you
198.1	standing?
201.7	Uh,
201.9	Pheebs,
202.1	so
202.3	you
202.5	guys
202.7	just
202.9	don't
203.1	get
203.3	along?
205.4	It's
205.6	mostly
205.8	just
206.0	dumb
206.2	sister
206.4	stuff,
206.6	you
206.8	know?
208.2	Everyone
208.4	always
208.6	thought
208.8	of
209.0	her
209.2	as
209.4	the
209.6	pretty
209.8	one.
212.3	Oh.
212.5	Oh.
212.7	She
212.9	was
213.1	the
213.3	first
213.5	to
213.7	walk...
215.2	...even
215.4	though
215.6	I
215.8	did
216.0	it
216.2	later
216.4	that
216.6	same
216.8	day.
219.9	To
221.9	my
223.9	parents,
225.9	by
227.9	then
229.9	it
231.9	was,
233.9	"""Yeah,"
235.9	what
237.9	else
239.9	is
241.9	"new?"""
224.0	Oh.
225.3	Pheebs,
225.5	I'm
225.7	sorry.
225.9	I've
226.1	gotta
226.3	go.
226.5	I've
226.7	got
226.9	Lamaze
227.1	class.
228.4	Oh,
228.7	and
229.0	I've
229.2	got
229.5	earth
229.8	science,
230.1	but
230.3	I'll
230.5	catch
230.7	you
230.9	in
231.1	gym?
234.8	So
235.0	is
235.2	this
235.4	just
235.6	gonna
235.8	be
236.0	you
236.2	and
236.4	Carol?
237.2	No.
237.4	Susan
237.6	will
237.8	be
238.0	there
238.2	too.
239.1	We've
239.3	got
239.5	dads.
239.7	We've
239.9	got
240.1	lesbians.
240.3	The
240.5	whole
240.7	parenting
240.9	team.
244.1	Well,
244.3	isn't
244.5	that
244.7	gonna
244.9	be
245.1	weird?
246.2	No.
246.4	It
246.6	might
246.8	have
247.0	been
247.2	at
247.4	first...
248.4	...but
248.6	now
248.8	I'm
249.0	comfortable
249.2	with
249.4	the
249.6	situation.
251.2	Ross,
251.4	that's
251.6	my
251.8	jacket.
252.0	I
252.2	know.
261.5	Hi.
261.7	We're
261.9	the
262.1	Rostens.
264.0	I'm
264.4	J.C.
264.9	And
265.1	he's
265.3	Michael.
267.0	And
267.2	we're
267.4	having
267.6	a
267.8	boy
268.0	and
268.2	a
268.4	girl.
271.0	Good
271.2	for
271.4	you.
271.6	Alrighty,
271.8	next?
274.9	Hi.
275.1	Um,
275.3	I'm,
275.5	uh...
275.7	Ahem.
277.3	I'm
277.5	Ross
277.7	Geller.
278.9	And,
279.1	uh,
279.3	that's
279.5	my
279.7	boy
279.9	in
280.1	there.
281.4	And,
281.4	uh,
281.4	this
281.4	is
281.4	Carol
281.4	Willick,
281.4	and
281.4	this
281.4	is
281.4	Susan
281.6	Bunch.
287.6	Susan
287.8	is,
288.0	um,
288.2	Carol's...
289.9	[MUMBLES]
295.7	Who's
295.9	next?
299.1	I'm
299.3	sorry,
299.5	Susan
299.7	is?
300.6	Susan
300.8	is
301.0	Carol's
301.2	friend.
301.4	Life
301.6	partner.
303.3	Like
303.5	buddies.
305.5	Like
305.7	lovers.
307.1	You
307.3	know
307.5	how
307.7	close
307.9	women
308.1	can
308.3	get.
310.6	Susan
310.8	and
311.0	I
311.2	live
311.4	together.
311.6	I
311.8	was
312.0	married
312.2	to
312.4	her.
313.1	Carol.
313.3	Not
313.5	me.
313.7	It's
313.9	a
314.1	little
314.3	complicated.
316.0	But
316.2	we're
316.4	fine.
316.6	Absolutely.
319.4	So,
319.6	twins.
319.8	Ha.
321.1	That's
321.3	like
321.5	two
321.7	births.
325.9	Ouch.
331.0	[INTERCOM
331.2	BUZZES]
332.8	[MIMICS
333.3	INTERCOM
333.8	BUZZING]
334.3	To
334.8	you
335.0	too,
335.2	Helen.
336.0	Nina
336.4	Bookbinder
336.9	is
337.1	here
337.3	to
337.5	see
337.7	you.
338.8	Oh.
339.0	Okay,
339.2	send
339.4	her
339.6	in.
345.3	Hi.
346.6	Hi,
346.8	Nina.
347.0	Come
347.2	on
347.4	in.
347.6	You
347.8	wanted
348.0	to
348.2	see
348.4	me?
349.0	Uh,
349.4	yes.
349.8	Uh,
350.2	I
350.4	was
350.6	just
350.8	going
351.0	over
351.2	your
351.4	data.
351.9	You've
352.2	been
352.5	postdating
352.8	your
353.0	Friday
353.2	numbers.
354.6	Which
354.8	is
355.0	bad,
355.2	because?
356.8	Well,
357.0	it
357.2	throws
357.4	my
357.6	WENUS
357.8	out
358.0	of
358.2	whack.
358.4	Ha,
358.6	ha.
359.8	Excuse
360.0	me?
361.6	WENUS.
361.8	Ahem.
363.1	Weekly
363.3	Estimated...
363.5	Oh,
363.7	Net
363.9	Usage
364.1	Statistics.
365.4	Right.
365.6	Gotcha,
365.8	gotcha.
367.5	Won't
367.7	happen
367.9	again.
368.1	I
368.3	wouldn't
368.5	want
368.7	to
368.9	do
369.1	anything
369.3	to
369.5	hurt
369.7	your...
371.7	...WENUS.
383.5	It's
383.7	not
383.9	just
384.1	that
384.3	she's
384.5	cute,
384.7	okay?
384.9	It's
385.1	just
385.3	that...
386.9	...she's
387.1	really,
387.3	really
387.5	cute.
389.6	It
389.8	doesn't
390.0	matter.
390.2	You
390.4	don't
390.6	dip
390.8	your
391.0	pen
391.2	in
391.4	the
391.6	company
391.8	ink.
396.7	Ross.
398.0	Your
398.2	little
398.4	creature's
398.6	got
398.8	the
399.0	remote
399.2	again.
401.7	Marcel.
401.9	Marcel,
402.1	give
402.3	Rossy
402.5	the
402.7	remote.
405.7	Marcel.
408.1	Marcel,
408.3	you
408.5	give
408.7	Rossy
408.9	the
409.1	remote
409.3	right
409.5	now.
414.8	You
415.0	give
415.2	Rossy
415.4	the
415.6	remote...
416.1	[CHARACTERS
416.3	SPEAKING
416.5	IN
416.7	SPANISH]
417.5	Great.
417.7	Relax.
417.9	I'll
418.1	fix
418.3	it.
422.4	Oh,
422.6	cool.
422.8	Urkel
423.0	in
423.2	Spanish
423.4	is
423.6	Urkel.
429.5	How
429.7	did
429.9	he
430.1	do
430.3	this?
432.5	So
432.5	tell
432.6	me,
432.6	is
432.7	leaving
432.7	the
432.9	Christmas
433.1	lights
433.3	up...
435.0	...part
435.2	of
435.4	your
435.6	plan
435.8	to
436.0	keep
436.2	us
436.4	merry
436.6	all
436.8	year
437.0	long?
437.8	No,
438.0	someone
438.2	was
438.4	supposed
438.6	to
438.8	take
439.0	them
439.2	down
439.4	around
439.6	New
439.8	Year's...
441.3	...but
441.5	obviously
441.7	someone
441.9	forgot.
443.6	Well,
443.9	someone
444.2	was
444.6	supposed
444.9	to
445.1	write:
