start_time	word
24.2	[CAR
24.4	HORNS
24.6	HONKING]
26.3	There's
26.5	nothing
26.7	to
26.9	tell.
27.1	It's
27.3	just
27.5	some
27.7	guy
27.9	I
28.1	work
28.3	with.
29.3	Come
29.5	on.
29.7	You're
29.9	going
30.1	out
30.3	with
30.5	a
30.7	guy.
31.6	There's
31.8	gotta
32.0	be
32.2	something
32.4	wrong
32.6	with
32.8	him.
34.4	So
34.6	does
34.8	he
35.0	have
35.2	a
35.4	hump
35.6	and
35.8	a
36.0	hair
36.2	piece?
38.7	Wait.
38.9	Does
39.1	he
39.3	eat
39.5	chalk?
41.4	I
41.6	don't
41.8	want
42.0	her
42.2	to
42.4	go
42.6	through
42.8	what
43.0	I
43.2	went
43.4	through
43.6	with
43.8	Carl.
44.0	Oh.
44.8	Okay,
45.0	everybody
45.2	relax.
45.4	This
45.6	is
45.8	not
46.0	even
46.2	a
46.4	date.
47.8	It's
48.0	just
48.2	two
48.4	people
48.6	going
48.8	out
49.0	to
49.2	dinner
49.4	and
49.6	not
49.8	having
50.0	sex.
51.0	Sounds
51.2	like
51.4	a
51.6	date
51.8	to
52.0	me.
55.4	I'm
55.6	back
55.8	in
56.0	high
56.2	school,
56.4	in
56.6	the
56.8	middle
57.0	of
57.2	the
57.4	cafeteria...
58.4	...and
58.6	I
58.8	realize
59.0	I'm
59.2	totally
59.4	naked.
62.0	Oh,
62.2	yeah.
62.4	I've
62.6	had
62.8	that
63.0	dream.
63.7	Then
63.9	I
64.1	look
64.3	down
64.5	and
64.7	I
64.9	realize
65.1	there
65.3	is
65.5	a
65.7	phone...
68.4	...there.
71.3	Instead
71.5	of...
71.7	That's
71.9	right!
73.4	No.
75.1	All
75.3	of
75.5	a
75.7	sudden,
75.9	the
76.1	phone
76.3	starts
76.5	to
76.7	ring.
79.4	And
79.6	it
79.8	turns
80.0	out
80.2	it's
80.4	my
80.6	mother.
82.9	Which
83.4	is
83.9	very,
84.3	very
84.8	weird
85.3	because
85.8	she
86.2	never
86.7	calls
87.2	me.
92.2	Hi.
95.1	This
95.3	guy
95.5	says
95.7	"""hello,"""
95.9	I
96.1	wanna
96.3	kill
96.5	myself.
98.6	Are
98.8	you
99.0	okay,
99.2	sweetie?
100.0	I
100.2	feel
100.4	like
100.6	someone
100.8	grabbed
101.0	my
101.2	small
101.4	intestine,
101.6	pulled
101.8	it
102.0	out
102.2	of
102.4	my
102.6	mouth...
104.8	...and
105.0	tied
105.2	it
105.4	around
105.6	my
105.8	neck.
106.0	Cookie?
109.7	Carol
109.9	moved
110.1	her
110.3	stuff
110.5	out
110.7	today.
111.4	Oh.
112.6	Let
112.8	me
113.0	get
113.2	you
113.4	some
113.6	coffee.
113.8	Thanks.
117.4	Ew.
117.6	Unh.
119.3	No.
119.5	No,
119.7	don't!
119.9	Stop
120.1	cleansing
120.3	my
120.5	aura.
123.6	Just
123.8	leave
124.0	my
124.2	aura
124.4	alone,
124.6	okay?
128.1	I'll
128.3	be
128.5	fine.
128.7	All
128.9	right?
129.1	Really.
129.3	I
129.5	hope
129.7	she'll
129.9	be
130.1	very
130.3	happy.
131.2	No,
131.4	you
131.6	don't.
131.8	No,
132.0	I
132.2	don't.
132.7	To
132.9	hell
133.2	with
133.4	her.
133.7	She
133.9	left
134.1	me!
135.5	And
135.7	you
135.9	never
136.1	knew
136.3	she
136.5	was
136.7	a
136.9	lesbian.
141.5	No!
141.7	Okay?
143.9	Why
144.1	does
144.3	everyone
144.5	keep
144.7	fixating
144.9	on
145.1	that?
148.3	She
148.5	didn't
148.7	know.
148.9	How
149.1	should
149.3	I
149.5	know?
152.9	Sometimes
153.1	I
153.3	wish
153.5	I
153.7	was
153.9	a
154.1	lesbian.
157.2	Did
157.4	I
157.6	say
157.8	that
158.0	out
158.2	loud?
161.1	All
161.3	right,
161.5	Ross.
161.7	Look,
161.9	you're
162.1	feeling
162.3	a
162.5	lot
162.7	of
162.9	pain
163.1	right
163.3	now.
165.4	You're
165.6	angry.
165.8	You're
166.0	hurting.
168.1	Can
168.3	I
168.5	tell
168.7	you
168.9	what
169.1	the
169.3	answer
169.5	is?
170.5	Strip
170.7	joints!
173.9	Come
174.1	on,
174.3	you're
174.5	single.
174.7	Have
174.9	some
175.1	hormones.
176.5	See,
176.7	but
176.9	I
177.1	don't
177.3	want
177.5	to
177.7	be
177.9	single,
178.1	okay?
179.0	I
179.2	just
179.4	wanna
179.6	be
179.8	married
180.0	again.
186.3	And
186.5	I
186.7	just
186.9	want
187.1	a
187.3	million
187.5	dollars!
190.5	Rachel?
191.8	Oh,
192.0	God,
192.2	Monica!
192.4	Hi!
192.6	Thank
192.8	God!
194.7	I
194.9	went
195.1	to
195.3	your
195.5	building
195.7	and
195.9	this
196.1	guy
196.3	with
196.5	a
196.7	hammer
196.9	said...
198.0	...that
198.2	you
198.4	might
198.6	be
198.8	here,
199.0	and
199.2	you
199.4	are.
200.5	Can
200.7	I
200.9	get
201.1	you
201.3	some
201.5	coffee?
201.7	Decaf.
204.6	Okay,
204.8	everybody,
205.0	this
205.2	is
205.4	Rachel,
205.6	another
205.8	Lincoln
206.0	High
206.2	survivor.
208.8	This
209.0	is
209.2	everybody.
209.4	This
209.6	is
209.8	Chandler
210.0	and
210.2	Phoebe...
211.4	...and
211.6	Joey.
211.8	And
212.0	remember
212.2	my
212.4	brother,
212.6	Ross?
213.9	Sure!
214.1	Hey.
215.2	Hi.
215.4	Oh,
215.6	God.
223.3	[SIGHS]
224.9	So
225.1	you
225.3	wanna
225.5	tell
225.7	us
225.9	now,
226.1	or
226.3	are
226.5	we
226.7	waiting
226.9	for
227.1	four
227.3	wet
227.5	bridesmaids?
230.7	Oh,
230.8	God!
231.0	Well,
231.1	it
231.3	started
231.4	about
231.6	a
231.8	half-hour
232.0	before
232.2	the
232.4	wedding.
236.1	I
236.2	was
236.2	in
236.3	this
236.3	room
236.4	with
236.4	all
236.5	the
236.7	presents...
238.4	...and
238.6	I
238.8	was
239.0	looking
239.2	at
239.4	this
239.6	gravy
239.8	boat.
240.5	This
240.7	really
240.9	gorgeous
241.1	Limoges
241.3	gravy
241.5	boat.
244.1	When
244.3	all
244.5	of
244.7	a
244.9	sudden...
245.1	Sweet
245.3	'N
245.5	Low?
246.1	I
246.3	realized...
248.4	...I
248.6	was
248.8	more
249.0	turned
249.2	on
249.4	by
249.6	this
249.8	gravy
250.0	boat
250.2	than
250.4	by
250.6	Barry.
252.4	Then
252.6	I
252.8	got
253.0	really
253.2	freaked
253.4	out,
253.6	and
253.8	that's
254.0	when
254.2	it
254.4	hit
254.6	me:
255.7	How
255.9	much
256.1	Barry
256.3	looks
256.5	like
256.7	Mr.
256.9	Potato
257.1	Head.
258.9	You
259.1	know,
259.3	I
259.5	mean,
259.7	I
259.9	always
260.1	knew
260.3	he
260.5	looked
260.7	familiar,
260.9	but...
264.3	Anyway,
264.5	I
264.7	just
264.9	had
265.1	to
265.3	get
265.5	out
265.7	of
265.9	there,
266.1	and
266.3	I
266.5	started
266.7	wondering:
267.9	"""Why"
268.1	am
268.3	I
268.5	doing
268.7	"this?"""
268.9	And
269.1	"""Who"
269.3	am
269.5	I
269.7	doing
269.9	this
270.1	"for?"""
271.6	Anyway,
271.8	I
272.0	just
272.2	didn't
272.4	know
272.6	where
272.8	to
273.0	go,
273.2	and
273.4	I
273.6	know
273.8	you
274.0	and
274.2	I
274.4	have
274.6	drifted
274.8	apart...
276.2	...but
276.4	you're
276.6	the
276.8	only
277.0	person
277.2	I
277.4	know
277.6	in
277.8	the
278.0	city.
279.3	Who
279.5	wasn't
279.7	invited
279.9	to
280.1	the
280.3	wedding.
281.3	Oh,
281.5	I
281.7	was
281.9	kind
282.1	of
282.3	hoping
282.5	that
282.7	wouldn't
282.9	be
283.1	an
283.3	issue.
291.5	[SPEAKING
291.7	IN
291.9	SPANISH
292.1	ON
292.3	TV]
298.4	I'm
298.6	guessing
298.8	he
299.0	bought
299.2	her
299.4	the
299.6	big
299.8	pipe
300.0	organ...
301.1	...and
301.3	she's
301.5	really
301.7	not
301.9	happy
302.1	about
302.3	it.
304.8	Daddy,
305.0	I
305.2	just...
305.4	I
305.6	can't
305.8	marry
306.0	him.
308.0	I'm
308.2	sorry.
311.3	I
311.5	just
311.7	don't
311.9	love
312.1	him.
313.2	Well,
313.4	it
313.6	matters
313.8	to
314.0	me.
318.3	She
318.5	should
318.7	not
318.9	be
319.1	wearing
319.3	those
319.5	pants.
321.9	I
322.1	say
322.3	push
322.5	her
322.7	down
322.9	the
323.1	stairs.
324.1	Push
324.3	her
324.5	down
324.7	the
324.9	stairs!
325.1	Push
325.3	her
325.5	down
325.7	the
325.9	stairs!
327.7	[ALL
327.9	CHEER
328.1	AND
328.3	APPLAUD]
331.6	Come
331.8	on,
332.0	Daddy,
332.2	listen
332.4	to
332.6	me!
333.8	It's
334.0	like
334.2	all
334.4	of
334.6	my
334.8	life,
335.0	everyone's
335.2	always
335.4	told
335.6	me,
335.8	"""You're"
336.0	a
336.2	shoe!
338.5	You're
338.7	a
338.9	shoe!
339.1	You're
339.3	a
339.5	shoe!
339.7	You're
339.9	a
340.1	"shoe!"""
340.8	Then
341.0	today
341.2	I
341.4	stopped
341.6	and
341.8	said,
342.0	"""What"
342.2	if
342.4	I
342.6	don't
342.8	wanna
343.0	be
343.2	a
343.4	shoe?
344.2	What
344.4	if
344.6	I
344.8	wanna
345.0	be
345.2	a
345.4	purse?
345.6	You
345.8	know?
347.5	Or
347.7	a
347.9	"hat?"""
350.2	I
350.4	don't
350.6	want
350.8	you
351.0	to
351.2	buy
351.4	me
351.6	a
351.8	hat,
352.0	I
352.2	am
352.4	a
352.6	hat.
352.9	It's
353.1	a
353.3	metaphor,
353.5	Daddy!
356.9	You
357.1	can
357.3	see
357.5	where
357.7	he'd
357.9	have
358.1	trouble.
362.0	Look,
362.2	Daddy,
362.4	it's
362.6	my
362.8	life.
365.2	Well,
365.4	maybe
365.6	I'll
365.8	just
366.0	stay
366.2	here
366.4	with
366.6	Monica.
370.6	I
370.8	guess
371.0	we've
371.2	established
371.4	she's
371.6	staying
371.8	with
372.0	Monica.
375.2	Well,
375.4	maybe
375.6	that's
375.8	my
376.0	decision.
378.6	Well,
378.8	maybe
379.0	I
379.2	don't
379.4	need
379.6	your
379.8	money.
381.0	Wait!
381.2	Wait!
381.4	I
381.6	said
381.8	maybe!
390.2	Okay.
390.4	Just
390.6	breathe,
390.8	that's
391.0	it.
392.7	Just
392.9	try
393.1	to
393.3	think
393.5	of
393.7	nice,
393.9	calm
394.1	things.
395.3	[SINGING]
395.5	Raindrops
395.7	on
395.9	roses
396.1	And
396.3	whiskers
396.5	on
396.7	kittens
399.6	Doorbells
399.8	and
400.0	sleigh
400.2	bells
400.4	And
400.6	something
400.8	with
401.0	mittens
404.3	La
404.5	la
404.7	la
404.9	something
405.1	With
405.3	string
407.8	I'm
408.0	all
408.2	better
408.4	now.
411.5	I
411.7	helped.
415.2	Look,
415.4	this
415.6	is
415.9	probably
416.1	for
416.3	the
416.5	best,
416.7	you
416.9	know?
417.9	Independence.
418.1	Taking
418.3	control
418.5	of
418.7	your
418.9	life.
420.6	And,
420.8	hey,
421.0	if
421.2	you
421.4	need
421.6	anything,
421.8	you
422.0	can
422.2	always
422.4	come
422.6	to
422.8	Joey.
425.1	Me
425.3	and
425.5	Chandler
425.7	live
425.9	right
426.1	across
426.3	the
426.5	hall.
426.7	And
426.9	he's
427.1	away
427.3	a
427.5	lot.
430.4	Joey,
430.6	stop
430.8	hitting
431.0	on
431.2	her.
431.4	It's
431.6	her
431.8	wedding
432.0	day.
433.2	What?
433.4	Like
433.6	there's
433.8	a
434.0	rule
434.2	or
434.4	something?
435.8	[INTERCOM
436.0	BUZZES]
437.7	Please
437.9	don't
438.1	do
438.3	that
438.5	again.
438.7	It's
438.9	a
439.1	horrible
439.3	sound.
441.4	Uh,
441.6	it's
441.8	Paul.
442.0	Buzz
442.2	him
442.4	in.
444.1	Who's
444.3	Paul?
444.5	Paul,
444.7	the
444.9	wine
445.1	guy,
445.3	Paul?
446.6	Maybe.
447.8	Wait
448.0	a
448.2	minute.
448.4	Your
448.6	"""not"
448.8	a
449.0	real
449.2	"date"""
449.4	is
449.6	with
449.8	Paul,
450.0	the
450.2	wine
450.4	guy?
451.4	He
451.6	finally
451.8	asked
452.0	you
452.2	out?
452.4	Yes.
453.3	Ooh.
453.5	This
453.7	is
453.9	a
454.1	"""Dear"
454.3	"Diary"""
454.5	moment.
456.6	Rach,
456.8	wait,
457.0	I
457.2	can
457.4	cancel.
458.4	Please,
458.9	no.
459.5	Go,
460.0	I'll
460.2	be
460.4	fine.
460.4	Ross,
462.4	are
464.4	you
466.4	okay?
468.4	I
470.4	mean,
472.4	do
474.4	you
476.4	want
478.4	me
480.4	to
482.4	stay?
464.9	That'd
465.1	be
465.3	good.
467.4	Really?
467.6	No,
467.8	go
468.0	on!
468.2	It's
468.4	Paul,
468.6	the
468.8	wine
469.0	guy.
471.4	[KNOCKING
471.6	ON
471.8	DOOR]
475.0	Hi,
475.2	come
475.4	in.
475.6	Paul,
475.8	this
476.0	is...
478.3	...everybody.
478.5	Everybody,
478.7	this
478.9	is
479.1	Paul.
481.3	Paul,
481.5	the
481.7	wine
481.9	guy.
482.6	Wine
482.8	guy.
483.0	I
483.2	didn't
483.4	catch
483.6	your
483.8	name.
484.0	Paul,
484.2	was
484.4	it?
486.8	Okay.
487.0	Sit
487.2	down.
487.4	Two
487.6	seconds.
487.8	Okay.
489.9	[MOUTHING]
493.6	Ooh,
493.8	I
494.0	just
494.2	pulled
494.4	out
494.6	four
494.8	eyelashes.
495.0	That
495.2	can't
495.4	be
495.6	good.
499.2	So,
499.4	Rachel,
499.6	what
499.8	are
500.0	you
500.2	up
500.4	to
500.6	tonight?
501.6	Well,
501.8	I
502.0	was
502.2	supposed
502.4	to
502.6	be
502.8	headed
503.0	for
503.2	Aruba
503.4	on
503.6	my
503.8	honeymoon...
505.6	...so,
505.8	nothing.
509.1	Right.
509.3	You're
509.5	not
509.7	even
509.9	getting
510.1	your
510.3	honeymoon.
511.6	God.
511.8	No,
512.0	no.
512.2	Although,
512.4	Aruba.
512.6	Heh.
512.8	This
513.0	time
513.2	of
513.4	year?
513.6	Eh.
515.7	Talk
516.1	about
516.5	your...
518.5	...big
518.7	lizards.
524.3	Anyway,
524.5	if
524.7	you
524.9	don't
525.1	feel
525.3	like
525.5	being
525.7	alone
525.9	tonight...
527.2	...Joey
527.4	and
527.6	Chandler
527.8	are
528.0	helping
528.2	me
528.4	with
528.6	my
528.8	furniture.
530.2	Yes,
530.4	and
530.6	we're
530.8	very
531.0	excited
531.2	about
531.4	it.
533.6	Actually,
533.8	thanks,
534.0	but
534.2	I'm
534.4	just
534.6	gonna
534.8	hang
535.0	out
535.2	here
535.4	tonight.
537.1	It's
537.3	been
537.5	a
537.7	long
537.9	day.
538.1	Oh,
538.3	sure.
538.5	Okay.
538.7	Sure.
539.3	Hey,
539.5	Pheebs,
539.7	you
539.9	wanna
540.1	help?
541.0	Oh,
541.2	I
541.4	wish
541.6	I
541.8	could,
542.0	but
542.2	I
542.4	don't
542.6	want
542.8	to.
551.2	I'm
551.7	supposed
552.3	to
552.8	attach
553.4	a
553.9	bracket-y
554.4	thing
555.0	to
555.5	the
555.7	side
555.9	things...
555.8	...using
556.0	a
556.2	bunch
556.4	of
556.6	these
556.8	little
557.0	worm
557.2	guys.
559.8	I
560.0	have
560.2	no
560.4	bracket-y
560.6	thing,
560.8	I
561.0	see
561.2	no
561.4	worm
561.6	guys
561.8	whatsoever...
564.7	...and
564.9	I
565.1	cannot
565.3	feel
565.5	my
565.7	legs.
569.3	What's
569.5	this?
570.6	I
570.8	have
571.0	no
571.2	idea.
575.5	Done
575.7	with
575.9	the
576.1	bookcase.
576.3	All
576.5	finished.
581.5	This
581.7	was
581.9	Carol's
582.1	favorite
582.3	beer.
585.4	She
585.6	always
585.8	drank
586.0	it
586.2	out
586.4	of
586.6	the
586.8	can.
587.0	I
587.2	should
587.4	have
587.6	known.
588.2	Hey.
588.4	Ross,
588.6	let
588.8	me
589.0	ask
589.2	you
589.4	a
589.6	question.
591.6	She
591.8	got
592.0	the
592.2	furniture,
592.4	the
592.6	stereo,
592.8	the
593.0	good
593.2	TV.
596.0	What
596.2	did
596.4	you
596.6	get?
597.3	You
597.5	guys.
598.5	Oh,
598.7	God.
598.9	Oh,
599.1	my
599.3	God.
599.5	You
599.7	got
599.9	screwed.
600.8	Oh,
601.0	my
601.2	God.
601.4	I
601.6	know,
601.8	I
602.0	know.
602.2	I'm
602.4	such
602.6	an
602.8	idiot.
605.7	I
605.9	should've
606.1	caught
606.3	on
606.5	when
606.7	she
606.9	went
607.1	to
607.3	the
607.5	dentist
607.7	four
607.9	and
608.1	five
608.3	times
608.5	a
608.7	week.
610.4	I
610.6	mean,
610.8	how
611.0	clean
611.2	can
611.4	teeth
611.6	get?
612.8	My
613.0	brother's
613.2	going
613.4	through
613.6	that.
613.8	He's
614.0	such
614.2	a
614.4	mess.
615.3	How
615.5	did
615.7	you
615.9	get
616.1	through
616.3	it?
617.2	He
617.4	might
617.6	try
617.8	accidentally
618.0	breaking
618.2	something
618.4	valuable
618.6	of
618.8	hers.
620.9	Say
621.1	her...
621.3	Leg?
622.6	Heh.
622.7	That's
622.8	one
622.9	way
622.9	of
623.0	going
623.1	through
623.2	it,
623.4	yeah.
625.1	Me,
625.3	I
625.5	went
625.7	for
625.9	the
626.1	watch.
627.1	You
627.3	actually
627.5	broke
627.7	her
627.9	watch?
628.1	Mm.
629.6	Barry,
629.8	I'm
630.0	sorry.
630.2	I
630.4	am
630.6	so
630.8	sorry.
632.9	You
633.1	probably
633.3	think
633.5	it's
633.7	about
633.9	making
634.1	love
634.3	with
634.5	your
634.7	socks
634.9	on,
635.1	but
635.3	it
635.5	isn't.
638.0	It
638.2	isn't,
638.4	it's
638.6	about
638.8	me.
639.0	And
639.2	I...
641.0	[SIGHS]
647.9	Hi.
648.1	Machine
648.3	cut
648.5	me
648.7	off
648.9	again.
649.1	Anyway...
652.8	You
653.0	know
653.2	what's
653.4	scary?
653.6	What
653.8	if
654.0	there's
654.2	only
654.4	one
654.6	woman
654.8	for
655.0	everybody?
657.1	I
657.8	mean,
658.4	what
659.1	if
659.7	you
659.9	get
660.1	one
660.3	woman,
660.5	and
660.7	that's
660.9	it?
660.6	Unfortunately,
662.3	in
664.0	my
664.2	case,
664.4	there
664.6	was
664.8	only
665.0	one
665.2	woman
665.4	for
665.6	her.
665.9	What
666.1	are
666.3	you
666.6	talking
666.8	about?
667.0	One
667.2	woman.
669.7	That's
669.9	like
670.1	saying
670.3	there's
670.5	only
670.7	one
670.9	flavor
671.1	of
671.3	ice
671.5	cream
671.7	for
671.9	you.
673.5	Let
675.5	me
677.5	tell
679.5	you
681.5	something,
683.5	Ross.
685.5	There's
687.5	lots
689.5	of
691.5	flavors
693.5	out
695.5	there.
677.5	There's
677.7	rocky
677.9	road
678.1	and
678.3	cookie
678.5	dough
678.7	and
678.9	bing
679.1	cherry
679.3	vanilla.
682.5	You
682.7	can
682.9	get
683.1	them
683.3	with
683.5	jimmies
683.7	or
683.9	nuts
684.1	or
684.3	whipped
684.5	cream.
687.3	This
687.5	is
687.7	the
687.9	best
688.1	thing
688.3	that
688.5	ever
688.7	happened
688.9	to
689.1	you.
690.1	You
690.3	got
690.5	married.
690.7	You
690.9	were
691.1	like,
691.3	what,
691.5	8?
695.0	Welcome
695.2	back
695.4	to
695.6	the
695.8	world.
696.0	Grab
696.2	a
696.4	spoon.
699.1	I
699.3	honestly
699.5	don't
699.7	know
699.9	if
700.1	I'm
700.3	hungry
700.5	or
700.7	horny.
702.1	Then
702.3	stay
702.5	out
702.7	of
702.9	my
703.1	freezer.
707.3	Ever
707.5	since
707.7	she
707.9	walked
708.1	out
708.3	on
708.5	me,
708.7	I...
711.0	What?
711.2	What?
713.2	You
713.4	wanna
713.6	spell
713.8	it
714.0	out
714.2	with
714.4	noodles?
715.2	No,
715.4	it's
715.6	more
715.8	of
716.0	a
716.2	fifth
716.4	date
716.6	kind
716.8	of
717.0	revelation.
719.6	Oh,
719.8	so
720.0	there's
720.2	gonna
720.4	be
720.6	a
720.8	fifth
721.0	date?
724.2	Isn't
724.4	there?
726.0	Yeah,
726.2	yeah.
726.4	I
726.6	think
726.8	there
727.0	is.
730.0	What
730.2	were
730.4	you
730.6	gonna
730.8	say?
733.4	Well...
733.6	Er,
733.8	uh...
736.7	Ever
736.9	since
737.1	she
737.3	left
737.5	me,
737.7	um...
740.0	...I
740.2	haven't
740.4	been
740.6	able
740.8	to
741.0	perform...
743.6	...sexually.
747.6	Oh,
747.8	God!
748.0	Oh,
748.2	God!
748.4	I
748.6	am
748.8	so...
749.4	I'm
749.6	so
749.8	sorry.
750.0	It's
750.2	okay.
750.8	Being
751.0	spit
751.2	on
751.4	is
751.6	probably
751.8	not
752.0	what
752.2	you
752.4	need
752.6	right
752.8	now.
754.4	Um...
756.4	How
756.6	long?
758.1	Two
758.3	years.
759.9	Wow!
761.8	I'm
762.0	glad
762.2	you
762.4	smashed
762.6	her
762.8	watch.
766.7	So
766.9	you
767.1	still
767.3	think
767.5	you
767.7	might
767.9	want
768.1	that
768.3	fifth
768.5	date?
773.1	Yeah.
774.8	Yeah,
775.0	I
775.2	do.
777.9	I,
778.1	Joanie,
778.3	take
778.5	you,
778.7	Charles,
778.9	as
779.1	my
779.3	lawful
779.5	husband.
781.6	Do
782.4	you
782.6	take
782.8	Joanie...?
783.0	Oh!
783.2	See.
785.0	But
785.2	Joanie
785.4	loved
785.6	Chachi.
785.8	That's
786.0	the
786.2	difference.
791.7	"""Grab"
791.9	a
792.1	"spoon."""
793.4	Do
793.6	you
793.8	know
794.0	long
794.2	it's
794.4	been
794.6	since
794.8	I
795.0	grabbed
795.2	a
795.4	spoon?
796.4	Do
796.6	the
796.9	words,
797.1	"""Billy,"
797.3	don't
797.6	be
797.8	a
798.1	"hero,"""
798.3	mean
798.5	anything
798.8	to
799.0	you?
801.5	You
803.5	know,
805.5	here's
807.5	the
809.5	thing.
811.5	Even
813.5	if
815.5	I
817.5	could
819.5	get
821.5	it
823.5	together
825.5	enough...
806.2	...to
806.7	ask
807.1	a
807.3	woman
807.5	out...
809.2	...who
809.4	am
809.6	I
809.8	gonna
810.0	ask?
832.9	Isn't
833.1	this
833.3	amazing?
834.5	I
834.7	mean,
834.9	I
835.1	have
835.3	never
835.5	made
835.7	coffee
835.9	before
836.1	in
836.3	my
836.5	life.
837.0	That
837.2	is
837.4	amazing.
837.6	Congratulations.
839.7	While
839.9	you're
840.1	on
840.3	a
840.5	roll,
840.7	if
840.9	you
841.1	feel
841.3	like
841.5	you
841.7	gotta
841.9	make
842.1	a
842.3	Western
842.5	omelet
842.7	or
842.9	something...
847.3	Although,
847.5	actually
847.7	I'm
847.9	really
848.1	not
848.3	that
848.5	hungry
848.7	this
848.9	morning.
851.7	Good
851.9	morning.
853.2	Morning.
855.8	Morning,
856.0	Paul.
858.1	Hello,
858.3	Paul.
858.5	Hi.
858.7	Paul,
858.9	is
859.1	it?
866.1	I
866.3	had
866.5	a
866.7	really
866.9	great
867.1	time
867.3	last
867.5	night.
868.4	Thank
868.6	you.
868.8	Thank
869.0	you
869.2	so
869.4	much.
870.9	We'll
871.1	talk
871.3	later,
871.5	okay?
871.7	Yeah.
878.5	Thank
878.7	you.
886.2	That
886.4	wasn't
886.6	a
886.8	real
887.0	date.
889.7	What
889.9	the
890.1	hell
890.3	do
890.4	you
890.6	do
890.8	on
891.0	a
891.2	real
891.4	date?
893.4	Okay.
897.0	All
897.2	right,
897.4	kids,
897.6	I
897.8	gotta
898.0	get
898.2	to
898.4	work.
899.1	If
899.3	I
899.5	don't
899.7	input
899.9	those
900.1	numbers,
900.3	it
900.5	doesn't
900.7	make
900.9	much
901.1	of
901.3	a
901.5	difference.
907.6	So,
907.8	like,
908.0	you
908.2	guys
908.4	all
908.6	have
908.8	jobs?
910.6	Yeah,
910.8	we
911.0	all
911.2	have
911.4	jobs.
912.4	See,
912.6	that's
912.8	how
913.0	we
913.2	buy
913.4	stuff.
916.7	Yeah,
916.9	I'm
917.1	an
917.3	actor.
918.2	Wow.
918.4	Would
918.6	I
918.8	have
919.0	seen
919.2	you
919.4	in
919.6	anything?
920.6	Oh,
921.2	I
921.7	doubt
922.3	it.
922.5	Mostly
922.7	regional
922.9	work.
923.2	Unless
923.4	you
923.6	happened
923.8	to
924.0	catch
924.2	the
924.4	Wee
924.6	One's
924.8	production
925.0	of
925.2	Pinocchio.
927.0	"""Look,"
927.2	Geppeto.
927.4	I'm
927.6	a
927.8	real
928.0	live
928.2	"boy."""
932.4	I
932.6	will
932.8	not
933.0	take
933.2	this
933.4	abuse.
934.3	You're
934.5	right.
934.7	I'm
934.9	sorry.
936.7	[SINGING]
936.9	Once
937.1	I
937.3	was
937.5	a
937.7	wooden
937.9	boy
938.1	A
938.3	little
938.5	wooden
938.7	boy
943.5	So
943.7	how
943.9	are
944.1	you
944.3	doing
944.5	today?
944.7	Did
944.9	you
945.1	sleep
945.3	okay?
946.0	Did
946.2	you
946.4	talk
946.6	to
946.8	Barry?
947.0	I
947.2	can't
947.4	stop
947.6	smiling.
950.1	I
950.2	can
950.3	see
950.4	that.
951.4	You
952.5	look
953.5	like
953.7	you
953.9	slept
954.1	with
954.3	a
954.5	hanger
954.7	in
954.9	your
955.1	mouth.
961.1	I
962.0	know.
962.2	He's
962.4	just
962.6	so...
962.9	Remember
963.1	you
963.3	and
963.5	Tony
963.7	De
963.9	Marco?
964.7	Oh,
964.9	yeah.
965.1	Well,
965.3	it's
965.5	like
965.7	that.
965.9	With
966.1	feelings.
969.5	Oh,
969.7	wow,
969.9	are
970.1	you
970.3	in
970.5	trouble!
971.9	Okay,
972.1	okay.
972.3	I
972.5	am
972.7	just
972.9	going
973.1	to
973.3	get
973.5	up,
973.7	go
973.9	to
974.1	work...
975.8	...and
976.0	not
976.2	think
976.4	about
976.6	him
976.8	all
977.0	day.
978.7	Or
978.9	else
979.1	I'm
979.3	just
979.5	gonna
979.7	get
979.9	up
980.1	and
980.3	go
980.5	to
980.7	work.
981.8	Oh,
982.0	wish
982.2	me
982.4	luck!
982.6	What
982.8	for?
983.7	I'm
983.9	gonna
984.1	go
984.3	get
984.5	one
984.7	of
984.9	those
985.1	job
985.3	things.
994.9	Hey,
995.1	Monica.
995.3	Hey,
995.5	Franny.
995.7	Welcome
995.9	back.
997.7	How
997.9	was
998.1	Florida?
999.4	You
999.6	had
999.8	sex,
1000.0	didn't
1000.2	you?
1002.6	How
1002.8	do
1003.0	you
1003.2	do
1003.4	that?
1004.8	So,
1005.0	who?
1005.2	You
1005.4	know
