h	w	p
215	359	1
212	358	1
227	361	1
225	359	2
221	357	2
102	451	4
102	451	4
100	451	3
104	456	3
112	464	4
118	473	2
120	482	2
126	491	2
142	511	2
142	512	2
146	515	2
148	516	2
150	518	2
150	518	2
152	519	1
153	520	1
154	519	1
155	520	1
155	521	1
156	523	1
156	523	1
157	524	1
158	525	1
158	525	1
158	525	1
157	525	1
157	525	1
157	527	1
156	527	1
155	525	1
154	525	1
155	524	1
155	524	1
155	524	1
154	524	1
154	524	1
155	524	1
156	523	1
156	523	1
156	523	1
156	522	1
156	521	1
155	520	1
153	518	1
152	515	1
152	514	1
152	511	1
150	506	1
150	501	1
150	497	1
150	496	1
152	491	1
152	487	1
152	487	1
152	484	1
152	483	1
154	482	1
154	482	1
154	482	1
156	482	1
156	482	1
156	482	1
156	482	1
156	482	1
156	482	1
158	482	1
158	482	1
158	482	1
158	483	1
158	484	1
158	487	1
158	488	1
158	489	1
156	491	1
155	493	1
154	496	1
154	497	1
152	500	1
150	502	1
150	505	1
148	506	1
148	509	1
150	511	1
150	512	1
148	514	1
148	515	1
150	516	1
152	517	1
152	518	1
152	518	1
152	518	1
152	518	1
151	517	1
151	517	1
151	516	1
151	516	1
151	516	1
150	516	1
146	515	1
146	515	1
146	515	1
144	514	1
144	513	1
142	512	1
142	511	1
144	511	1
144	510	1
144	510	1
144	509	1
144	509	1
143	507	1
142	506	1
142	505	1
142	505	1
142	503	1
142	502	1
140	500	1
142	500	1
140	497	1
140	496	1
138	494	1
140	494	1
140	493	1
140	492	1
142	492	1
142	491	1
144	491	1
146	491	1
146	489	1
146	488	1
146	487	1
148	487	1
150	487	1
150	487	1
150	487	1
150	487	1
150	487	1
150	484	1
148	483	1
148	482	1
148	482	1
148	482	1
148	482	1
146	480	1
148	482	1
148	482	1
149	482	1
148	482	1
148	482	1
148	482	1
148	482	1
148	482	1
150	482	1
150	482	1
150	483	1
152	485	1
154	487	2
156	491	2
158	496	2
160	500	2
128	246	2
128	246	2
126	246	2
126	247	2
124	247	2
124	247	2
124	248	1
124	249	1
122	249	1
122	249	1
122	249	1
122	249	1
122	249	1
122	249	1
122	250	1
122	249	1
122	249	1
122	249	1
122	249	1
122	249	1
120	249	1
122	249	1
122	249	1
122	249	1
122	250	1
122	250	1
122	251	1
122	251	1
122	251	1
124	252	1
122	251	1
122	251	1
122	251	1
122	250	1
122	250	1
122	249	1
122	248	1
120	247	1
120	246	1
120	244	1
120	242	1
120	240	1
120	238	1
120	237	2
122	235	2
122	233	2
122	232	2
124	230	2
124	229	1
126	228	1
126	227	1
128	225	1
128	225	1
128	225	1
130	224	1
130	224	1
130	224	1
130	224	1
132	223	1
132	223	1
132	224	1
132	225	1
132	225	1
132	228	1
134	229	1
134	231	2
136	233	2
136	234	2
138	237	2
138	238	2
140	240	2
140	241	2
142	242	2
142	243	2
144	483	2
144	482	2
144	482	2
144	482	2
144	482	2
144	482	2
144	482	2
146	482	2
146	482	2
146	482	2
146	482	2
150	485	2
150	487	2
150	487	2
150	488	2
150	489	2
152	491	2
152	493	2
152	494	2
152	496	2
152	496	2
152	497	2
154	500	2
153	500	2
152	501	2
150	502	2
150	503	2
148	503	2
148	505	2
146	505	2
146	505	2
146	506	2
146	506	2
144	506	2
144	507	2
144	509	2
144	509	2
144	509	2
143	509	2
144	510	2
144	510	2
144	510	2
144	511	2
144	511	2
144	511	2
146	511	2
146	511	2
146	511	2
146	512	2
146	512	2
147	512	2
147	512	2
148	513	2
147	513	2
147	512	2
148	512	2
148	512	2
148	512	2
148	512	2
148	512	2
148	512	2
148	512	2
147	513	2
147	513	2
147	513	2
146	513	2
146	512	1
146	512	1
146	512	1
146	512	1
146	512	1
146	512	1
146	512	1
146	511	1
145	511	1
144	511	1
144	511	1
144	510	1
144	510	1
144	510	1
144	509	1
146	509	1
146	509	1
146	507	1
146	507	1
146	506	1
148	505	1
148	505	1
148	503	1
148	502	1
147	501	1
148	500	2
148	498	2
148	497	2
148	496	2
146	493	2
146	491	2
146	489	2
146	487	2
146	485	2
148	483	2
148	480	2
148	478	2
148	475	2
149	473	2
150	469	3
160	202	4
161	201	4
162	198	3
163	198	3
257	319	3
257	319	3
258	319	4
259	319	4
259	320	4
259	321	4
259	321	4
259	321	4
259	321	4
259	321	4
259	321	4
258	321	4
257	321	4
257	321	4
257	321	4
257	321	4
257	321	4
257	321	3
257	321	3
257	321	3
257	321	3
255	319	3
255	319	3
255	319	3
255	319	3
256	321	3
256	321	2
257	322	2
257	322	2
257	322	2
257	322	2
257	322	2
257	322	2
257	322	2
257	321	2
256	321	2
256	321	2
256	321	2
257	322	3
257	322	3
257	322	3
257	322	3
154	195	3
152	193	3
150	193	3
150	193	2
148	193	2
148	193	2
146	193	2
145	193	2
144	193	2
144	193	2
142	193	2
142	192	1
142	192	1
142	191	1
142	191	1
142	189	1
142	189	1
142	189	1
141	189	1
140	188	1
140	187	1
139	187	1
138	184	1
138	184	1
136	184	1
136	183	1
136	183	1
134	184	3
132	182	3
132	180	3
132	180	3
132	179	3
132	178	3
132	178	3
132	177	3
132	177	3
134	178	2
132	177	3
134	177	2
134	175	2
136	175	2
138	175	2
138	174	2
139	171	2
140	171	2
140	170	2
140	169	2
140	169	2
140	168	2
138	166	2
138	166	2
138	166	2
138	165	1
138	165	1
138	164	1
136	162	1
134	164	1
134	162	1
130	165	1
128	166	2
201	397	2
202	397	2
205	401	1
209	401	1
211	401	1
211	401	1
211	401	1
212	401	1
215	410	1
219	419	2
223	420	2
225	424	2
229	430	3
138	319	2
138	319	2
136	323	3
138	328	4
148	353	3
144	353	3
146	365	3
146	370	3
259	328	3
148	351	3
140	359	3
134	370	3
130	374	3
130	379	3
130	374	2
128	374	2
132	370	2
136	371	2
142	370	2
142	370	2
140	366	2
140	361	2
140	353	2
136	346	2
138	342	1
156	349	1
192	328	3
207	315	2
211	310	2
211	310	2
213	315	2
215	319	2
215	319	3
217	319	3
215	319	2
357	363	3
361	361	2
196	383	2
196	383	2
199	384	2
198	388	2
194	388	2
194	388	2
194	392	2
193	392	2
191	394	1
192	394	1
191	394	1
187	397	3
192	536	3
215	554	3
217	557	1
215	557	1
215	557	1
213	556	1
213	557	1
213	557	1
213	557	1
213	559	1
213	559	1
213	559	1
213	559	1
212	559	1
212	559	1
213	559	1
214	559	2
215	557	2
214	554	2
214	550	2
214	547	2
217	545	2
219	541	2
138	166	2
138	169	2
138	170	2
140	171	2
140	171	2
219	528	2
219	527	2
219	525	2
140	175	2
217	523	2
216	520	2
217	518	2
216	518	2
216	518	2
136	180	2
134	180	2
134	180	3
132	182	3
138	503	4
136	503	3
136	503	3
136	503	5
134	503	6
158	442	6
158	440	6
158	439	6
158	438	6
166	305	5
166	305	5
168	305	5
168	305	5
168	305	4
168	305	4
166	305	4
166	305	5
166	304	5
227	383	4
227	383	4
227	383	3
228	383	3
228	383	3
227	383	3
227	383	3
227	383	3
227	384	3
227	384	3
227	385	3
228	385	3
228	385	3
228	385	3
228	385	3
228	385	3
228	385	3
156	309	3
156	308	3
156	308	3
156	306	4
156	306	3
154	306	3
154	306	2
154	306	2
154	306	1
154	306	1
154	306	2
156	305	2
154	305	2
154	305	2
158	304	2
160	303	2
239	383	2
239	383	2
241	383	2
243	379	2
243	379	2
239	374	3
237	370	2
231	362	3
225	358	3
219	355	3
215	350	3
265	460	3
265	464	3
267	460	3
267	460	4
181	256	4
271	460	4
181	261	4
181	265	4
182	274	4
182	279	3
182	282	4
196	144	4
182	288	4
184	297	4
184	301	3
198	166	4
198	169	3
184	313	2
185	319	2
186	324	2
200	184	3
201	189	3
185	335	2
186	339	2
186	343	2
202	205	2
202	207	2
186	353	2
187	357	2
203	220	2
189	363	2
190	365	2
190	366	2
190	367	3
190	368	3
192	370	3
132	344	3
132	344	2
132	342	2
132	340	2
132	339	2
132	339	1
132	339	2
132	337	2
132	337	2
132	337	2
132	337	2
132	335	2
132	333	2
132	332	2
132	332	2
132	332	2
136	422	3
136	424	2
136	424	3
138	428	4
231	283	4
130	299	2
130	297	2
130	299	2
130	299	2
130	299	2
130	299	2
130	299	2
130	300	2
130	300	1
130	300	2
132	300	2
130	300	1
130	301	1
130	301	1
130	303	1
130	304	1
130	304	1
128	305	1
128	306	1
128	306	1
128	308	1
128	309	1
128	309	1
126	309	1
126	309	1
126	309	1
126	310	1
126	312	1
128	315	1
128	317	1
128	319	1
130	321	1
132	324	1
136	330	1
166	353	1
172	356	1
174	357	1
176	358	1
176	360	1
178	361	1
178	361	1
180	362	1
178	363	1
176	364	1
176	365	1
174	365	1
174	366	1
172	367	1
172	367	1
170	367	1
170	367	1
168	367	1
168	368	1
166	368	1
164	370	1
162	370	1
162	370	1
162	370	1
162	371	1
162	371	1
160	371	1
160	372	1
160	372	1
160	374	1
160	374	1
160	375	1
158	376	1
158	377	1
158	379	1
156	379	1
156	379	1
156	380	1
154	380	1
154	380	1
154	380	1
152	380	1
152	381	1
152	381	1
152	383	1
152	383	1
152	383	1
152	383	1
152	383	1
152	383	1
152	383	1
152	383	1
152	383	1
154	384	1
154	384	1
154	384	1
154	384	1
154	384	1
154	384	1
154	384	1
154	384	1
154	383	1
152	383	1
150	379	1
148	377	1
146	375	1
144	372	1
142	370	1
140	367	1
138	365	1
138	362	1
134	358	1
134	356	1
132	353	1
132	351	1
130	349	1
130	347	1
128	345	1
128	345	1
128	344	1
128	344	1
130	342	1
130	341	1
130	341	1
130	340	1
130	340	1
130	337	1
130	337	1
130	336	1
128	335	1
128	333	1
128	332	1
128	330	1
128	328	1
128	328	1
